model,scenario,season_year,season,count,interval_name,variable
CESM1-CAM5,rcp45,2033,SON,29,Tmax 26–29°C,tmax
CESM1-CAM5,rcp45,2034,SON,16,Tmax 26–29°C,tmax
CESM1-CAM5,rcp45,2035,SON,20,Tmax 26–29°C,tmax
CESM1-CAM5,rcp45,2036,SON,21,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2006,SON,19,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2007,SON,14,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2008,SON,21,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2009,SON,35,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2010,SON,14,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2011,SON,30,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2012,SON,18,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2013,SON,20,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2014,SON,21,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2015,SON,23,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2016,SON,29,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2017,SON,25,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2018,SON,21,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2019,SON,16,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2020,SON,27,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2021,SON,30,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2022,SON,17,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2023,SON,13,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2024,SON,13,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2025,SON,17,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2026,SON,12,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2027,SON,21,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2028,SON,32,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2029,SON,17,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2030,SON,23,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2031,SON,33,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2032,SON,17,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2033,SON,20,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2034,SON,27,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2035,SON,27,Tmax 26–29°C,tmax
CMCC-CM,rcp45,2036,SON,14,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2006,SON,19,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2007,SON,21,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2008,SON,27,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2009,SON,13,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2010,SON,9,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2011,SON,15,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2012,SON,19,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2013,SON,16,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2014,SON,23,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2015,SON,37,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2016,SON,8,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2017,SON,24,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2018,SON,22,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2019,SON,22,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2020,SON,7,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2021,SON,6,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2022,SON,20,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2023,SON,16,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2024,SON,16,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2025,SON,27,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2026,SON,24,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2027,SON,24,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2028,SON,19,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2029,SON,16,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2030,SON,12,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2031,SON,3,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2032,SON,27,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2033,SON,13,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2034,SON,24,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2035,SON,26,Tmax 26–29°C,tmax
CMCC-CMS,rcp45,2036,SON,14,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2006,SON,21,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2007,SON,33,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2008,SON,16,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2009,SON,27,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2010,SON,13,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2011,SON,7,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2012,SON,15,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2013,SON,20,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2014,SON,9,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2015,SON,11,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2016,SON,16,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2017,SON,11,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2018,SON,25,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2019,SON,26,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2020,SON,24,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2021,SON,17,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2022,SON,14,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2023,SON,23,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2024,SON,23,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2025,SON,6,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2026,SON,17,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2027,SON,32,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2028,SON,13,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2029,SON,22,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2030,SON,12,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2031,SON,19,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2032,SON,23,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2033,SON,14,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2034,SON,18,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2035,SON,10,Tmax 26–29°C,tmax
CNRM-CM5,rcp45,2036,SON,24,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2006,SON,17,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2007,SON,24,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2008,SON,26,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2009,SON,10,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2010,SON,34,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2011,SON,11,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2012,SON,19,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2013,SON,8,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2014,SON,11,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2015,SON,15,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2016,SON,13,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2017,SON,20,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2018,SON,16,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2019,SON,26,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2020,SON,33,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2021,SON,17,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2022,SON,21,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2023,SON,15,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2024,SON,21,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2025,SON,5,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2026,SON,16,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2027,SON,22,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2028,SON,15,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2029,SON,25,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2030,SON,15,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2031,SON,15,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2032,SON,32,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2033,SON,23,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2034,SON,27,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2035,SON,23,Tmax 26–29°C,tmax
CSIRO-Mk3-6-0,rcp45,2036,SON,9,Tmax 26–29°C,tmax
CanESM2,rcp45,2006,SON,14,Tmax 26–29°C,tmax
CanESM2,rcp45,2007,SON,26,Tmax 26–29°C,tmax
CanESM2,rcp45,2008,SON,23,Tmax 26–29°C,tmax
CanESM2,rcp45,2009,SON,30,Tmax 26–29°C,tmax
CanESM2,rcp45,2010,SON,14,Tmax 26–29°C,tmax
CanESM2,rcp45,2011,SON,19,Tmax 26–29°C,tmax
CanESM2,rcp45,2012,SON,10,Tmax 26–29°C,tmax
CanESM2,rcp45,2013,SON,19,Tmax 26–29°C,tmax
CanESM2,rcp45,2014,SON,28,Tmax 26–29°C,tmax
CanESM2,rcp45,2015,SON,13,Tmax 26–29°C,tmax
CanESM2,rcp45,2016,SON,24,Tmax 26–29°C,tmax
CanESM2,rcp45,2017,SON,28,Tmax 26–29°C,tmax
CanESM2,rcp45,2018,SON,15,Tmax 26–29°C,tmax
CanESM2,rcp45,2019,SON,13,Tmax 26–29°C,tmax
CanESM2,rcp45,2020,SON,12,Tmax 26–29°C,tmax
CanESM2,rcp45,2021,SON,33,Tmax 26–29°C,tmax
CanESM2,rcp45,2022,SON,12,Tmax 26–29°C,tmax
CanESM2,rcp45,2023,SON,22,Tmax 26–29°C,tmax
CanESM2,rcp45,2024,SON,17,Tmax 26–29°C,tmax
CanESM2,rcp45,2025,SON,20,Tmax 26–29°C,tmax
CanESM2,rcp45,2026,SON,22,Tmax 26–29°C,tmax
CanESM2,rcp45,2027,SON,10,Tmax 26–29°C,tmax
CanESM2,rcp45,2028,SON,14,Tmax 26–29°C,tmax
CanESM2,rcp45,2029,SON,16,Tmax 26–29°C,tmax
CanESM2,rcp45,2030,SON,17,Tmax 26–29°C,tmax
CanESM2,rcp45,2031,SON,17,Tmax 26–29°C,tmax
CanESM2,rcp45,2032,SON,16,Tmax 26–29°C,tmax
CanESM2,rcp45,2033,SON,19,Tmax 26–29°C,tmax
CanESM2,rcp45,2034,SON,10,Tmax 26–29°C,tmax
CanESM2,rcp45,2035,SON,29,Tmax 26–29°C,tmax
CanESM2,rcp45,2036,SON,10,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2006,SON,13,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2007,SON,18,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2008,SON,25,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2009,SON,18,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2010,SON,24,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2011,SON,20,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2012,SON,20,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2013,SON,23,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2014,SON,29,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2015,SON,22,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2016,SON,23,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2017,SON,17,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2018,SON,14,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2019,SON,19,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2020,SON,18,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2021,SON,24,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2022,SON,21,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2023,SON,28,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2024,SON,16,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2025,SON,28,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2026,SON,16,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2027,SON,26,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2028,SON,9,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2029,SON,21,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2030,SON,19,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2031,SON,25,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2032,SON,28,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2033,SON,24,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2034,SON,36,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2035,SON,23,Tmax 26–29°C,tmax
FGOALS-g2,rcp45,2036,SON,23,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2006,SON,22,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2007,SON,28,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2008,SON,20,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2009,SON,6,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2010,SON,12,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2011,SON,22,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2012,SON,11,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2013,SON,24,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2014,SON,16,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2015,SON,18,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2016,SON,25,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2017,SON,18,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2018,SON,6,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2019,SON,23,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2020,SON,9,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2021,SON,13,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2022,SON,13,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2023,SON,28,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2024,SON,16,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2025,SON,11,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2026,SON,22,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2027,SON,19,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2028,SON,36,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2029,SON,24,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2030,SON,15,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2031,SON,26,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2032,SON,26,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2033,SON,9,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2034,SON,23,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2035,SON,9,Tmax 26–29°C,tmax
GFDL-ESM2G,rcp45,2036,SON,12,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2006,SON,19,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2007,SON,29,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2008,SON,20,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2009,SON,26,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2010,SON,27,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2011,SON,25,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2012,SON,22,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2013,SON,22,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2014,SON,23,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2015,SON,9,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2016,SON,18,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2017,SON,17,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2018,SON,19,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2019,SON,26,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2020,SON,18,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2021,SON,19,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2022,SON,14,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2023,SON,26,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2024,SON,29,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2025,SON,33,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2026,SON,18,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2027,SON,26,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2028,SON,26,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2029,SON,21,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2030,SON,28,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2031,SON,20,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2032,SON,15,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2033,SON,19,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2034,SON,18,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2035,SON,27,Tmax 26–29°C,tmax
GFDL-ESM2M,rcp45,2036,SON,21,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2006,SON,24,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2007,SON,16,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2008,SON,20,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2009,SON,25,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2010,SON,15,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2011,SON,24,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2012,SON,20,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2013,SON,16,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2014,SON,16,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2015,SON,22,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2016,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2017,SON,19,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2018,SON,31,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2019,SON,14,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2020,SON,29,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2021,SON,29,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2022,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2023,SON,18,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2024,SON,25,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2025,SON,29,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2026,SON,25,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2027,SON,18,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2028,SON,16,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2029,SON,23,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2030,SON,21,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2031,SON,35,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2032,SON,17,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2033,SON,24,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2034,SON,13,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2035,SON,20,Tmax 26–29°C,tmax
IPSL-CM5A-LR,rcp45,2036,SON,7,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2006,SON,6,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2007,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2008,SON,19,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2009,SON,22,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2010,SON,16,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2011,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2012,SON,23,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2013,SON,25,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2014,SON,28,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2015,SON,21,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2016,SON,28,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2017,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2018,SON,15,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2019,SON,18,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2020,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2021,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2022,SON,24,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2023,SON,18,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2024,SON,15,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2025,SON,32,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2026,SON,16,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2027,SON,23,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2028,SON,11,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2029,SON,25,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2030,SON,21,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2031,SON,20,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2032,SON,19,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2033,SON,30,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2034,SON,14,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2035,SON,17,Tmax 26–29°C,tmax
IPSL-CM5A-MR,rcp45,2036,SON,26,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2006,SON,21,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2007,SON,24,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2008,SON,15,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2009,SON,24,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2010,SON,16,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2011,SON,25,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2012,SON,29,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2013,SON,17,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2014,SON,24,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2015,SON,17,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2016,SON,17,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2017,SON,17,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2018,SON,17,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2019,SON,24,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2020,SON,20,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2021,SON,14,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2022,SON,18,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2023,SON,22,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2024,SON,27,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2025,SON,22,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2026,SON,18,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2027,SON,12,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2028,SON,17,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2029,SON,12,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2030,SON,20,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2031,SON,19,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2032,SON,24,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2033,SON,23,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2034,SON,20,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2035,SON,24,Tmax 26–29°C,tmax
IPSL-CM5B-LR,rcp45,2036,SON,17,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2006,SON,19,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2007,SON,10,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2008,SON,27,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2009,SON,22,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2010,SON,27,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2011,SON,14,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2012,SON,23,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2013,SON,19,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2014,SON,19,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2015,SON,14,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2016,SON,32,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2017,SON,18,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2018,SON,19,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2019,SON,16,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2020,SON,19,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2021,SON,15,Tmax 26–29°C,tmax
MIROC-ESM,rcp45,2022,SON,9,Tmax 26–29°C,tmax
