model,scenario,season_year,season,count,interval_name,variable
MIROC-ESM-CHEM,rcp45,2019,MAM,8,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2020,MAM,9,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2021,MAM,16,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2022,MAM,7,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2023,MAM,10,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2024,MAM,16,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2025,MAM,8,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2026,MAM,15,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2027,MAM,11,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2028,MAM,8,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2029,MAM,5,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2030,MAM,12,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2031,MAM,12,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2032,MAM,8,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2033,MAM,20,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2034,MAM,16,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2035,MAM,10,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,rcp45,2036,MAM,6,Tmean 28–31°C,tmean
MIROC5,rcp45,2006,MAM,4,Tmean 28–31°C,tmean
MIROC5,rcp45,2008,MAM,1,Tmean 28–31°C,tmean
MIROC5,rcp45,2009,MAM,6,Tmean 28–31°C,tmean
MIROC5,rcp45,2010,MAM,13,Tmean 28–31°C,tmean
MIROC5,rcp45,2011,MAM,1,Tmean 28–31°C,tmean
MIROC5,rcp45,2012,MAM,18,Tmean 28–31°C,tmean
MIROC5,rcp45,2013,MAM,12,Tmean 28–31°C,tmean
MIROC5,rcp45,2014,MAM,1,Tmean 28–31°C,tmean
MIROC5,rcp45,2015,MAM,16,Tmean 28–31°C,tmean
MIROC5,rcp45,2016,MAM,8,Tmean 28–31°C,tmean
MIROC5,rcp45,2018,MAM,7,Tmean 28–31°C,tmean
MIROC5,rcp45,2019,MAM,1,Tmean 28–31°C,tmean
MIROC5,rcp45,2020,MAM,15,Tmean 28–31°C,tmean
MIROC5,rcp45,2021,MAM,26,Tmean 28–31°C,tmean
MIROC5,rcp45,2022,MAM,2,Tmean 28–31°C,tmean
MIROC5,rcp45,2023,MAM,1,Tmean 28–31°C,tmean
MIROC5,rcp45,2024,MAM,5,Tmean 28–31°C,tmean
MIROC5,rcp45,2025,MAM,31,Tmean 28–31°C,tmean
MIROC5,rcp45,2026,MAM,9,Tmean 28–31°C,tmean
MIROC5,rcp45,2027,MAM,21,Tmean 28–31°C,tmean
MIROC5,rcp45,2029,MAM,9,Tmean 28–31°C,tmean
MIROC5,rcp45,2030,MAM,9,Tmean 28–31°C,tmean
MIROC5,rcp45,2031,MAM,10,Tmean 28–31°C,tmean
MIROC5,rcp45,2032,MAM,30,Tmean 28–31°C,tmean
MIROC5,rcp45,2033,MAM,17,Tmean 28–31°C,tmean
MIROC5,rcp45,2034,MAM,4,Tmean 28–31°C,tmean
MIROC5,rcp45,2035,MAM,1,Tmean 28–31°C,tmean
MIROC5,rcp45,2036,MAM,9,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2007,MAM,2,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2008,MAM,2,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2009,MAM,2,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2010,MAM,1,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2011,MAM,13,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2012,MAM,12,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2014,MAM,5,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2016,MAM,17,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2017,MAM,11,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2018,MAM,2,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2020,MAM,6,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2021,MAM,4,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2023,MAM,9,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2025,MAM,7,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2026,MAM,9,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2028,MAM,6,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2030,MAM,1,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2031,MAM,2,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2032,MAM,14,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2033,MAM,33,Tmean 28–31°C,tmean
MPI-ESM-LR,rcp45,2036,MAM,4,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2006,MAM,11,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2007,MAM,11,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2008,MAM,7,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2009,MAM,14,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2010,MAM,9,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2012,MAM,31,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2013,MAM,10,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2015,MAM,5,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2016,MAM,12,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2017,MAM,1,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2018,MAM,14,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2019,MAM,9,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2020,MAM,6,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2021,MAM,11,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2022,MAM,12,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2023,MAM,11,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2024,MAM,1,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2025,MAM,1,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2026,MAM,30,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2027,MAM,8,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2028,MAM,20,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2029,MAM,14,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2030,MAM,11,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2031,MAM,4,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2032,MAM,11,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2033,MAM,31,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2034,MAM,25,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2035,MAM,15,Tmean 28–31°C,tmean
MPI-ESM-MR,rcp45,2036,MAM,1,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2008,MAM,9,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2009,MAM,6,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2010,MAM,2,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2011,MAM,1,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2012,MAM,3,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2016,MAM,6,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2017,MAM,3,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2018,MAM,5,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2019,MAM,10,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2021,MAM,3,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2022,MAM,11,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2023,MAM,5,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2024,MAM,11,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2025,MAM,15,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2026,MAM,8,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2027,MAM,1,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2028,MAM,4,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2030,MAM,5,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2031,MAM,3,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2033,MAM,7,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2034,MAM,8,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2035,MAM,5,Tmean 28–31°C,tmean
MRI-CGCM3,rcp45,2036,MAM,4,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2006,MAM,18,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2007,MAM,4,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2008,MAM,10,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2009,MAM,18,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2010,MAM,15,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2012,MAM,4,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2013,MAM,7,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2014,MAM,11,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2015,MAM,10,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2016,MAM,4,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2017,MAM,13,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2018,MAM,9,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2019,MAM,20,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2020,MAM,10,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2021,MAM,11,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2022,MAM,12,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2023,MAM,6,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2024,MAM,11,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2025,MAM,10,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2026,MAM,7,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2027,MAM,5,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2028,MAM,12,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2029,MAM,17,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2030,MAM,11,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2031,MAM,2,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2032,MAM,6,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2033,MAM,13,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2034,MAM,24,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2035,MAM,27,Tmean 28–31°C,tmean
NorESM1-M,rcp45,2036,MAM,21,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2006,MAM,7,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2007,MAM,12,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2008,MAM,5,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2009,MAM,3,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2010,MAM,2,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2014,MAM,21,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2015,MAM,12,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2018,MAM,3,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2019,MAM,7,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2021,MAM,2,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2022,MAM,15,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2023,MAM,12,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2024,MAM,12,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2025,MAM,10,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2027,MAM,10,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2028,MAM,10,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2029,MAM,1,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2030,MAM,3,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2032,MAM,21,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2033,MAM,10,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2034,MAM,4,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2035,MAM,13,Tmean 28–31°C,tmean
bcc-csm1-1,rcp45,2036,MAM,4,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2008,MAM,7,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2009,MAM,5,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2011,MAM,3,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2012,MAM,9,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2014,MAM,7,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2015,MAM,1,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2016,MAM,5,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2017,MAM,13,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2018,MAM,5,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2019,MAM,4,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2020,MAM,12,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2022,MAM,4,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2023,MAM,9,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2024,MAM,8,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2025,MAM,10,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2026,MAM,23,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2028,MAM,12,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2029,MAM,8,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2030,MAM,1,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2031,MAM,18,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2032,MAM,9,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2033,MAM,9,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2034,MAM,4,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2035,MAM,30,Tmean 28–31°C,tmean
bcc-csm1-1-m,rcp45,2036,MAM,19,Tmean 28–31°C,tmean
inmcm4,rcp45,2006,MAM,5,Tmean 28–31°C,tmean
inmcm4,rcp45,2007,MAM,6,Tmean 28–31°C,tmean
inmcm4,rcp45,2008,MAM,1,Tmean 28–31°C,tmean
inmcm4,rcp45,2009,MAM,10,Tmean 28–31°C,tmean
inmcm4,rcp45,2010,MAM,2,Tmean 28–31°C,tmean
inmcm4,rcp45,2011,MAM,5,Tmean 28–31°C,tmean
inmcm4,rcp45,2014,MAM,1,Tmean 28–31°C,tmean
inmcm4,rcp45,2015,MAM,14,Tmean 28–31°C,tmean
inmcm4,rcp45,2016,MAM,10,Tmean 28–31°C,tmean
inmcm4,rcp45,2019,MAM,1,Tmean 28–31°C,tmean
inmcm4,rcp45,2020,MAM,14,Tmean 28–31°C,tmean
inmcm4,rcp45,2021,MAM,6,Tmean 28–31°C,tmean
inmcm4,rcp45,2023,MAM,3,Tmean 28–31°C,tmean
inmcm4,rcp45,2024,MAM,4,Tmean 28–31°C,tmean
inmcm4,rcp45,2025,MAM,3,Tmean 28–31°C,tmean
inmcm4,rcp45,2026,MAM,2,Tmean 28–31°C,tmean
inmcm4,rcp45,2027,MAM,6,Tmean 28–31°C,tmean
inmcm4,rcp45,2028,MAM,6,Tmean 28–31°C,tmean
inmcm4,rcp45,2029,MAM,9,Tmean 28–31°C,tmean
inmcm4,rcp45,2030,MAM,12,Tmean 28–31°C,tmean
inmcm4,rcp45,2031,MAM,11,Tmean 28–31°C,tmean
inmcm4,rcp45,2032,MAM,4,Tmean 28–31°C,tmean
inmcm4,rcp45,2033,MAM,5,Tmean 28–31°C,tmean
inmcm4,rcp45,2034,MAM,1,Tmean 28–31°C,tmean
inmcm4,rcp45,2035,MAM,13,Tmean 28–31°C,tmean
inmcm4,rcp45,2036,MAM,15,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2006,SON,25,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2007,SON,34,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2008,SON,27,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2009,SON,33,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2010,SON,21,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2011,SON,11,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2012,SON,36,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2013,SON,29,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2014,SON,20,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2015,SON,26,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2016,SON,33,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2017,SON,24,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2018,SON,11,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2019,SON,30,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2020,SON,24,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2021,SON,26,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2022,SON,23,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2023,SON,23,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2024,SON,29,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2025,SON,41,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2026,SON,12,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2027,SON,26,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2028,SON,26,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2029,SON,25,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2030,SON,31,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2031,SON,33,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2032,SON,35,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2033,SON,34,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2034,SON,36,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2035,SON,42,Tmean 28–31°C,tmean
ACCESS1-0,rcp45,2036,SON,17,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2006,SON,15,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2007,SON,8,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2008,SON,18,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2009,SON,3,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2010,SON,18,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2011,SON,6,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2012,SON,23,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2013,SON,19,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2014,SON,30,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2015,SON,24,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2016,SON,15,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2017,SON,14,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2018,SON,23,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2019,SON,22,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2020,SON,24,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2021,SON,26,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2022,SON,18,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2023,SON,12,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2024,SON,6,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2025,SON,28,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2026,SON,17,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2027,SON,37,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2028,SON,29,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2029,SON,28,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2030,SON,19,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2031,SON,28,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2032,SON,34,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2033,SON,16,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2034,SON,29,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2035,SON,8,Tmean 28–31°C,tmean
ACCESS1-3,rcp45,2036,SON,18,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2006,SON,13,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2007,SON,30,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2008,SON,27,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2009,SON,35,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2010,SON,22,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2011,SON,33,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2012,SON,20,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2013,SON,15,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2014,SON,23,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2015,SON,28,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2016,SON,34,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2017,SON,47,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2018,SON,33,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2019,SON,28,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2020,SON,37,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2021,SON,12,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2022,SON,16,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2023,SON,40,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2024,SON,22,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2025,SON,22,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2026,SON,25,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2027,SON,26,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2028,SON,36,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2029,SON,36,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2030,SON,21,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2031,SON,30,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2032,SON,34,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2033,SON,20,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2034,SON,16,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2035,SON,33,Tmean 28–31°C,tmean
BNU-ESM,rcp45,2036,SON,30,Tmean 28–31°C,tmean
CCSM4,rcp45,2006,SON,21,Tmean 28–31°C,tmean
CCSM4,rcp45,2007,SON,16,Tmean 28–31°C,tmean
CCSM4,rcp45,2008,SON,17,Tmean 28–31°C,tmean
CCSM4,rcp45,2009,SON,24,Tmean 28–31°C,tmean
CCSM4,rcp45,2010,SON,12,Tmean 28–31°C,tmean
CCSM4,rcp45,2011,SON,19,Tmean 28–31°C,tmean
CCSM4,rcp45,2012,SON,6,Tmean 28–31°C,tmean
CCSM4,rcp45,2013,SON,21,Tmean 28–31°C,tmean
CCSM4,rcp45,2014,SON,12,Tmean 28–31°C,tmean
CCSM4,rcp45,2015,SON,21,Tmean 28–31°C,tmean
CCSM4,rcp45,2016,SON,23,Tmean 28–31°C,tmean
CCSM4,rcp45,2017,SON,15,Tmean 28–31°C,tmean
CCSM4,rcp45,2018,SON,14,Tmean 28–31°C,tmean
CCSM4,rcp45,2019,SON,27,Tmean 28–31°C,tmean
CCSM4,rcp45,2020,SON,29,Tmean 28–31°C,tmean
CCSM4,rcp45,2021,SON,18,Tmean 28–31°C,tmean
CCSM4,rcp45,2022,SON,34,Tmean 28–31°C,tmean
CCSM4,rcp45,2023,SON,29,Tmean 28–31°C,tmean
CCSM4,rcp45,2024,SON,16,Tmean 28–31°C,tmean
CCSM4,rcp45,2025,SON,20,Tmean 28–31°C,tmean
CCSM4,rcp45,2026,SON,26,Tmean 28–31°C,tmean
CCSM4,rcp45,2027,SON,9,Tmean 28–31°C,tmean
CCSM4,rcp45,2028,SON,40,Tmean 28–31°C,tmean
CCSM4,rcp45,2029,SON,28,Tmean 28–31°C,tmean
CCSM4,rcp45,2030,SON,26,Tmean 28–31°C,tmean
CCSM4,rcp45,2031,SON,12,Tmean 28–31°C,tmean
CCSM4,rcp45,2032,SON,13,Tmean 28–31°C,tmean
CCSM4,rcp45,2033,SON,21,Tmean 28–31°C,tmean
CCSM4,rcp45,2034,SON,24,Tmean 28–31°C,tmean
CCSM4,rcp45,2035,SON,24,Tmean 28–31°C,tmean
CCSM4,rcp45,2036,SON,35,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2006,SON,25,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2007,SON,21,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2008,SON,31,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2009,SON,9,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2010,SON,10,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2011,SON,23,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2012,SON,34,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2013,SON,18,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2014,SON,8,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2015,SON,14,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2016,SON,33,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2017,SON,21,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2018,SON,33,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2019,SON,40,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2020,SON,29,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2021,SON,18,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2022,SON,21,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2023,SON,15,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2024,SON,31,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2025,SON,18,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2026,SON,24,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2027,SON,28,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2028,SON,18,Tmean 28–31°C,tmean
CESM1-BGC,rcp45,2029,SON,31,Tmean 28–31°C,tmean
