model,scenario,season_year,season,count,interval_name,variable
CMCC-CM,rcp45,2011,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2012,SON,6,pr 50mm,Precipitation
CMCC-CM,rcp45,2013,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2014,SON,4,pr 50mm,Precipitation
CMCC-CM,rcp45,2015,SON,3,pr 50mm,Precipitation
CMCC-CM,rcp45,2016,SON,3,pr 50mm,Precipitation
CMCC-CM,rcp45,2017,SON,3,pr 50mm,Precipitation
CMCC-CM,rcp45,2018,SON,3,pr 50mm,Precipitation
CMCC-CM,rcp45,2019,SON,2,pr 50mm,Precipitation
CMCC-CM,rcp45,2020,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2021,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2022,SON,9,pr 50mm,Precipitation
CMCC-CM,rcp45,2023,SON,8,pr 50mm,Precipitation
CMCC-CM,rcp45,2024,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2025,SON,8,pr 50mm,Precipitation
CMCC-CM,rcp45,2026,SON,2,pr 50mm,Precipitation
CMCC-CM,rcp45,2028,SON,4,pr 50mm,Precipitation
CMCC-CM,rcp45,2029,SON,4,pr 50mm,Precipitation
CMCC-CM,rcp45,2030,SON,5,pr 50mm,Precipitation
CMCC-CM,rcp45,2031,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2032,SON,3,pr 50mm,Precipitation
CMCC-CM,rcp45,2033,SON,4,pr 50mm,Precipitation
CMCC-CM,rcp45,2034,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2035,SON,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2036,SON,6,pr 50mm,Precipitation
CMCC-CMS,rcp45,2006,SON,2,pr 50mm,Precipitation
CMCC-CMS,rcp45,2007,SON,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2009,SON,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2010,SON,1,pr 50mm,Precipitation
CMCC-CMS,rcp45,2011,SON,6,pr 50mm,Precipitation
CMCC-CMS,rcp45,2013,SON,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2014,SON,2,pr 50mm,Precipitation
CMCC-CMS,rcp45,2015,SON,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2016,SON,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2017,SON,2,pr 50mm,Precipitation
CMCC-CMS,rcp45,2018,SON,16,pr 50mm,Precipitation
CMCC-CMS,rcp45,2019,SON,1,pr 50mm,Precipitation
CMCC-CMS,rcp45,2020,SON,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2021,SON,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2022,SON,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2023,SON,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2024,SON,1,pr 50mm,Precipitation
CMCC-CMS,rcp45,2025,SON,1,pr 50mm,Precipitation
CMCC-CMS,rcp45,2026,SON,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2028,SON,2,pr 50mm,Precipitation
CMCC-CMS,rcp45,2029,SON,5,pr 50mm,Precipitation
CMCC-CMS,rcp45,2030,SON,5,pr 50mm,Precipitation
CMCC-CMS,rcp45,2031,SON,7,pr 50mm,Precipitation
CMCC-CMS,rcp45,2032,SON,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2033,SON,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2035,SON,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2036,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp45,2007,SON,10,pr 50mm,Precipitation
CNRM-CM5,rcp45,2008,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2009,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp45,2010,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2011,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp45,2012,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp45,2013,SON,7,pr 50mm,Precipitation
CNRM-CM5,rcp45,2014,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp45,2015,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp45,2016,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp45,2017,SON,4,pr 50mm,Precipitation
CNRM-CM5,rcp45,2018,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2019,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp45,2020,SON,5,pr 50mm,Precipitation
CNRM-CM5,rcp45,2021,SON,5,pr 50mm,Precipitation
CNRM-CM5,rcp45,2022,SON,6,pr 50mm,Precipitation
CNRM-CM5,rcp45,2023,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp45,2025,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2026,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2027,SON,4,pr 50mm,Precipitation
CNRM-CM5,rcp45,2028,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2029,SON,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2030,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp45,2031,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp45,2032,SON,2,pr 50mm,Precipitation
CNRM-CM5,rcp45,2033,SON,4,pr 50mm,Precipitation
CNRM-CM5,rcp45,2034,SON,4,pr 50mm,Precipitation
CNRM-CM5,rcp45,2035,SON,1,pr 50mm,Precipitation
CNRM-CM5,rcp45,2036,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2006,SON,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2007,SON,14,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2008,SON,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2009,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2010,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2011,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2013,SON,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2014,SON,6,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2015,SON,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2016,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2017,SON,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2018,SON,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2019,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2021,SON,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2022,SON,6,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2023,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2024,SON,6,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2025,SON,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2027,SON,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2028,SON,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2030,SON,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2031,SON,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2032,SON,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2033,SON,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2034,SON,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2036,SON,1,pr 50mm,Precipitation
CanESM2,rcp45,2006,SON,6,pr 50mm,Precipitation
CanESM2,rcp45,2007,SON,5,pr 50mm,Precipitation
CanESM2,rcp45,2008,SON,3,pr 50mm,Precipitation
CanESM2,rcp45,2009,SON,2,pr 50mm,Precipitation
CanESM2,rcp45,2010,SON,5,pr 50mm,Precipitation
CanESM2,rcp45,2011,SON,1,pr 50mm,Precipitation
CanESM2,rcp45,2012,SON,2,pr 50mm,Precipitation
CanESM2,rcp45,2014,SON,5,pr 50mm,Precipitation
CanESM2,rcp45,2015,SON,7,pr 50mm,Precipitation
CanESM2,rcp45,2017,SON,1,pr 50mm,Precipitation
CanESM2,rcp45,2018,SON,4,pr 50mm,Precipitation
CanESM2,rcp45,2019,SON,4,pr 50mm,Precipitation
CanESM2,rcp45,2021,SON,7,pr 50mm,Precipitation
CanESM2,rcp45,2022,SON,3,pr 50mm,Precipitation
CanESM2,rcp45,2023,SON,3,pr 50mm,Precipitation
CanESM2,rcp45,2024,SON,5,pr 50mm,Precipitation
CanESM2,rcp45,2025,SON,9,pr 50mm,Precipitation
CanESM2,rcp45,2026,SON,8,pr 50mm,Precipitation
CanESM2,rcp45,2027,SON,10,pr 50mm,Precipitation
CanESM2,rcp45,2028,SON,5,pr 50mm,Precipitation
CanESM2,rcp45,2031,SON,8,pr 50mm,Precipitation
CanESM2,rcp45,2032,SON,5,pr 50mm,Precipitation
CanESM2,rcp45,2033,SON,3,pr 50mm,Precipitation
CanESM2,rcp45,2034,SON,7,pr 50mm,Precipitation
CanESM2,rcp45,2036,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp45,2006,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp45,2007,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp45,2008,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp45,2010,SON,7,pr 50mm,Precipitation
FGOALS-g2,rcp45,2011,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp45,2012,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2014,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2015,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp45,2016,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp45,2017,SON,2,pr 50mm,Precipitation
FGOALS-g2,rcp45,2018,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2019,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2020,SON,3,pr 50mm,Precipitation
FGOALS-g2,rcp45,2021,SON,5,pr 50mm,Precipitation
FGOALS-g2,rcp45,2022,SON,2,pr 50mm,Precipitation
FGOALS-g2,rcp45,2024,SON,8,pr 50mm,Precipitation
FGOALS-g2,rcp45,2025,SON,7,pr 50mm,Precipitation
FGOALS-g2,rcp45,2026,SON,5,pr 50mm,Precipitation
FGOALS-g2,rcp45,2027,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp45,2028,SON,6,pr 50mm,Precipitation
FGOALS-g2,rcp45,2029,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp45,2031,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp45,2032,SON,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2033,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp45,2034,SON,5,pr 50mm,Precipitation
FGOALS-g2,rcp45,2035,SON,1,pr 50mm,Precipitation
FGOALS-g2,rcp45,2036,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2007,SON,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2008,SON,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2009,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2010,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2011,SON,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2012,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2014,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2015,SON,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2016,SON,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2018,SON,9,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2019,SON,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2020,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2021,SON,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2025,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2026,SON,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2027,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2028,SON,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2029,SON,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2030,SON,10,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2031,SON,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2032,SON,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2033,SON,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2035,SON,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2036,SON,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2006,SON,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2007,SON,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2008,SON,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2009,SON,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2010,SON,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2012,SON,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2014,SON,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2015,SON,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2016,SON,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2017,SON,11,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2018,SON,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2020,SON,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2021,SON,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2022,SON,6,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2023,SON,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2024,SON,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2026,SON,9,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2027,SON,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2028,SON,8,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2029,SON,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2030,SON,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2031,SON,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2032,SON,8,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2034,SON,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2035,SON,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2036,SON,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2006,SON,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2007,SON,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2009,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2010,SON,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2012,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2013,SON,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2014,SON,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2015,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2016,SON,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2017,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2018,SON,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2021,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2022,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2023,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2025,SON,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2027,SON,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2028,SON,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2030,SON,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2031,SON,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2033,SON,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2034,SON,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2035,SON,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2036,SON,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2006,SON,14,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2007,SON,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2008,SON,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2010,SON,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2011,SON,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2012,SON,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2013,SON,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2014,SON,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2015,SON,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2016,SON,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2017,SON,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2018,SON,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2020,SON,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2022,SON,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2023,SON,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2024,SON,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2025,SON,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2026,SON,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2027,SON,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2028,SON,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2029,SON,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2031,SON,8,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2032,SON,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2033,SON,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2035,SON,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2036,SON,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2009,SON,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2011,SON,1,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2013,SON,8,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2014,SON,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2015,SON,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2016,SON,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2017,SON,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2018,SON,9,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2019,SON,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2020,SON,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2021,SON,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2022,SON,1,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2023,SON,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2024,SON,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2026,SON,6,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2027,SON,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2028,SON,1,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2029,SON,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2030,SON,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2031,SON,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2033,SON,11,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2034,SON,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2035,SON,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp45,2036,SON,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2006,SON,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2007,SON,7,pr 50mm,Precipitation
MIROC-ESM,rcp45,2008,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2009,SON,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2010,SON,5,pr 50mm,Precipitation
MIROC-ESM,rcp45,2011,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2012,SON,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2013,SON,6,pr 50mm,Precipitation
MIROC-ESM,rcp45,2014,SON,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2015,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2017,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2019,SON,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2020,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2021,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2022,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2023,SON,4,pr 50mm,Precipitation
MIROC-ESM,rcp45,2025,SON,2,pr 50mm,Precipitation
MIROC-ESM,rcp45,2026,SON,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2027,SON,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2028,SON,1,pr 50mm,Precipitation
MIROC-ESM,rcp45,2031,SON,4,pr 50mm,Precipitation
MIROC-ESM,rcp45,2032,SON,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2033,SON,6,pr 50mm,Precipitation
MIROC-ESM,rcp45,2035,SON,3,pr 50mm,Precipitation
MIROC-ESM,rcp45,2036,SON,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2007,SON,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2008,SON,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2009,SON,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2010,SON,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2011,SON,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2013,SON,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2014,SON,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2015,SON,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2016,SON,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2018,SON,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2020,SON,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2021,SON,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2022,SON,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2023,SON,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2024,SON,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2025,SON,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2028,SON,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2029,SON,7,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2030,SON,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2031,SON,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2032,SON,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2034,SON,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2035,SON,7,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp45,2036,SON,3,pr 50mm,Precipitation
MIROC5,rcp45,2006,SON,4,pr 50mm,Precipitation
MIROC5,rcp45,2007,SON,12,pr 50mm,Precipitation
MIROC5,rcp45,2008,SON,5,pr 50mm,Precipitation
MIROC5,rcp45,2009,SON,1,pr 50mm,Precipitation
MIROC5,rcp45,2010,SON,4,pr 50mm,Precipitation
MIROC5,rcp45,2011,SON,2,pr 50mm,Precipitation
MIROC5,rcp45,2012,SON,8,pr 50mm,Precipitation
MIROC5,rcp45,2013,SON,6,pr 50mm,Precipitation
MIROC5,rcp45,2014,SON,6,pr 50mm,Precipitation
MIROC5,rcp45,2015,SON,6,pr 50mm,Precipitation
MIROC5,rcp45,2016,SON,2,pr 50mm,Precipitation
MIROC5,rcp45,2019,SON,1,pr 50mm,Precipitation
MIROC5,rcp45,2021,SON,4,pr 50mm,Precipitation
MIROC5,rcp45,2022,SON,2,pr 50mm,Precipitation
MIROC5,rcp45,2023,SON,2,pr 50mm,Precipitation
MIROC5,rcp45,2025,SON,4,pr 50mm,Precipitation
MIROC5,rcp45,2026,SON,5,pr 50mm,Precipitation
MIROC5,rcp45,2027,SON,3,pr 50mm,Precipitation
MIROC5,rcp45,2029,SON,3,pr 50mm,Precipitation
MIROC5,rcp45,2030,SON,7,pr 50mm,Precipitation
MIROC5,rcp45,2031,SON,2,pr 50mm,Precipitation
MIROC5,rcp45,2032,SON,3,pr 50mm,Precipitation
MIROC5,rcp45,2033,SON,3,pr 50mm,Precipitation
MIROC5,rcp45,2034,SON,3,pr 50mm,Precipitation
MIROC5,rcp45,2035,SON,3,pr 50mm,Precipitation
MIROC5,rcp45,2036,SON,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2006,SON,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2008,SON,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2009,SON,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2010,SON,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2011,SON,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2012,SON,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2013,SON,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2014,SON,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2016,SON,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2017,SON,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2019,SON,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2020,SON,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2021,SON,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2022,SON,5,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2023,SON,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2024,SON,10,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2025,SON,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2026,SON,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2027,SON,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2028,SON,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2030,SON,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2031,SON,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2032,SON,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2034,SON,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2035,SON,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp45,2036,SON,2,pr 50mm,Precipitation
