model,scenario,year,count,interval_name,variable
ACCESS1-3,rcp45,2032,5,pr 50mm,Precipitation
ACCESS1-3,rcp45,2033,17,pr 50mm,Precipitation
ACCESS1-3,rcp45,2034,11,pr 50mm,Precipitation
ACCESS1-3,rcp45,2035,11,pr 50mm,Precipitation
ACCESS1-3,rcp45,2036,13,pr 50mm,Precipitation
BNU-ESM,rcp45,2006,9,pr 50mm,Precipitation
BNU-ESM,rcp45,2008,6,pr 50mm,Precipitation
BNU-ESM,rcp45,2009,6,pr 50mm,Precipitation
BNU-ESM,rcp45,2010,11,pr 50mm,Precipitation
BNU-ESM,rcp45,2011,4,pr 50mm,Precipitation
BNU-ESM,rcp45,2012,12,pr 50mm,Precipitation
BNU-ESM,rcp45,2014,13,pr 50mm,Precipitation
BNU-ESM,rcp45,2015,8,pr 50mm,Precipitation
BNU-ESM,rcp45,2016,12,pr 50mm,Precipitation
BNU-ESM,rcp45,2017,2,pr 50mm,Precipitation
BNU-ESM,rcp45,2018,5,pr 50mm,Precipitation
BNU-ESM,rcp45,2019,1,pr 50mm,Precipitation
BNU-ESM,rcp45,2020,8,pr 50mm,Precipitation
BNU-ESM,rcp45,2021,3,pr 50mm,Precipitation
BNU-ESM,rcp45,2022,1,pr 50mm,Precipitation
BNU-ESM,rcp45,2023,4,pr 50mm,Precipitation
BNU-ESM,rcp45,2024,7,pr 50mm,Precipitation
BNU-ESM,rcp45,2025,13,pr 50mm,Precipitation
BNU-ESM,rcp45,2026,7,pr 50mm,Precipitation
BNU-ESM,rcp45,2027,15,pr 50mm,Precipitation
BNU-ESM,rcp45,2028,13,pr 50mm,Precipitation
BNU-ESM,rcp45,2029,3,pr 50mm,Precipitation
BNU-ESM,rcp45,2030,1,pr 50mm,Precipitation
BNU-ESM,rcp45,2031,5,pr 50mm,Precipitation
BNU-ESM,rcp45,2032,11,pr 50mm,Precipitation
BNU-ESM,rcp45,2033,8,pr 50mm,Precipitation
BNU-ESM,rcp45,2034,10,pr 50mm,Precipitation
BNU-ESM,rcp45,2035,12,pr 50mm,Precipitation
BNU-ESM,rcp45,2036,8,pr 50mm,Precipitation
CCSM4,rcp45,2006,8,pr 50mm,Precipitation
CCSM4,rcp45,2007,7,pr 50mm,Precipitation
CCSM4,rcp45,2008,5,pr 50mm,Precipitation
CCSM4,rcp45,2009,4,pr 50mm,Precipitation
CCSM4,rcp45,2010,5,pr 50mm,Precipitation
CCSM4,rcp45,2011,12,pr 50mm,Precipitation
CCSM4,rcp45,2012,15,pr 50mm,Precipitation
CCSM4,rcp45,2013,8,pr 50mm,Precipitation
CCSM4,rcp45,2014,7,pr 50mm,Precipitation
CCSM4,rcp45,2015,5,pr 50mm,Precipitation
CCSM4,rcp45,2016,10,pr 50mm,Precipitation
CCSM4,rcp45,2017,16,pr 50mm,Precipitation
CCSM4,rcp45,2018,10,pr 50mm,Precipitation
CCSM4,rcp45,2019,7,pr 50mm,Precipitation
CCSM4,rcp45,2020,5,pr 50mm,Precipitation
CCSM4,rcp45,2021,13,pr 50mm,Precipitation
CCSM4,rcp45,2022,8,pr 50mm,Precipitation
CCSM4,rcp45,2023,10,pr 50mm,Precipitation
CCSM4,rcp45,2024,9,pr 50mm,Precipitation
CCSM4,rcp45,2025,11,pr 50mm,Precipitation
CCSM4,rcp45,2026,4,pr 50mm,Precipitation
CCSM4,rcp45,2027,9,pr 50mm,Precipitation
CCSM4,rcp45,2028,10,pr 50mm,Precipitation
CCSM4,rcp45,2029,10,pr 50mm,Precipitation
CCSM4,rcp45,2030,10,pr 50mm,Precipitation
CCSM4,rcp45,2031,6,pr 50mm,Precipitation
CCSM4,rcp45,2032,7,pr 50mm,Precipitation
CCSM4,rcp45,2033,8,pr 50mm,Precipitation
CCSM4,rcp45,2034,8,pr 50mm,Precipitation
CCSM4,rcp45,2035,7,pr 50mm,Precipitation
CCSM4,rcp45,2036,8,pr 50mm,Precipitation
CESM1-BGC,rcp45,2006,6,pr 50mm,Precipitation
CESM1-BGC,rcp45,2007,15,pr 50mm,Precipitation
CESM1-BGC,rcp45,2008,8,pr 50mm,Precipitation
CESM1-BGC,rcp45,2009,12,pr 50mm,Precipitation
CESM1-BGC,rcp45,2010,5,pr 50mm,Precipitation
CESM1-BGC,rcp45,2011,3,pr 50mm,Precipitation
CESM1-BGC,rcp45,2013,6,pr 50mm,Precipitation
CESM1-BGC,rcp45,2014,5,pr 50mm,Precipitation
CESM1-BGC,rcp45,2015,6,pr 50mm,Precipitation
CESM1-BGC,rcp45,2016,7,pr 50mm,Precipitation
CESM1-BGC,rcp45,2017,6,pr 50mm,Precipitation
CESM1-BGC,rcp45,2018,4,pr 50mm,Precipitation
CESM1-BGC,rcp45,2019,12,pr 50mm,Precipitation
CESM1-BGC,rcp45,2020,8,pr 50mm,Precipitation
CESM1-BGC,rcp45,2022,6,pr 50mm,Precipitation
CESM1-BGC,rcp45,2023,9,pr 50mm,Precipitation
CESM1-BGC,rcp45,2024,8,pr 50mm,Precipitation
CESM1-BGC,rcp45,2025,5,pr 50mm,Precipitation
CESM1-BGC,rcp45,2026,7,pr 50mm,Precipitation
CESM1-BGC,rcp45,2027,8,pr 50mm,Precipitation
CESM1-BGC,rcp45,2028,7,pr 50mm,Precipitation
CESM1-BGC,rcp45,2029,9,pr 50mm,Precipitation
CESM1-BGC,rcp45,2030,14,pr 50mm,Precipitation
CESM1-BGC,rcp45,2031,11,pr 50mm,Precipitation
CESM1-BGC,rcp45,2032,2,pr 50mm,Precipitation
CESM1-BGC,rcp45,2033,6,pr 50mm,Precipitation
CESM1-BGC,rcp45,2034,12,pr 50mm,Precipitation
CESM1-BGC,rcp45,2035,6,pr 50mm,Precipitation
CESM1-BGC,rcp45,2036,2,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2006,3,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2007,12,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2008,2,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2009,11,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2010,6,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2011,7,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2012,7,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2013,6,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2014,12,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2015,7,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2016,11,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2017,17,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2018,11,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2019,6,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2020,6,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2021,9,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2022,4,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2023,6,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2024,10,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2025,3,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2026,5,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2027,3,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2028,5,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2029,7,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2030,2,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2031,6,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2032,4,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2033,5,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2034,7,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2035,9,pr 50mm,Precipitation
CESM1-CAM5,rcp45,2036,8,pr 50mm,Precipitation
CMCC-CM,rcp45,2006,3,pr 50mm,Precipitation
CMCC-CM,rcp45,2007,5,pr 50mm,Precipitation
CMCC-CM,rcp45,2008,5,pr 50mm,Precipitation
CMCC-CM,rcp45,2009,3,pr 50mm,Precipitation
CMCC-CM,rcp45,2010,10,pr 50mm,Precipitation
CMCC-CM,rcp45,2011,6,pr 50mm,Precipitation
CMCC-CM,rcp45,2012,10,pr 50mm,Precipitation
CMCC-CM,rcp45,2013,6,pr 50mm,Precipitation
CMCC-CM,rcp45,2014,10,pr 50mm,Precipitation
CMCC-CM,rcp45,2015,7,pr 50mm,Precipitation
CMCC-CM,rcp45,2016,11,pr 50mm,Precipitation
CMCC-CM,rcp45,2017,9,pr 50mm,Precipitation
CMCC-CM,rcp45,2018,8,pr 50mm,Precipitation
CMCC-CM,rcp45,2019,6,pr 50mm,Precipitation
CMCC-CM,rcp45,2020,6,pr 50mm,Precipitation
CMCC-CM,rcp45,2021,8,pr 50mm,Precipitation
CMCC-CM,rcp45,2022,13,pr 50mm,Precipitation
CMCC-CM,rcp45,2023,15,pr 50mm,Precipitation
CMCC-CM,rcp45,2024,10,pr 50mm,Precipitation
CMCC-CM,rcp45,2025,12,pr 50mm,Precipitation
CMCC-CM,rcp45,2026,5,pr 50mm,Precipitation
CMCC-CM,rcp45,2027,1,pr 50mm,Precipitation
CMCC-CM,rcp45,2028,9,pr 50mm,Precipitation
CMCC-CM,rcp45,2029,9,pr 50mm,Precipitation
CMCC-CM,rcp45,2030,12,pr 50mm,Precipitation
CMCC-CM,rcp45,2031,4,pr 50mm,Precipitation
CMCC-CM,rcp45,2032,7,pr 50mm,Precipitation
CMCC-CM,rcp45,2033,7,pr 50mm,Precipitation
CMCC-CM,rcp45,2034,7,pr 50mm,Precipitation
CMCC-CM,rcp45,2035,10,pr 50mm,Precipitation
CMCC-CM,rcp45,2036,12,pr 50mm,Precipitation
CMCC-CMS,rcp45,2006,5,pr 50mm,Precipitation
CMCC-CMS,rcp45,2007,5,pr 50mm,Precipitation
CMCC-CMS,rcp45,2008,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2009,6,pr 50mm,Precipitation
CMCC-CMS,rcp45,2010,6,pr 50mm,Precipitation
CMCC-CMS,rcp45,2011,10,pr 50mm,Precipitation
CMCC-CMS,rcp45,2012,7,pr 50mm,Precipitation
CMCC-CMS,rcp45,2013,7,pr 50mm,Precipitation
CMCC-CMS,rcp45,2014,7,pr 50mm,Precipitation
CMCC-CMS,rcp45,2015,6,pr 50mm,Precipitation
CMCC-CMS,rcp45,2016,12,pr 50mm,Precipitation
CMCC-CMS,rcp45,2017,5,pr 50mm,Precipitation
CMCC-CMS,rcp45,2018,22,pr 50mm,Precipitation
CMCC-CMS,rcp45,2019,7,pr 50mm,Precipitation
CMCC-CMS,rcp45,2020,7,pr 50mm,Precipitation
CMCC-CMS,rcp45,2021,10,pr 50mm,Precipitation
CMCC-CMS,rcp45,2022,10,pr 50mm,Precipitation
CMCC-CMS,rcp45,2023,8,pr 50mm,Precipitation
CMCC-CMS,rcp45,2024,13,pr 50mm,Precipitation
CMCC-CMS,rcp45,2025,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2026,7,pr 50mm,Precipitation
CMCC-CMS,rcp45,2027,4,pr 50mm,Precipitation
CMCC-CMS,rcp45,2028,3,pr 50mm,Precipitation
CMCC-CMS,rcp45,2029,10,pr 50mm,Precipitation
CMCC-CMS,rcp45,2030,13,pr 50mm,Precipitation
CMCC-CMS,rcp45,2031,11,pr 50mm,Precipitation
CMCC-CMS,rcp45,2032,13,pr 50mm,Precipitation
CMCC-CMS,rcp45,2033,8,pr 50mm,Precipitation
CMCC-CMS,rcp45,2034,5,pr 50mm,Precipitation
CMCC-CMS,rcp45,2035,8,pr 50mm,Precipitation
CMCC-CMS,rcp45,2036,16,pr 50mm,Precipitation
CNRM-CM5,rcp45,2006,11,pr 50mm,Precipitation
CNRM-CM5,rcp45,2007,12,pr 50mm,Precipitation
CNRM-CM5,rcp45,2008,6,pr 50mm,Precipitation
CNRM-CM5,rcp45,2009,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2010,7,pr 50mm,Precipitation
CNRM-CM5,rcp45,2011,6,pr 50mm,Precipitation
CNRM-CM5,rcp45,2012,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2013,12,pr 50mm,Precipitation
CNRM-CM5,rcp45,2014,10,pr 50mm,Precipitation
CNRM-CM5,rcp45,2015,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2016,7,pr 50mm,Precipitation
CNRM-CM5,rcp45,2017,14,pr 50mm,Precipitation
CNRM-CM5,rcp45,2018,11,pr 50mm,Precipitation
CNRM-CM5,rcp45,2019,3,pr 50mm,Precipitation
CNRM-CM5,rcp45,2020,11,pr 50mm,Precipitation
CNRM-CM5,rcp45,2021,6,pr 50mm,Precipitation
CNRM-CM5,rcp45,2022,12,pr 50mm,Precipitation
CNRM-CM5,rcp45,2023,6,pr 50mm,Precipitation
CNRM-CM5,rcp45,2024,1,pr 50mm,Precipitation
CNRM-CM5,rcp45,2025,9,pr 50mm,Precipitation
CNRM-CM5,rcp45,2026,9,pr 50mm,Precipitation
CNRM-CM5,rcp45,2027,11,pr 50mm,Precipitation
CNRM-CM5,rcp45,2028,6,pr 50mm,Precipitation
CNRM-CM5,rcp45,2029,8,pr 50mm,Precipitation
CNRM-CM5,rcp45,2030,5,pr 50mm,Precipitation
CNRM-CM5,rcp45,2031,4,pr 50mm,Precipitation
CNRM-CM5,rcp45,2032,5,pr 50mm,Precipitation
CNRM-CM5,rcp45,2033,8,pr 50mm,Precipitation
CNRM-CM5,rcp45,2034,7,pr 50mm,Precipitation
CNRM-CM5,rcp45,2035,14,pr 50mm,Precipitation
CNRM-CM5,rcp45,2036,6,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2006,8,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2007,23,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2008,12,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2009,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2010,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2011,11,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2012,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2013,10,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2014,9,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2015,10,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2016,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2017,10,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2018,12,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2019,11,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2020,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2021,15,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2022,9,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2023,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2024,9,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2025,16,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2026,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2027,10,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2028,11,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2029,9,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2030,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2031,14,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2032,9,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2033,10,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2034,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2035,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp45,2036,11,pr 50mm,Precipitation
CanESM2,rcp45,2006,16,pr 50mm,Precipitation
CanESM2,rcp45,2007,12,pr 50mm,Precipitation
CanESM2,rcp45,2008,7,pr 50mm,Precipitation
CanESM2,rcp45,2009,7,pr 50mm,Precipitation
CanESM2,rcp45,2010,15,pr 50mm,Precipitation
CanESM2,rcp45,2011,5,pr 50mm,Precipitation
CanESM2,rcp45,2012,8,pr 50mm,Precipitation
CanESM2,rcp45,2013,7,pr 50mm,Precipitation
CanESM2,rcp45,2014,8,pr 50mm,Precipitation
CanESM2,rcp45,2015,19,pr 50mm,Precipitation
CanESM2,rcp45,2016,7,pr 50mm,Precipitation
CanESM2,rcp45,2017,7,pr 50mm,Precipitation
CanESM2,rcp45,2018,10,pr 50mm,Precipitation
CanESM2,rcp45,2019,8,pr 50mm,Precipitation
CanESM2,rcp45,2020,9,pr 50mm,Precipitation
CanESM2,rcp45,2021,8,pr 50mm,Precipitation
CanESM2,rcp45,2022,7,pr 50mm,Precipitation
CanESM2,rcp45,2023,14,pr 50mm,Precipitation
CanESM2,rcp45,2024,16,pr 50mm,Precipitation
CanESM2,rcp45,2025,13,pr 50mm,Precipitation
CanESM2,rcp45,2026,18,pr 50mm,Precipitation
CanESM2,rcp45,2027,16,pr 50mm,Precipitation
CanESM2,rcp45,2028,5,pr 50mm,Precipitation
CanESM2,rcp45,2029,3,pr 50mm,Precipitation
CanESM2,rcp45,2030,2,pr 50mm,Precipitation
CanESM2,rcp45,2031,12,pr 50mm,Precipitation
CanESM2,rcp45,2032,13,pr 50mm,Precipitation
CanESM2,rcp45,2033,12,pr 50mm,Precipitation
CanESM2,rcp45,2034,11,pr 50mm,Precipitation
CanESM2,rcp45,2035,9,pr 50mm,Precipitation
CanESM2,rcp45,2036,8,pr 50mm,Precipitation
FGOALS-g2,rcp45,2006,7,pr 50mm,Precipitation
FGOALS-g2,rcp45,2007,7,pr 50mm,Precipitation
FGOALS-g2,rcp45,2008,8,pr 50mm,Precipitation
FGOALS-g2,rcp45,2009,6,pr 50mm,Precipitation
FGOALS-g2,rcp45,2010,15,pr 50mm,Precipitation
FGOALS-g2,rcp45,2011,9,pr 50mm,Precipitation
FGOALS-g2,rcp45,2012,10,pr 50mm,Precipitation
FGOALS-g2,rcp45,2013,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2014,9,pr 50mm,Precipitation
FGOALS-g2,rcp45,2015,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2016,11,pr 50mm,Precipitation
FGOALS-g2,rcp45,2017,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2018,9,pr 50mm,Precipitation
FGOALS-g2,rcp45,2019,10,pr 50mm,Precipitation
FGOALS-g2,rcp45,2020,3,pr 50mm,Precipitation
FGOALS-g2,rcp45,2021,13,pr 50mm,Precipitation
FGOALS-g2,rcp45,2022,10,pr 50mm,Precipitation
FGOALS-g2,rcp45,2023,2,pr 50mm,Precipitation
FGOALS-g2,rcp45,2024,15,pr 50mm,Precipitation
FGOALS-g2,rcp45,2025,13,pr 50mm,Precipitation
FGOALS-g2,rcp45,2026,7,pr 50mm,Precipitation
FGOALS-g2,rcp45,2027,7,pr 50mm,Precipitation
FGOALS-g2,rcp45,2028,9,pr 50mm,Precipitation
FGOALS-g2,rcp45,2029,10,pr 50mm,Precipitation
FGOALS-g2,rcp45,2030,5,pr 50mm,Precipitation
FGOALS-g2,rcp45,2031,4,pr 50mm,Precipitation
FGOALS-g2,rcp45,2032,12,pr 50mm,Precipitation
FGOALS-g2,rcp45,2033,9,pr 50mm,Precipitation
FGOALS-g2,rcp45,2034,13,pr 50mm,Precipitation
FGOALS-g2,rcp45,2035,2,pr 50mm,Precipitation
FGOALS-g2,rcp45,2036,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2006,15,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2007,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2008,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2009,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2010,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2011,16,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2012,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2013,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2014,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2015,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2016,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2017,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2018,18,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2019,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2020,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2021,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2022,12,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2023,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2024,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2025,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2026,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2027,10,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2028,17,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2029,16,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2030,14,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2031,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2032,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2033,9,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2034,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2035,10,pr 50mm,Precipitation
GFDL-ESM2G,rcp45,2036,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2006,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2007,14,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2008,15,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2009,9,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2010,10,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2011,14,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2012,8,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2013,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2014,14,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2015,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2016,13,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2017,22,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2018,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2019,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2020,15,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2021,13,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2022,17,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2023,8,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2024,12,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2025,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2026,18,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2027,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2028,16,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2029,10,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2030,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2031,15,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2032,14,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2033,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2034,9,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2035,14,pr 50mm,Precipitation
GFDL-ESM2M,rcp45,2036,17,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2006,9,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2007,16,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2008,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2009,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2010,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2011,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2012,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2013,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2014,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2015,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2016,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2017,10,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2018,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2019,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2020,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2021,15,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2022,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2023,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2024,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2025,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2026,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2027,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2028,11,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2029,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2030,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2031,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2032,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2033,9,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2034,15,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2035,11,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp45,2036,13,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2006,16,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2007,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2008,7,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2009,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2010,13,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2011,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2012,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2013,11,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2014,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2015,13,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2016,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2017,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2018,12,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2019,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2020,8,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2021,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2022,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2023,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2024,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2025,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2026,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2027,18,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp45,2028,12,pr 50mm,Precipitation
