model,scenario,year,count,interval_name,variable
GFDL-ESM2G,rcp26,2017,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2018,14,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2019,11,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2020,14,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2021,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2022,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2023,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2024,9,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2025,14,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2026,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2027,10,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2028,14,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2029,9,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2030,21,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2031,17,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2032,14,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2033,20,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2034,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2035,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp26,2036,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2006,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2007,7,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2008,13,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2009,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2010,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2011,14,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2012,10,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2013,7,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2014,11,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2015,7,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2016,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2017,14,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2018,7,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2019,11,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2020,10,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2021,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2022,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2023,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2024,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2025,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2026,11,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2027,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2028,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2029,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2030,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2031,16,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2032,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2033,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2034,11,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2035,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp26,2036,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2006,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2007,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2008,12,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2009,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2010,13,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2011,7,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2012,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2013,16,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2014,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2015,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2016,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2017,11,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2018,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2019,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2020,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2021,12,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2022,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2023,8,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2024,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2025,11,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2026,18,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2027,9,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2028,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2029,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2030,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2031,11,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2032,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2033,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2034,13,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2035,13,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp26,2036,9,pr 50mm,Precipitation
MIROC-ESM,rcp26,2006,8,pr 50mm,Precipitation
MIROC-ESM,rcp26,2007,7,pr 50mm,Precipitation
MIROC-ESM,rcp26,2008,8,pr 50mm,Precipitation
MIROC-ESM,rcp26,2009,3,pr 50mm,Precipitation
MIROC-ESM,rcp26,2010,15,pr 50mm,Precipitation
MIROC-ESM,rcp26,2011,10,pr 50mm,Precipitation
MIROC-ESM,rcp26,2012,6,pr 50mm,Precipitation
MIROC-ESM,rcp26,2013,9,pr 50mm,Precipitation
MIROC-ESM,rcp26,2014,5,pr 50mm,Precipitation
MIROC-ESM,rcp26,2015,10,pr 50mm,Precipitation
MIROC-ESM,rcp26,2016,6,pr 50mm,Precipitation
MIROC-ESM,rcp26,2017,10,pr 50mm,Precipitation
MIROC-ESM,rcp26,2018,7,pr 50mm,Precipitation
MIROC-ESM,rcp26,2019,4,pr 50mm,Precipitation
MIROC-ESM,rcp26,2020,6,pr 50mm,Precipitation
MIROC-ESM,rcp26,2021,8,pr 50mm,Precipitation
MIROC-ESM,rcp26,2022,9,pr 50mm,Precipitation
MIROC-ESM,rcp26,2023,10,pr 50mm,Precipitation
MIROC-ESM,rcp26,2024,8,pr 50mm,Precipitation
MIROC-ESM,rcp26,2025,3,pr 50mm,Precipitation
MIROC-ESM,rcp26,2026,8,pr 50mm,Precipitation
MIROC-ESM,rcp26,2027,3,pr 50mm,Precipitation
MIROC-ESM,rcp26,2028,13,pr 50mm,Precipitation
MIROC-ESM,rcp26,2029,7,pr 50mm,Precipitation
MIROC-ESM,rcp26,2030,4,pr 50mm,Precipitation
MIROC-ESM,rcp26,2031,2,pr 50mm,Precipitation
MIROC-ESM,rcp26,2032,5,pr 50mm,Precipitation
MIROC-ESM,rcp26,2033,23,pr 50mm,Precipitation
MIROC-ESM,rcp26,2034,9,pr 50mm,Precipitation
MIROC-ESM,rcp26,2035,6,pr 50mm,Precipitation
MIROC-ESM,rcp26,2036,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2006,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2007,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2008,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2009,7,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2010,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2011,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2012,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2013,11,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2014,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2015,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2016,11,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2017,11,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2018,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2019,11,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2020,10,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2021,7,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2022,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2023,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2024,9,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2025,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2026,12,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2027,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2028,13,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2029,8,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2030,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2031,14,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2032,13,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2033,15,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2034,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2035,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp26,2036,12,pr 50mm,Precipitation
MIROC5,rcp26,2006,2,pr 50mm,Precipitation
MIROC5,rcp26,2007,4,pr 50mm,Precipitation
MIROC5,rcp26,2008,6,pr 50mm,Precipitation
MIROC5,rcp26,2009,9,pr 50mm,Precipitation
MIROC5,rcp26,2010,9,pr 50mm,Precipitation
MIROC5,rcp26,2011,15,pr 50mm,Precipitation
MIROC5,rcp26,2012,13,pr 50mm,Precipitation
MIROC5,rcp26,2013,11,pr 50mm,Precipitation
MIROC5,rcp26,2014,10,pr 50mm,Precipitation
MIROC5,rcp26,2015,5,pr 50mm,Precipitation
MIROC5,rcp26,2016,14,pr 50mm,Precipitation
MIROC5,rcp26,2017,15,pr 50mm,Precipitation
MIROC5,rcp26,2018,7,pr 50mm,Precipitation
MIROC5,rcp26,2019,10,pr 50mm,Precipitation
MIROC5,rcp26,2020,14,pr 50mm,Precipitation
MIROC5,rcp26,2021,5,pr 50mm,Precipitation
MIROC5,rcp26,2022,5,pr 50mm,Precipitation
MIROC5,rcp26,2023,10,pr 50mm,Precipitation
MIROC5,rcp26,2024,11,pr 50mm,Precipitation
MIROC5,rcp26,2025,11,pr 50mm,Precipitation
MIROC5,rcp26,2026,10,pr 50mm,Precipitation
MIROC5,rcp26,2027,5,pr 50mm,Precipitation
MIROC5,rcp26,2028,11,pr 50mm,Precipitation
MIROC5,rcp26,2029,11,pr 50mm,Precipitation
MIROC5,rcp26,2030,21,pr 50mm,Precipitation
MIROC5,rcp26,2031,5,pr 50mm,Precipitation
MIROC5,rcp26,2032,6,pr 50mm,Precipitation
MIROC5,rcp26,2033,7,pr 50mm,Precipitation
MIROC5,rcp26,2034,15,pr 50mm,Precipitation
MIROC5,rcp26,2035,8,pr 50mm,Precipitation
MIROC5,rcp26,2036,14,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2006,10,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2007,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2008,11,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2009,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2010,10,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2011,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2012,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2013,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2014,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2015,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2016,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2017,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2018,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2019,10,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2020,14,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2021,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2022,23,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2023,9,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2024,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2025,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2026,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2027,5,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2028,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2029,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2030,12,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2031,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2032,8,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2033,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2034,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2035,7,pr 50mm,Precipitation
MPI-ESM-LR,rcp26,2036,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2006,20,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2007,14,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2008,11,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2009,13,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2010,16,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2011,8,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2012,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2013,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2014,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2015,7,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2016,13,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2017,10,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2018,20,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2019,10,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2020,6,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2021,12,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2022,15,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2023,11,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2024,6,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2025,10,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2026,11,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2027,20,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2028,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2029,14,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2030,8,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2031,6,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2032,9,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2033,5,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2034,14,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2035,9,pr 50mm,Precipitation
MPI-ESM-MR,rcp26,2036,9,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2006,6,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2007,5,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2008,9,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2009,5,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2010,5,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2011,10,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2012,5,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2013,4,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2014,6,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2015,6,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2016,9,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2017,9,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2018,5,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2019,6,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2020,7,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2021,16,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2022,14,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2023,9,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2024,14,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2025,10,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2026,5,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2027,4,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2028,8,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2029,4,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2030,5,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2031,7,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2032,8,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2033,6,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2034,7,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2035,7,pr 50mm,Precipitation
MRI-CGCM3,rcp26,2036,8,pr 50mm,Precipitation
NorESM1-M,rcp26,2006,17,pr 50mm,Precipitation
NorESM1-M,rcp26,2007,13,pr 50mm,Precipitation
NorESM1-M,rcp26,2008,18,pr 50mm,Precipitation
NorESM1-M,rcp26,2009,12,pr 50mm,Precipitation
NorESM1-M,rcp26,2010,7,pr 50mm,Precipitation
NorESM1-M,rcp26,2011,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2012,10,pr 50mm,Precipitation
NorESM1-M,rcp26,2013,5,pr 50mm,Precipitation
NorESM1-M,rcp26,2014,5,pr 50mm,Precipitation
NorESM1-M,rcp26,2015,8,pr 50mm,Precipitation
NorESM1-M,rcp26,2016,4,pr 50mm,Precipitation
NorESM1-M,rcp26,2017,9,pr 50mm,Precipitation
NorESM1-M,rcp26,2018,9,pr 50mm,Precipitation
NorESM1-M,rcp26,2019,6,pr 50mm,Precipitation
NorESM1-M,rcp26,2020,14,pr 50mm,Precipitation
NorESM1-M,rcp26,2021,7,pr 50mm,Precipitation
NorESM1-M,rcp26,2022,8,pr 50mm,Precipitation
NorESM1-M,rcp26,2023,11,pr 50mm,Precipitation
NorESM1-M,rcp26,2024,20,pr 50mm,Precipitation
NorESM1-M,rcp26,2025,8,pr 50mm,Precipitation
NorESM1-M,rcp26,2026,6,pr 50mm,Precipitation
NorESM1-M,rcp26,2027,11,pr 50mm,Precipitation
NorESM1-M,rcp26,2028,5,pr 50mm,Precipitation
NorESM1-M,rcp26,2029,14,pr 50mm,Precipitation
NorESM1-M,rcp26,2030,10,pr 50mm,Precipitation
NorESM1-M,rcp26,2031,18,pr 50mm,Precipitation
NorESM1-M,rcp26,2032,13,pr 50mm,Precipitation
NorESM1-M,rcp26,2033,10,pr 50mm,Precipitation
NorESM1-M,rcp26,2034,23,pr 50mm,Precipitation
NorESM1-M,rcp26,2035,3,pr 50mm,Precipitation
NorESM1-M,rcp26,2036,10,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2006,6,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2007,11,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2008,18,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2009,8,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2010,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2011,9,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2012,7,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2013,7,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2014,10,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2015,7,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2016,9,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2017,5,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2018,13,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2019,7,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2020,5,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2021,13,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2022,13,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2023,4,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2024,8,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2025,8,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2026,6,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2027,9,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2028,5,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2029,11,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2030,10,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2031,9,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2032,8,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2033,3,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2034,2,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2035,8,pr 50mm,Precipitation
bcc-csm1-1,rcp26,2036,8,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2006,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2007,4,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2008,6,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2009,4,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2010,7,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2011,11,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2012,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2013,6,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2014,7,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2015,8,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2016,8,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2017,3,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2018,3,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2019,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2020,4,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2021,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2022,9,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2023,6,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2024,10,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2025,2,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2026,13,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2027,9,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2028,3,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2029,6,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2030,9,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2031,2,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2032,3,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2033,5,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2034,4,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2035,9,pr 50mm,Precipitation
bcc-csm1-1-m,rcp26,2036,5,pr 50mm,Precipitation
ACCESS1-0,rcp45,2006,12,pr 50mm,Precipitation
ACCESS1-0,rcp45,2007,11,pr 50mm,Precipitation
ACCESS1-0,rcp45,2008,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2009,14,pr 50mm,Precipitation
ACCESS1-0,rcp45,2010,12,pr 50mm,Precipitation
ACCESS1-0,rcp45,2011,7,pr 50mm,Precipitation
ACCESS1-0,rcp45,2012,8,pr 50mm,Precipitation
ACCESS1-0,rcp45,2013,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2014,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2015,10,pr 50mm,Precipitation
ACCESS1-0,rcp45,2016,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2017,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2018,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2019,8,pr 50mm,Precipitation
ACCESS1-0,rcp45,2020,8,pr 50mm,Precipitation
ACCESS1-0,rcp45,2021,7,pr 50mm,Precipitation
ACCESS1-0,rcp45,2022,10,pr 50mm,Precipitation
ACCESS1-0,rcp45,2023,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2024,9,pr 50mm,Precipitation
ACCESS1-0,rcp45,2025,5,pr 50mm,Precipitation
ACCESS1-0,rcp45,2026,16,pr 50mm,Precipitation
ACCESS1-0,rcp45,2027,12,pr 50mm,Precipitation
ACCESS1-0,rcp45,2028,7,pr 50mm,Precipitation
ACCESS1-0,rcp45,2029,4,pr 50mm,Precipitation
ACCESS1-0,rcp45,2030,7,pr 50mm,Precipitation
ACCESS1-0,rcp45,2031,11,pr 50mm,Precipitation
ACCESS1-0,rcp45,2032,15,pr 50mm,Precipitation
ACCESS1-0,rcp45,2033,6,pr 50mm,Precipitation
ACCESS1-0,rcp45,2034,7,pr 50mm,Precipitation
ACCESS1-0,rcp45,2035,12,pr 50mm,Precipitation
ACCESS1-0,rcp45,2036,13,pr 50mm,Precipitation
ACCESS1-3,rcp45,2006,5,pr 50mm,Precipitation
ACCESS1-3,rcp45,2007,5,pr 50mm,Precipitation
ACCESS1-3,rcp45,2008,5,pr 50mm,Precipitation
ACCESS1-3,rcp45,2009,7,pr 50mm,Precipitation
ACCESS1-3,rcp45,2010,10,pr 50mm,Precipitation
ACCESS1-3,rcp45,2011,13,pr 50mm,Precipitation
ACCESS1-3,rcp45,2012,8,pr 50mm,Precipitation
ACCESS1-3,rcp45,2013,12,pr 50mm,Precipitation
ACCESS1-3,rcp45,2014,8,pr 50mm,Precipitation
ACCESS1-3,rcp45,2015,9,pr 50mm,Precipitation
ACCESS1-3,rcp45,2016,7,pr 50mm,Precipitation
ACCESS1-3,rcp45,2017,6,pr 50mm,Precipitation
ACCESS1-3,rcp45,2018,2,pr 50mm,Precipitation
ACCESS1-3,rcp45,2019,12,pr 50mm,Precipitation
ACCESS1-3,rcp45,2020,7,pr 50mm,Precipitation
ACCESS1-3,rcp45,2021,11,pr 50mm,Precipitation
ACCESS1-3,rcp45,2022,10,pr 50mm,Precipitation
ACCESS1-3,rcp45,2023,13,pr 50mm,Precipitation
ACCESS1-3,rcp45,2024,8,pr 50mm,Precipitation
ACCESS1-3,rcp45,2025,5,pr 50mm,Precipitation
ACCESS1-3,rcp45,2026,7,pr 50mm,Precipitation
ACCESS1-3,rcp45,2027,12,pr 50mm,Precipitation
ACCESS1-3,rcp45,2028,14,pr 50mm,Precipitation
ACCESS1-3,rcp45,2029,7,pr 50mm,Precipitation
ACCESS1-3,rcp45,2030,8,pr 50mm,Precipitation
ACCESS1-3,rcp45,2031,9,pr 50mm,Precipitation
