model,scenario,year,count,interval_name,variable
bcc-csm1-1-m,rcp85,2034,49,Tmax 26–29°C,tmax
bcc-csm1-1-m,rcp85,2035,53,Tmax 26–29°C,tmax
bcc-csm1-1-m,rcp85,2036,57,Tmax 26–29°C,tmax
inmcm4,rcp85,2006,60,Tmax 26–29°C,tmax
inmcm4,rcp85,2007,60,Tmax 26–29°C,tmax
inmcm4,rcp85,2008,58,Tmax 26–29°C,tmax
inmcm4,rcp85,2009,58,Tmax 26–29°C,tmax
inmcm4,rcp85,2010,62,Tmax 26–29°C,tmax
inmcm4,rcp85,2011,60,Tmax 26–29°C,tmax
inmcm4,rcp85,2012,46,Tmax 26–29°C,tmax
inmcm4,rcp85,2013,53,Tmax 26–29°C,tmax
inmcm4,rcp85,2014,49,Tmax 26–29°C,tmax
inmcm4,rcp85,2015,49,Tmax 26–29°C,tmax
inmcm4,rcp85,2016,45,Tmax 26–29°C,tmax
inmcm4,rcp85,2017,68,Tmax 26–29°C,tmax
inmcm4,rcp85,2018,61,Tmax 26–29°C,tmax
inmcm4,rcp85,2019,66,Tmax 26–29°C,tmax
inmcm4,rcp85,2020,50,Tmax 26–29°C,tmax
inmcm4,rcp85,2021,65,Tmax 26–29°C,tmax
inmcm4,rcp85,2022,64,Tmax 26–29°C,tmax
inmcm4,rcp85,2023,42,Tmax 26–29°C,tmax
inmcm4,rcp85,2024,59,Tmax 26–29°C,tmax
inmcm4,rcp85,2025,71,Tmax 26–29°C,tmax
inmcm4,rcp85,2026,41,Tmax 26–29°C,tmax
inmcm4,rcp85,2027,69,Tmax 26–29°C,tmax
inmcm4,rcp85,2028,46,Tmax 26–29°C,tmax
inmcm4,rcp85,2029,51,Tmax 26–29°C,tmax
inmcm4,rcp85,2030,63,Tmax 26–29°C,tmax
inmcm4,rcp85,2031,55,Tmax 26–29°C,tmax
inmcm4,rcp85,2032,56,Tmax 26–29°C,tmax
inmcm4,rcp85,2033,49,Tmax 26–29°C,tmax
inmcm4,rcp85,2034,63,Tmax 26–29°C,tmax
inmcm4,rcp85,2035,47,Tmax 26–29°C,tmax
inmcm4,rcp85,2036,45,Tmax 26–29°C,tmax
ACCESS1-0,historical,2000,127,Tmean 28–31°C,tmean
ACCESS1-0,historical,2001,92,Tmean 28–31°C,tmean
ACCESS1-0,historical,2002,97,Tmean 28–31°C,tmean
ACCESS1-0,historical,2003,75,Tmean 28–31°C,tmean
ACCESS1-0,historical,2004,85,Tmean 28–31°C,tmean
ACCESS1-0,historical,2005,91,Tmean 28–31°C,tmean
ACCESS1-3,historical,2000,52,Tmean 28–31°C,tmean
ACCESS1-3,historical,2001,79,Tmean 28–31°C,tmean
ACCESS1-3,historical,2002,89,Tmean 28–31°C,tmean
ACCESS1-3,historical,2003,56,Tmean 28–31°C,tmean
ACCESS1-3,historical,2004,67,Tmean 28–31°C,tmean
ACCESS1-3,historical,2005,119,Tmean 28–31°C,tmean
BNU-ESM,historical,2000,96,Tmean 28–31°C,tmean
BNU-ESM,historical,2001,81,Tmean 28–31°C,tmean
BNU-ESM,historical,2002,91,Tmean 28–31°C,tmean
BNU-ESM,historical,2003,84,Tmean 28–31°C,tmean
BNU-ESM,historical,2004,117,Tmean 28–31°C,tmean
BNU-ESM,historical,2005,91,Tmean 28–31°C,tmean
CCSM4,historical,2000,102,Tmean 28–31°C,tmean
CCSM4,historical,2001,92,Tmean 28–31°C,tmean
CCSM4,historical,2002,81,Tmean 28–31°C,tmean
CCSM4,historical,2003,109,Tmean 28–31°C,tmean
CCSM4,historical,2004,77,Tmean 28–31°C,tmean
CCSM4,historical,2005,100,Tmean 28–31°C,tmean
CESM1-BGC,historical,2000,97,Tmean 28–31°C,tmean
CESM1-BGC,historical,2001,82,Tmean 28–31°C,tmean
CESM1-BGC,historical,2002,106,Tmean 28–31°C,tmean
CESM1-BGC,historical,2003,109,Tmean 28–31°C,tmean
CESM1-BGC,historical,2004,80,Tmean 28–31°C,tmean
CESM1-BGC,historical,2005,93,Tmean 28–31°C,tmean
CESM1-CAM5,historical,2000,104,Tmean 28–31°C,tmean
CESM1-CAM5,historical,2001,87,Tmean 28–31°C,tmean
CESM1-CAM5,historical,2002,96,Tmean 28–31°C,tmean
CESM1-CAM5,historical,2003,70,Tmean 28–31°C,tmean
CESM1-CAM5,historical,2004,115,Tmean 28–31°C,tmean
CESM1-CAM5,historical,2005,43,Tmean 28–31°C,tmean
CMCC-CESM,historical,2000,86,Tmean 28–31°C,tmean
CMCC-CESM,historical,2001,104,Tmean 28–31°C,tmean
CMCC-CESM,historical,2002,93,Tmean 28–31°C,tmean
CMCC-CESM,historical,2003,95,Tmean 28–31°C,tmean
CMCC-CESM,historical,2004,79,Tmean 28–31°C,tmean
CMCC-CESM,historical,2005,73,Tmean 28–31°C,tmean
CMCC-CM,historical,2000,90,Tmean 28–31°C,tmean
CMCC-CM,historical,2001,80,Tmean 28–31°C,tmean
CMCC-CM,historical,2002,87,Tmean 28–31°C,tmean
CMCC-CM,historical,2003,74,Tmean 28–31°C,tmean
CMCC-CM,historical,2004,76,Tmean 28–31°C,tmean
CMCC-CM,historical,2005,99,Tmean 28–31°C,tmean
CMCC-CMS,historical,2000,103,Tmean 28–31°C,tmean
CMCC-CMS,historical,2001,85,Tmean 28–31°C,tmean
CMCC-CMS,historical,2002,136,Tmean 28–31°C,tmean
CMCC-CMS,historical,2003,83,Tmean 28–31°C,tmean
CMCC-CMS,historical,2004,100,Tmean 28–31°C,tmean
CMCC-CMS,historical,2005,118,Tmean 28–31°C,tmean
CNRM-CM5,historical,2000,81,Tmean 28–31°C,tmean
CNRM-CM5,historical,2001,119,Tmean 28–31°C,tmean
CNRM-CM5,historical,2002,92,Tmean 28–31°C,tmean
CNRM-CM5,historical,2003,79,Tmean 28–31°C,tmean
CNRM-CM5,historical,2004,106,Tmean 28–31°C,tmean
CNRM-CM5,historical,2005,85,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,historical,2000,88,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,historical,2001,88,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,historical,2002,89,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,historical,2003,102,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,historical,2004,82,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,historical,2005,63,Tmean 28–31°C,tmean
CanESM2,historical,2000,94,Tmean 28–31°C,tmean
CanESM2,historical,2001,103,Tmean 28–31°C,tmean
CanESM2,historical,2002,105,Tmean 28–31°C,tmean
CanESM2,historical,2003,115,Tmean 28–31°C,tmean
CanESM2,historical,2004,117,Tmean 28–31°C,tmean
CanESM2,historical,2005,63,Tmean 28–31°C,tmean
EC-EARTH,historical,2000,124,Tmean 28–31°C,tmean
EC-EARTH,historical,2001,98,Tmean 28–31°C,tmean
EC-EARTH,historical,2002,103,Tmean 28–31°C,tmean
EC-EARTH,historical,2003,91,Tmean 28–31°C,tmean
EC-EARTH,historical,2004,100,Tmean 28–31°C,tmean
EC-EARTH,historical,2005,113,Tmean 28–31°C,tmean
FGOALS-g2,historical,2000,99,Tmean 28–31°C,tmean
FGOALS-g2,historical,2001,88,Tmean 28–31°C,tmean
FGOALS-g2,historical,2002,110,Tmean 28–31°C,tmean
FGOALS-g2,historical,2003,78,Tmean 28–31°C,tmean
FGOALS-g2,historical,2004,63,Tmean 28–31°C,tmean
FGOALS-g2,historical,2005,99,Tmean 28–31°C,tmean
GFDL-CM3,historical,2000,90,Tmean 28–31°C,tmean
GFDL-CM3,historical,2001,102,Tmean 28–31°C,tmean
GFDL-CM3,historical,2002,86,Tmean 28–31°C,tmean
GFDL-CM3,historical,2003,108,Tmean 28–31°C,tmean
GFDL-CM3,historical,2004,90,Tmean 28–31°C,tmean
GFDL-CM3,historical,2005,75,Tmean 28–31°C,tmean
GFDL-ESM2G,historical,2000,98,Tmean 28–31°C,tmean
GFDL-ESM2G,historical,2001,83,Tmean 28–31°C,tmean
GFDL-ESM2G,historical,2002,65,Tmean 28–31°C,tmean
GFDL-ESM2G,historical,2003,110,Tmean 28–31°C,tmean
GFDL-ESM2G,historical,2004,92,Tmean 28–31°C,tmean
GFDL-ESM2G,historical,2005,82,Tmean 28–31°C,tmean
GFDL-ESM2M,historical,2000,72,Tmean 28–31°C,tmean
GFDL-ESM2M,historical,2001,80,Tmean 28–31°C,tmean
GFDL-ESM2M,historical,2002,63,Tmean 28–31°C,tmean
GFDL-ESM2M,historical,2003,84,Tmean 28–31°C,tmean
GFDL-ESM2M,historical,2004,112,Tmean 28–31°C,tmean
GFDL-ESM2M,historical,2005,82,Tmean 28–31°C,tmean
IPSL-CM5A-LR,historical,2000,85,Tmean 28–31°C,tmean
IPSL-CM5A-LR,historical,2001,110,Tmean 28–31°C,tmean
IPSL-CM5A-LR,historical,2002,97,Tmean 28–31°C,tmean
IPSL-CM5A-LR,historical,2003,90,Tmean 28–31°C,tmean
IPSL-CM5A-LR,historical,2004,65,Tmean 28–31°C,tmean
IPSL-CM5A-LR,historical,2005,100,Tmean 28–31°C,tmean
IPSL-CM5A-MR,historical,2000,88,Tmean 28–31°C,tmean
IPSL-CM5A-MR,historical,2001,94,Tmean 28–31°C,tmean
IPSL-CM5A-MR,historical,2002,108,Tmean 28–31°C,tmean
IPSL-CM5A-MR,historical,2003,97,Tmean 28–31°C,tmean
IPSL-CM5A-MR,historical,2004,80,Tmean 28–31°C,tmean
IPSL-CM5A-MR,historical,2005,74,Tmean 28–31°C,tmean
IPSL-CM5B-LR,historical,2000,94,Tmean 28–31°C,tmean
IPSL-CM5B-LR,historical,2001,105,Tmean 28–31°C,tmean
IPSL-CM5B-LR,historical,2002,94,Tmean 28–31°C,tmean
IPSL-CM5B-LR,historical,2003,88,Tmean 28–31°C,tmean
IPSL-CM5B-LR,historical,2004,81,Tmean 28–31°C,tmean
IPSL-CM5B-LR,historical,2005,96,Tmean 28–31°C,tmean
MIROC-ESM,historical,2000,106,Tmean 28–31°C,tmean
MIROC-ESM,historical,2001,108,Tmean 28–31°C,tmean
MIROC-ESM,historical,2002,95,Tmean 28–31°C,tmean
MIROC-ESM,historical,2003,80,Tmean 28–31°C,tmean
MIROC-ESM,historical,2004,95,Tmean 28–31°C,tmean
MIROC-ESM,historical,2005,105,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,historical,2000,61,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,historical,2001,85,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,historical,2002,103,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,historical,2003,88,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,historical,2004,68,Tmean 28–31°C,tmean
MIROC-ESM-CHEM,historical,2005,83,Tmean 28–31°C,tmean
MIROC5,historical,2000,84,Tmean 28–31°C,tmean
MIROC5,historical,2001,83,Tmean 28–31°C,tmean
MIROC5,historical,2002,84,Tmean 28–31°C,tmean
MIROC5,historical,2003,76,Tmean 28–31°C,tmean
MIROC5,historical,2004,121,Tmean 28–31°C,tmean
MIROC5,historical,2005,102,Tmean 28–31°C,tmean
MPI-ESM-LR,historical,2000,116,Tmean 28–31°C,tmean
MPI-ESM-LR,historical,2001,72,Tmean 28–31°C,tmean
MPI-ESM-LR,historical,2002,93,Tmean 28–31°C,tmean
MPI-ESM-LR,historical,2003,101,Tmean 28–31°C,tmean
MPI-ESM-LR,historical,2004,118,Tmean 28–31°C,tmean
MPI-ESM-LR,historical,2005,72,Tmean 28–31°C,tmean
MPI-ESM-MR,historical,2000,106,Tmean 28–31°C,tmean
MPI-ESM-MR,historical,2001,100,Tmean 28–31°C,tmean
MPI-ESM-MR,historical,2002,106,Tmean 28–31°C,tmean
MPI-ESM-MR,historical,2003,116,Tmean 28–31°C,tmean
MPI-ESM-MR,historical,2004,84,Tmean 28–31°C,tmean
MPI-ESM-MR,historical,2005,112,Tmean 28–31°C,tmean
MRI-CGCM3,historical,2000,78,Tmean 28–31°C,tmean
MRI-CGCM3,historical,2001,103,Tmean 28–31°C,tmean
MRI-CGCM3,historical,2002,63,Tmean 28–31°C,tmean
MRI-CGCM3,historical,2003,92,Tmean 28–31°C,tmean
MRI-CGCM3,historical,2004,93,Tmean 28–31°C,tmean
MRI-CGCM3,historical,2005,83,Tmean 28–31°C,tmean
MRI-ESM1,historical,2000,85,Tmean 28–31°C,tmean
MRI-ESM1,historical,2001,84,Tmean 28–31°C,tmean
MRI-ESM1,historical,2002,102,Tmean 28–31°C,tmean
MRI-ESM1,historical,2003,82,Tmean 28–31°C,tmean
MRI-ESM1,historical,2004,82,Tmean 28–31°C,tmean
MRI-ESM1,historical,2005,88,Tmean 28–31°C,tmean
NorESM1-M,historical,2000,98,Tmean 28–31°C,tmean
NorESM1-M,historical,2001,99,Tmean 28–31°C,tmean
NorESM1-M,historical,2002,81,Tmean 28–31°C,tmean
NorESM1-M,historical,2003,110,Tmean 28–31°C,tmean
NorESM1-M,historical,2004,98,Tmean 28–31°C,tmean
NorESM1-M,historical,2005,104,Tmean 28–31°C,tmean
bcc-csm1-1,historical,2000,113,Tmean 28–31°C,tmean
bcc-csm1-1,historical,2001,85,Tmean 28–31°C,tmean
bcc-csm1-1,historical,2002,90,Tmean 28–31°C,tmean
bcc-csm1-1,historical,2003,76,Tmean 28–31°C,tmean
bcc-csm1-1,historical,2004,104,Tmean 28–31°C,tmean
bcc-csm1-1,historical,2005,68,Tmean 28–31°C,tmean
bcc-csm1-1-m,historical,2000,93,Tmean 28–31°C,tmean
bcc-csm1-1-m,historical,2001,83,Tmean 28–31°C,tmean
bcc-csm1-1-m,historical,2002,73,Tmean 28–31°C,tmean
bcc-csm1-1-m,historical,2003,95,Tmean 28–31°C,tmean
bcc-csm1-1-m,historical,2004,101,Tmean 28–31°C,tmean
bcc-csm1-1-m,historical,2005,88,Tmean 28–31°C,tmean
inmcm4,historical,2000,71,Tmean 28–31°C,tmean
inmcm4,historical,2001,75,Tmean 28–31°C,tmean
inmcm4,historical,2002,85,Tmean 28–31°C,tmean
inmcm4,historical,2003,91,Tmean 28–31°C,tmean
inmcm4,historical,2004,83,Tmean 28–31°C,tmean
inmcm4,historical,2005,95,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2006,84,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2007,82,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2008,113,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2009,81,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2010,97,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2011,107,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2012,83,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2013,60,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2014,99,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2015,107,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2016,71,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2017,114,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2018,106,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2019,97,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2020,98,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2021,96,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2022,88,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2023,81,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2024,80,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2025,73,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2026,83,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2027,101,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2028,118,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2029,103,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2030,96,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2031,102,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2032,71,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2033,46,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2034,71,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2035,96,Tmean 28–31°C,tmean
BNU-ESM,rcp26,2036,75,Tmean 28–31°C,tmean
CCSM4,rcp26,2006,100,Tmean 28–31°C,tmean
CCSM4,rcp26,2007,108,Tmean 28–31°C,tmean
CCSM4,rcp26,2008,100,Tmean 28–31°C,tmean
CCSM4,rcp26,2009,72,Tmean 28–31°C,tmean
CCSM4,rcp26,2010,103,Tmean 28–31°C,tmean
CCSM4,rcp26,2011,98,Tmean 28–31°C,tmean
CCSM4,rcp26,2012,96,Tmean 28–31°C,tmean
CCSM4,rcp26,2013,92,Tmean 28–31°C,tmean
CCSM4,rcp26,2014,76,Tmean 28–31°C,tmean
CCSM4,rcp26,2015,81,Tmean 28–31°C,tmean
CCSM4,rcp26,2016,118,Tmean 28–31°C,tmean
CCSM4,rcp26,2017,103,Tmean 28–31°C,tmean
CCSM4,rcp26,2018,58,Tmean 28–31°C,tmean
CCSM4,rcp26,2019,120,Tmean 28–31°C,tmean
CCSM4,rcp26,2020,116,Tmean 28–31°C,tmean
CCSM4,rcp26,2021,94,Tmean 28–31°C,tmean
CCSM4,rcp26,2022,124,Tmean 28–31°C,tmean
CCSM4,rcp26,2023,127,Tmean 28–31°C,tmean
CCSM4,rcp26,2024,91,Tmean 28–31°C,tmean
CCSM4,rcp26,2025,112,Tmean 28–31°C,tmean
CCSM4,rcp26,2026,108,Tmean 28–31°C,tmean
CCSM4,rcp26,2027,127,Tmean 28–31°C,tmean
CCSM4,rcp26,2028,100,Tmean 28–31°C,tmean
CCSM4,rcp26,2029,103,Tmean 28–31°C,tmean
CCSM4,rcp26,2030,105,Tmean 28–31°C,tmean
CCSM4,rcp26,2031,142,Tmean 28–31°C,tmean
CCSM4,rcp26,2032,112,Tmean 28–31°C,tmean
CCSM4,rcp26,2033,107,Tmean 28–31°C,tmean
CCSM4,rcp26,2034,70,Tmean 28–31°C,tmean
CCSM4,rcp26,2035,134,Tmean 28–31°C,tmean
CCSM4,rcp26,2036,67,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2006,66,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2007,96,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2008,87,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2009,89,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2010,89,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2011,84,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2012,76,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2013,66,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2014,83,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2015,58,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2016,81,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2017,95,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2018,75,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2019,95,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2020,93,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2021,100,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2022,88,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2023,96,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2024,80,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2025,106,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2026,106,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2027,85,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2028,71,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2029,68,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2030,74,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2031,89,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2032,98,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2033,72,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2034,104,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2035,90,Tmean 28–31°C,tmean
CESM1-CAM5,rcp26,2036,104,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2006,80,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2007,95,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2008,77,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2009,82,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2010,88,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2011,75,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2012,77,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2013,96,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2014,70,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2015,78,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2016,118,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2017,99,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2018,74,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2019,97,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2020,93,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2021,72,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2022,108,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2023,97,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2024,73,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2025,76,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2026,55,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2027,66,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2028,84,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2029,82,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2030,103,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2031,96,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2032,89,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2033,98,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2034,94,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2035,73,Tmean 28–31°C,tmean
CNRM-CM5,rcp26,2036,112,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2006,50,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2007,104,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2008,69,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2009,54,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2010,53,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2011,88,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2012,86,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2013,74,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2014,58,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2015,60,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2016,97,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2017,89,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2018,82,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2019,98,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2020,67,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2021,41,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2022,102,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2023,70,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2024,72,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2025,127,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2026,58,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2027,70,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2028,55,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2029,57,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2030,63,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2031,77,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2032,52,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2033,83,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2034,65,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2035,56,Tmean 28–31°C,tmean
CSIRO-Mk3-6-0,rcp26,2036,65,Tmean 28–31°C,tmean
CanESM2,rcp26,2006,127,Tmean 28–31°C,tmean
CanESM2,rcp26,2007,106,Tmean 28–31°C,tmean
CanESM2,rcp26,2008,91,Tmean 28–31°C,tmean
CanESM2,rcp26,2009,115,Tmean 28–31°C,tmean
CanESM2,rcp26,2010,79,Tmean 28–31°C,tmean
CanESM2,rcp26,2011,105,Tmean 28–31°C,tmean
CanESM2,rcp26,2012,118,Tmean 28–31°C,tmean
CanESM2,rcp26,2013,133,Tmean 28–31°C,tmean
CanESM2,rcp26,2014,89,Tmean 28–31°C,tmean
CanESM2,rcp26,2015,105,Tmean 28–31°C,tmean
CanESM2,rcp26,2016,107,Tmean 28–31°C,tmean
CanESM2,rcp26,2017,98,Tmean 28–31°C,tmean
CanESM2,rcp26,2018,98,Tmean 28–31°C,tmean
CanESM2,rcp26,2019,146,Tmean 28–31°C,tmean
CanESM2,rcp26,2020,116,Tmean 28–31°C,tmean
CanESM2,rcp26,2021,107,Tmean 28–31°C,tmean
CanESM2,rcp26,2022,81,Tmean 28–31°C,tmean
CanESM2,rcp26,2023,88,Tmean 28–31°C,tmean
CanESM2,rcp26,2024,107,Tmean 28–31°C,tmean
CanESM2,rcp26,2025,95,Tmean 28–31°C,tmean
CanESM2,rcp26,2026,114,Tmean 28–31°C,tmean
CanESM2,rcp26,2027,125,Tmean 28–31°C,tmean
CanESM2,rcp26,2028,76,Tmean 28–31°C,tmean
CanESM2,rcp26,2029,108,Tmean 28–31°C,tmean
CanESM2,rcp26,2030,89,Tmean 28–31°C,tmean
CanESM2,rcp26,2031,124,Tmean 28–31°C,tmean
CanESM2,rcp26,2032,124,Tmean 28–31°C,tmean
CanESM2,rcp26,2033,94,Tmean 28–31°C,tmean
CanESM2,rcp26,2034,122,Tmean 28–31°C,tmean
CanESM2,rcp26,2035,95,Tmean 28–31°C,tmean
CanESM2,rcp26,2036,82,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2006,75,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2007,87,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2008,96,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2009,92,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2010,93,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2011,84,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2012,94,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2013,122,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2014,98,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2015,109,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2016,100,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2017,86,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2018,78,Tmean 28–31°C,tmean
FGOALS-g2,rcp26,2019,68,Tmean 28–31°C,tmean
