organism,scenario,month,baseline_monthly_dd,baseline_monthly_generation,slope_dd_per_year,slope_generation_per_year,relative_dd_trend_percent_per_year,relative_generation_trend_percent_per_year,total_dd_relative_change_percent,total_generation_relative_change_percent
Aedes aegypti,rcp26,1,,,0.41913471984825246,0.002619591999051576,,,,
Aedes aegypti,rcp26,2,,,1.235092995610156,0.007719331222563479,,,,
Aedes aegypti,rcp26,3,,,0.7817624432000619,0.0048860152700003975,,,,
Aedes aegypti,rcp26,4,,,0.8564323226153364,0.005352702016345846,,,,
Aedes aegypti,rcp26,5,,,0.9590483673116117,0.00599405229569757,,,,
Aedes aegypti,rcp26,6,,,0.9923485846788549,0.006202178654242839,,,,
Aedes aegypti,rcp26,7,,,0.8811151908333881,0.005506969942708632,,,,
Aedes aegypti,rcp26,8,,,0.749920769337756,0.004687004808360964,,,,
Aedes aegypti,rcp26,9,,,1.0059199358381667,0.006286999598988539,,,,
Aedes aegypti,rcp26,10,,,1.1349160736233483,0.007093225460145931,,,,
Aedes aegypti,rcp26,11,,,0.5837720857897826,0.0036485755361861326,,,,
Aedes aegypti,rcp26,12,,,0.742336629603765,0.004639603935023557,,,,
Aedes aegypti,rcp45,1,,,0.7890030676429745,0.004931269172768582,,,,
Aedes aegypti,rcp45,2,,,0.591031936412424,0.0036939496025776603,,,,
Aedes aegypti,rcp45,3,,,0.9433002694193211,0.0058956266838707605,,,,
Aedes aegypti,rcp45,4,,,0.8602879509172757,0.0053767996932329604,,,,
Aedes aegypti,rcp45,5,,,1.1158505846230207,0.006974066153893878,,,,
Aedes aegypti,rcp45,6,,,0.8582098060983021,0.0053638112881143375,,,,
Aedes aegypti,rcp45,7,,,0.930183839670637,0.005813648997941494,,,,
Aedes aegypti,rcp45,8,,,0.9738111962215595,0.0060863199763847705,,,,
Aedes aegypti,rcp45,9,,,0.8393510044568896,0.005245943777855544,,,,
Aedes aegypti,rcp45,10,,,1.1487760217449134,0.007179850135905718,,,,
Aedes aegypti,rcp45,11,,,0.7651760495017997,0.004782350309386249,,,,
Aedes aegypti,rcp45,12,,,0.7400831981808316,0.004625519988630199,,,,
Aedes aegypti,rcp60,1,,,0.680265009796769,0.004251656311229804,,,,
Aedes aegypti,rcp60,2,,,0.39497415539529385,0.0024685884712205945,,,,
Aedes aegypti,rcp60,3,,,1.0971560828854405,0.006857225518034003,,,,
Aedes aegypti,rcp60,4,,,0.6084851973683084,0.0038030324835519186,,,,
Aedes aegypti,rcp60,5,,,0.7312610835046097,0.0045703817719038205,,,,
Aedes aegypti,rcp60,6,,,0.5322773511508887,0.0033267334446930416,,,,
Aedes aegypti,rcp60,7,,,0.36606921186409647,0.0022879325741505855,,,,
Aedes aegypti,rcp60,8,,,0.5397784257951673,0.0033736151612197944,,,,
