organism,scenario,month,baseline_monthly_dd,baseline_monthly_generation,slope_dd_per_year,slope_generation_per_year,relative_dd_trend_percent_per_year,relative_generation_trend_percent_per_year,total_dd_relative_change_percent,total_generation_relative_change_percent
Aedes aegypti,rcp26,1,159.7844590177303,0.9986528688608144,0.7517422460101892,0.004698389037563677,0.4704726921701271,0.4704726921701266,15.996071533784276,15.996071533784312
Aedes aegypti,rcp26,2,187.83505859636824,1.1739691162273014,0.872233904607541,0.0054514619037971295,0.46436161125908443,0.4643616112590844,15.788294782808787,15.788294782808848
Aedes aegypti,rcp26,3,223.94391705341442,1.39964948158384,1.0386959303834375,0.00649184956489649,0.46381966701765376,0.46381966701765415,15.769868678600307,15.769868678600258
Aedes aegypti,rcp26,4,361.0930342101973,2.256831463813733,0.9032242236315726,0.0056451513976973275,0.2501361527527538,0.2501361527527538,8.504629193593596,8.504629193593644
Aedes aegypti,rcp26,5,482.43745250783667,3.015234078173979,1.0259665742934132,0.00641229108933382,0.2126631274085727,0.21266312740857232,7.2305463318914756,7.23054633189143
Aedes aegypti,rcp26,6,514.2093016210556,3.2138081351315977,1.0848517807253082,0.006780323629533175,0.21097474847407274,0.21097474847407272,7.173141448118442,7.173141448118464
Aedes aegypti,rcp26,7,589.6925565264446,3.685578478290279,0.9340129074555108,0.005837580671596926,0.15838980789536644,0.158389807895366,5.385253468442474,5.385253468442454
Aedes aegypti,rcp26,8,576.3692423059115,3.6023077644119468,0.9610906029164237,0.006006816268227639,0.16674911365348655,0.1667491136534863,5.669469864218576,5.669469864218516
Aedes aegypti,rcp26,9,521.5856307687641,3.2599101923047757,1.2347485781393421,0.007717178613370907,0.236729791869352,0.23672979186935258,8.048812923558048,8.048812923557971
Aedes aegypti,rcp26,10,404.38335148813997,2.527395946800875,1.218398541512951,0.007614990884455953,0.3012978988945061,0.3012978988945064,10.244128562413204,10.244128562413175
Aedes aegypti,rcp26,11,364.2946886877299,2.2768418042983116,1.0211274830403128,0.006382046769001969,0.28030259972184607,0.2803025997218467,9.530288390542822,9.53028839054279
Aedes aegypti,rcp26,12,232.56118559176895,1.4535074099485557,1.0880854064250072,0.006800533790156288,0.4678705965728091,0.4678705965728087,15.907600283475398,15.907600283475572
Aedes aegypti,rcp45,1,159.7844590177303,0.9986528688608144,0.8792470123493239,0.005495293827183282,0.5502706694721539,0.5502706694721546,18.70920276205337,18.709202762053334
Aedes aegypti,rcp45,2,187.83505859636824,1.1739691162273014,0.6215183133721293,0.003884489458575809,0.330885148926158,0.33088514892615817,11.250095063489347,11.250095063489423
Aedes aegypti,rcp45,3,223.94391705341442,1.39964948158384,0.8279821995517259,0.005174888747198296,0.36972747929305805,0.36972747929305877,12.570734295964048,12.570734295964051
Aedes aegypti,rcp45,4,361.0930342101973,2.256831463813733,1.0409970586210218,0.006506231616381384,0.2882905401091296,0.2882905401091295,9.801878363710395,9.801878363710427
Aedes aegypti,rcp45,5,482.43745250783667,3.015234078173979,1.1095982655952152,0.0069349891599700874,0.22999836762822454,0.22999836762822426,7.819944499359685,7.819944499359638
Aedes aegypti,rcp45,6,514.2093016210556,3.2138081351315977,0.8045418855153407,0.005028386784470878,0.15646194710578076,0.15646194710578074,5.319706201596571,5.319706201596515
Aedes aegypti,rcp45,7,589.6925565264446,3.685578478290279,0.8704971516927091,0.0054406071980794375,0.14761881289808546,0.1476188128980856,5.019039638534905,5.019039638534905
Aedes aegypti,rcp45,8,576.3692423059115,3.6023077644119468,0.9771144915970498,0.0061069655724815845,0.16952925657307027,0.1695292565730709,5.763994723484383,5.763994723484403
Aedes aegypti,rcp45,9,521.5856307687641,3.2599101923047757,0.8353799471828564,0.005221124669892851,0.1601616106547244,0.16016161065472437,5.445494762260657,5.445494762260656
Aedes aegypti,rcp45,10,404.38335148813997,2.527395946800875,1.1277250190446262,0.0070482813690289055,0.27887523432766764,0.2788752343276673,9.481757967140647,9.481757967140675
Aedes aegypti,rcp45,11,364.2946886877299,2.2768418042983116,0.6701919915401395,0.004188699947125866,0.18396973998010221,0.18396973998010197,6.2549711593234525,6.2549711593234525
Aedes aegypti,rcp45,12,232.56118559176895,1.4535074099485557,0.8532876765978133,0.005333047978736325,0.3669088951479846,0.3669088951479841,12.4749024350315,12.474902435031455
Aedes aegypti,rcp60,1,159.7844590177303,0.9986528688608144,0.3908933493491171,0.0024430834334319786,0.2446379026797231,0.2446379026797228,8.317688691110611,8.317688691110577
Aedes aegypti,rcp60,2,187.83505859636824,1.1739691162273014,0.40645908192240393,0.0025403692620150227,0.21639148993789745,0.2163914899378973,7.35731065788853,7.357310657888455
Aedes aegypti,rcp60,3,223.94391705341442,1.39964948158384,0.5505710171674592,0.0034410688572966137,0.24585218674912196,0.24585218674912152,8.358974349470143,8.358974349470156
Aedes aegypti,rcp60,4,361.0930342101973,2.256831463813733,0.3688021076642496,0.0023050131729015614,0.10213492721367888,0.10213492721367896,3.472587525265091,3.4725875252650757
Aedes aegypti,rcp60,5,482.43745250783667,3.015234078173979,0.6873727308612892,0.004296079567883085,0.1424791394797699,0.1424791394797708,4.844290742312189,4.844290742312201
Aedes aegypti,rcp60,6,514.2093016210556,3.2138081351315977,0.5081539378641929,0.003175962111651225,0.09882239318935442,0.09882239318935501,3.359961368438043,3.3599613684380483
Aedes aegypti,rcp60,7,589.6925565264446,3.685578478290279,0.4034065633733609,0.0025212910210835114,0.06840964141545344,0.0684096414154536,2.325927808125433,2.3259278081254138
Aedes aegypti,rcp60,8,576.3692423059115,3.6023077644119468,0.5166327360365346,0.0032289546002283484,0.08963572274773272,0.08963572274773292,3.0476145734229036,3.0476145734229334
Aedes aegypti,rcp60,9,521.5856307687641,3.2599101923047757,0.3088895866114203,0.001930559916321389,0.059221260784379455,0.05922126078437982,2.0135228666689113,2.0135228666689113
Aedes aegypti,rcp60,10,404.38335148813997,2.527395946800875,0.6719194897110715,0.004199496810694192,0.16615903875329993,0.1661590387532997,5.649407317612198,5.64940731761217
Aedes aegypti,rcp60,11,364.2946886877299,2.2768418042983116,0.25748806626319626,0.0016093004141449817,0.07068125730592595,0.07068125730592617,2.4031627484014795,2.4031627484014915
Aedes aegypti,rcp60,12,232.56118559176895,1.4535074099485557,0.22532415574397816,0.001408275973399861,0.0968881179250202,0.09688811792502004,3.294196009450686,3.2941960094506686
Aedes aegypti,rcp85,1,159.7844590177303,0.9986528688608144,0.9409268200207987,0.005880792625129991,0.5888725510635485,0.5888725510635485,20.021666736160753,20.021666736160647
Aedes aegypti,rcp85,2,187.83505859636824,1.1739691162273014,0.48656895194708594,0.003041055949669281,0.25904054098476675,0.25904054098476625,8.807378393482072,8.80737839348206
Aedes aegypti,rcp85,3,223.94391705341442,1.39964948158384,0.7424574276886169,0.004640358923053857,0.33153721586084794,0.3315372158608481,11.272265339268847,11.27226533926877
Aedes aegypti,rcp85,4,361.0930342101973,2.256831463813733,0.5431194984229492,0.003394496865143428,0.15040985202356236,0.1504098520235622,5.1139349688010824,5.113934968801106
Aedes aegypti,rcp85,5,482.43745250783667,3.015234078173979,0.696831057760666,0.0043551941110041665,0.1444396686323491,0.14443966863234928,4.910948733499869,4.910948733499858
Aedes aegypti,rcp85,6,514.2093016210556,3.2138081351315977,0.6854175753176585,0.00428385984573537,0.13329544470643861,0.13329544470643878,4.532045120018892,4.5320451200189575
Aedes aegypti,rcp85,7,589.6925565264446,3.685578478290279,0.7257062330512224,0.00453566395657016,0.1230651845643024,0.12306518456430297,4.184216275186279,4.184216275186327
Aedes aegypti,rcp85,8,576.3692423059115,3.6023077644119468,0.6540988292481777,0.0040881176828011295,0.11348607476542108,0.11348607476542161,3.8585265420243404,3.8585265420243307
Aedes aegypti,rcp85,9,521.5856307687641,3.2599101923047757,0.867496495499116,0.00542185309686947,0.1663190939943101,0.16631909399430994,5.654849195806529,5.654849195806517
Aedes aegypti,rcp85,10,404.38335148813997,2.527395946800875,0.8654900191880049,0.00540931261992502,0.21402711461858703,0.21402711461858656,7.276921897031974,7.276921897031903
Aedes aegypti,rcp85,11,364.2946886877299,2.2768418042983116,0.6615627201083697,0.004134767000677295,0.1816009787272675,0.18160097872726683,6.174433276727097,6.174433276727082
Aedes aegypti,rcp85,12,232.56118559176895,1.4535074099485557,0.6737238741314472,0.004210774213321542,0.28969747140611946,0.2896974714061193,9.849714027808101,9.84971402780808
Aedes albopictus,rcp26,1,254.93573343187404,1.341767018062495,0.7934479242657517,0.004176041706661853,0.31123448783918056,0.3112344878391807,10.581972586532066,10.581972586532093
Aedes albopictus,rcp26,2,275.1949027596265,1.4483942250506658,0.8959093703918835,0.0047153124757467555,0.3255544929821721,0.3255544929821721,11.068852761393872,11.068852761393815
Aedes albopictus,rcp26,3,322.7581346100349,1.6987270242633417,1.0586980096843697,0.00557209478781247,0.3280159029805762,0.3280159029805761,11.152540701339655,11.152540701339626
Aedes albopictus,rcp26,4,457.09303421019735,2.4057528116326172,0.903224223631572,0.004753811703324078,0.1976018350820499,0.19760183508205054,6.718462392789673,6.718462392789701
Aedes albopictus,rcp26,5,581.6374525078367,3.061249750041245,1.0259665742934134,0.005399824075228489,0.176392797587186,0.17639279758718596,5.997355117964325,5.99735511796436
Aedes albopictus,rcp26,6,610.2093016210556,3.211627903268714,1.0848517807253097,0.00570974621434373,0.17778355358453887,0.17778355358453868,6.044640821874285,6.044640821874275
Aedes albopictus,rcp26,7,688.8925565264447,3.6257502975076035,0.9340129074555036,0.004915857407660559,0.13558179698805461,0.135581796988055,4.6097810975938724,4.60978109759387
Aedes albopictus,rcp26,8,675.5692423059116,3.555627591083745,0.9610906029164245,0.005058371594296984,0.14226381882572783,0.14226381882572822,4.8369698400747705,4.8369698400747625
Aedes albopictus,rcp26,9,617.5856307687642,3.2504506882566533,1.234748578139346,0.006498676727049189,0.19993155873823418,0.1999315587382342,6.797672997099935,6.797672997099953
Aedes albopictus,rcp26,10,503.58335148814,2.650438692042842,1.2183985415129504,0.006412623902699745,0.24194575494055925,0.2419457549405595,8.226155667979016,8.226155667979006
Aedes albopictus,rcp26,11,460.29468868772994,2.422603624672263,1.0211274830403128,0.005374355173896405,0.2218421172643726,0.22184211726437353,7.542631986988713,7.542631986988677
Aedes albopictus,rcp26,12,330.7604755763256,1.7408446082964504,1.1224187938645203,0.005907467336129052,0.3393448966079725,0.33934489660797246,11.537726484671062,11.537726484671037
Aedes albopictus,rcp45,1,254.93573343187404,1.341767018062495,0.9321809302544287,0.004906215422391729,0.36565330317004524,0.3656533031700451,12.432212307781553,12.432212307781564
Aedes albopictus,rcp45,2,275.1949027596265,1.4483942250506658,0.6633181528645209,0.0034911481729711685,0.24103576999894766,0.24103576999894802,8.195216179964245,8.19521617996422
Aedes albopictus,rcp45,3,322.7581346100349,1.6987270242633417,0.8398725756425212,0.004420381977065914,0.2602173223789628,0.2602173223789636,8.847388960884755,8.847388960884807
Aedes albopictus,rcp45,4,457.09303421019735,2.4057528116326172,1.0409970586210204,0.005478931887479069,0.22774292774330726,0.22774292774330787,7.743259543272448,7.743259543272467
Aedes albopictus,rcp45,5,581.6374525078367,3.061249750041245,1.1095982655952152,0.005839990871553767,0.19077146095234732,0.19077146095234743,6.486229672379851,6.48622967237977
Aedes albopictus,rcp45,6,610.2093016210556,3.211627903268714,0.8045418855153383,0.004234430976396507,0.1318468734216321,0.13184687342163173,4.482793696335487,4.4827936963354835
Aedes albopictus,rcp45,7,688.8925565264447,3.6257502975076035,0.8704971516927116,0.0045815639562774395,0.12636181701279503,0.1263618170127953,4.296301778435018,4.2963017784350415
Aedes albopictus,rcp45,8,675.5692423059116,3.555627591083745,0.977114491597054,0.005142707850510814,0.14463572797688093,0.14463572797688107,4.917614751213925,4.917614751213942
Aedes albopictus,rcp45,9,617.5856307687642,3.2504506882566533,0.8353799471828574,0.004396736564120297,0.13526544426608259,0.13526544426608247,4.599025105046826,4.599025105046847
