model,scenario,year,gen_count
CNRM-CM5,rcp45,2013,7.031808769230769
CNRM-CM5,rcp45,2014,7.469098923076922
CNRM-CM5,rcp45,2015,7.395170615384615
CNRM-CM5,rcp45,2016,7.395859230769231
CNRM-CM5,rcp45,2017,7.222096461538462
CNRM-CM5,rcp45,2018,6.859372153846153
CNRM-CM5,rcp45,2019,7.197795999999999
CNRM-CM5,rcp45,2020,7.817329692307692
CNRM-CM5,rcp45,2021,7.555552153846152
CNRM-CM5,rcp45,2022,7.107129846153846
CNRM-CM5,rcp45,2023,7.056953846153846
CNRM-CM5,rcp45,2024,7.0279630769230765
CNRM-CM5,rcp45,2025,7.1829216923076915
CNRM-CM5,rcp45,2026,7.428124307692307
CNRM-CM5,rcp45,2027,7.422829076923077
CNRM-CM5,rcp45,2028,7.819523230769231
CNRM-CM5,rcp45,2029,7.347114461538462
CNRM-CM5,rcp45,2030,7.390327076923078
CNRM-CM5,rcp45,2031,7.730773846153847
CNRM-CM5,rcp45,2032,7.518895846153847
CNRM-CM5,rcp45,2033,7.202147076923077
CNRM-CM5,rcp45,2034,7.457541076923078
CNRM-CM5,rcp45,2035,7.592695692307692
CNRM-CM5,rcp45,2036,7.356
CSIRO-Mk3-6-0,rcp45,2006,7.676250769230769
CSIRO-Mk3-6-0,rcp45,2007,7.8947058461538475
CSIRO-Mk3-6-0,rcp45,2008,8.265494615384615
CSIRO-Mk3-6-0,rcp45,2009,7.568381692307692
CSIRO-Mk3-6-0,rcp45,2010,7.893347230769231
CSIRO-Mk3-6-0,rcp45,2011,7.751486307692307
CSIRO-Mk3-6-0,rcp45,2012,6.793917230769232
CSIRO-Mk3-6-0,rcp45,2013,7.372696615384616
CSIRO-Mk3-6-0,rcp45,2014,8.22328123076923
CSIRO-Mk3-6-0,rcp45,2015,7.166451230769229
CSIRO-Mk3-6-0,rcp45,2016,7.163614615384616
CSIRO-Mk3-6-0,rcp45,2017,7.793899692307692
CSIRO-Mk3-6-0,rcp45,2018,7.988044615384615
CSIRO-Mk3-6-0,rcp45,2019,7.638650307692307
CSIRO-Mk3-6-0,rcp45,2020,7.537338
CSIRO-Mk3-6-0,rcp45,2021,7.173209384615386
CSIRO-Mk3-6-0,rcp45,2022,7.787037846153846
CSIRO-Mk3-6-0,rcp45,2023,7.185699384615384
CSIRO-Mk3-6-0,rcp45,2024,7.40859276923077
CSIRO-Mk3-6-0,rcp45,2025,7.546106153846154
CSIRO-Mk3-6-0,rcp45,2026,7.10107723076923
CSIRO-Mk3-6-0,rcp45,2027,7.4179896923076925
CSIRO-Mk3-6-0,rcp45,2028,7.650339384615384
CSIRO-Mk3-6-0,rcp45,2029,6.861872461538462
CSIRO-Mk3-6-0,rcp45,2030,8.137516923076923
CSIRO-Mk3-6-0,rcp45,2031,7.891622461538461
CSIRO-Mk3-6-0,rcp45,2032,7.920630153846154
CSIRO-Mk3-6-0,rcp45,2033,8.233555230769232
CSIRO-Mk3-6-0,rcp45,2034,7.63408
CSIRO-Mk3-6-0,rcp45,2035,7.44091523076923
CSIRO-Mk3-6-0,rcp45,2036,8.265666
FGOALS-g2,rcp45,2006,7.117980923076922
FGOALS-g2,rcp45,2007,7.461932307692307
FGOALS-g2,rcp45,2008,7.070733846153846
FGOALS-g2,rcp45,2009,7.18070923076923
FGOALS-g2,rcp45,2010,6.9289675384615395
FGOALS-g2,rcp45,2011,7.314496307692307
FGOALS-g2,rcp45,2012,7.218332769230769
FGOALS-g2,rcp45,2013,7.537560615384615
FGOALS-g2,rcp45,2014,7.676046615384616
FGOALS-g2,rcp45,2015,7.670853538461539
FGOALS-g2,rcp45,2016,7.216946307692307
FGOALS-g2,rcp45,2017,7.516664769230768
FGOALS-g2,rcp45,2018,8.070748615384616
FGOALS-g2,rcp45,2019,8.04137646153846
FGOALS-g2,rcp45,2020,7.4552992307692305
FGOALS-g2,rcp45,2021,7.2702261538461554
FGOALS-g2,rcp45,2022,7.339568923076924
FGOALS-g2,rcp45,2023,7.393155692307692
FGOALS-g2,rcp45,2024,7.253690307692307
FGOALS-g2,rcp45,2025,7.429963384615385
FGOALS-g2,rcp45,2026,7.8307815384615385
FGOALS-g2,rcp45,2027,7.817614
FGOALS-g2,rcp45,2028,7.816349538461538
FGOALS-g2,rcp45,2029,7.200122153846153
FGOALS-g2,rcp45,2030,7.556733076923077
FGOALS-g2,rcp45,2031,7.599231692307693
FGOALS-g2,rcp45,2032,7.749886461538462
FGOALS-g2,rcp45,2033,7.477888461538461
FGOALS-g2,rcp45,2034,7.741233692307693
FGOALS-g2,rcp45,2035,8.123367538461538
FGOALS-g2,rcp45,2036,7.670642153846153
GFDL-ESM2G,rcp45,2006,7.388574307692307
GFDL-ESM2G,rcp45,2007,7.346800307692307
GFDL-ESM2G,rcp45,2008,7.251797692307692
GFDL-ESM2G,rcp45,2009,7.308304769230769
GFDL-ESM2G,rcp45,2010,7.105147538461539
GFDL-ESM2G,rcp45,2011,7.144750153846154
GFDL-ESM2G,rcp45,2012,7.346556307692308
GFDL-ESM2G,rcp45,2013,7.483118769230768
GFDL-ESM2G,rcp45,2014,7.434957538461538
GFDL-ESM2G,rcp45,2015,7.741020153846155
GFDL-ESM2G,rcp45,2016,7.665698
GFDL-ESM2G,rcp45,2017,7.482537846153845
GFDL-ESM2G,rcp45,2018,7.049340461538461
GFDL-ESM2G,rcp45,2019,7.0218324615384615
GFDL-ESM2G,rcp45,2020,7.528614615384615
GFDL-ESM2G,rcp45,2021,7.4765813846153835
GFDL-ESM2G,rcp45,2022,7.939124153846155
GFDL-ESM2G,rcp45,2023,7.323558769230768
GFDL-ESM2G,rcp45,2024,7.378352615384616
GFDL-ESM2G,rcp45,2025,7.375213846153845
GFDL-ESM2G,rcp45,2026,7.534039692307692
GFDL-ESM2G,rcp45,2027,7.465817076923077
GFDL-ESM2G,rcp45,2028,7.596683692307693
GFDL-ESM2G,rcp45,2029,7.5717652307692305
GFDL-ESM2G,rcp45,2030,7.438071692307692
GFDL-ESM2G,rcp45,2031,7.631907538461539
GFDL-ESM2G,rcp45,2032,7.764750923076922
GFDL-ESM2G,rcp45,2033,6.946553076923077
GFDL-ESM2G,rcp45,2034,7.100170769230769
GFDL-ESM2G,rcp45,2035,7.310664923076923
GFDL-ESM2G,rcp45,2036,7.209247692307692
GFDL-ESM2M,rcp45,2006,7.207999230769229
GFDL-ESM2M,rcp45,2007,7.414769692307691
GFDL-ESM2M,rcp45,2008,7.063075846153845
GFDL-ESM2M,rcp45,2009,7.102886153846154
GFDL-ESM2M,rcp45,2010,7.077876153846155
GFDL-ESM2M,rcp45,2011,7.168633076923077
GFDL-ESM2M,rcp45,2012,7.377919692307691
GFDL-ESM2M,rcp45,2013,7.255402153846155
GFDL-ESM2M,rcp45,2014,7.603519692307692
GFDL-ESM2M,rcp45,2015,7.147988461538461
GFDL-ESM2M,rcp45,2016,7.560410153846154
GFDL-ESM2M,rcp45,2017,8.109725846153845
GFDL-ESM2M,rcp45,2018,7.471601230769232
GFDL-ESM2M,rcp45,2019,7.555586153846153
GFDL-ESM2M,rcp45,2020,7.133001999999999
GFDL-ESM2M,rcp45,2021,7.82788923076923
GFDL-ESM2M,rcp45,2022,7.212778615384615
GFDL-ESM2M,rcp45,2023,7.490738461538461
GFDL-ESM2M,rcp45,2024,7.623752461538461
GFDL-ESM2M,rcp45,2025,7.245077538461539
GFDL-ESM2M,rcp45,2026,7.721292153846153
GFDL-ESM2M,rcp45,2027,7.4837289230769235
GFDL-ESM2M,rcp45,2028,7.432544307692308
GFDL-ESM2M,rcp45,2029,8.002762615384615
GFDL-ESM2M,rcp45,2030,7.505179692307692
GFDL-ESM2M,rcp45,2031,7.82078323076923
GFDL-ESM2M,rcp45,2032,7.771485538461538
GFDL-ESM2M,rcp45,2033,7.866585384615385
GFDL-ESM2M,rcp45,2034,7.618858307692307
GFDL-ESM2M,rcp45,2035,7.652581230769232
GFDL-ESM2M,rcp45,2036,7.395717846153846
HadGEM2-AO,rcp45,2006,7.24945123076923
HadGEM2-AO,rcp45,2007,7.339876000000001
HadGEM2-AO,rcp45,2008,7.493372307692306
HadGEM2-AO,rcp45,2009,7.353588307692308
HadGEM2-AO,rcp45,2010,7.7214583076923065
HadGEM2-AO,rcp45,2011,7.4318895384615375
HadGEM2-AO,rcp45,2012,7.062293692307691
HadGEM2-AO,rcp45,2013,7.48837476923077
HadGEM2-AO,rcp45,2014,7.471768
HadGEM2-AO,rcp45,2015,7.2598547692307696
HadGEM2-AO,rcp45,2016,7.340769076923077
HadGEM2-AO,rcp45,2017,7.228362461538461
HadGEM2-AO,rcp45,2018,7.504863384615385
HadGEM2-AO,rcp45,2019,7.460490769230768
HadGEM2-AO,rcp45,2020,7.678320923076923
HadGEM2-AO,rcp45,2021,7.179508153846154
HadGEM2-AO,rcp45,2022,7.360390615384615
HadGEM2-AO,rcp45,2023,7.779594769230769
HadGEM2-AO,rcp45,2024,7.958327384615385
HadGEM2-AO,rcp45,2025,7.422816615384615
HadGEM2-AO,rcp45,2026,7.519426153846155
HadGEM2-AO,rcp45,2027,7.521249692307691
HadGEM2-AO,rcp45,2028,7.8348615384615385
HadGEM2-AO,rcp45,2029,7.710609538461537
HadGEM2-AO,rcp45,2030,7.2832296923076925
HadGEM2-AO,rcp45,2031,7.486294615384614
HadGEM2-AO,rcp45,2032,8.226032153846155
HadGEM2-AO,rcp45,2033,7.570224923076922
HadGEM2-AO,rcp45,2034,8.181402307692307
HadGEM2-AO,rcp45,2035,7.603259384615384
HadGEM2-AO,rcp45,2036,8.135980769230768
HadGEM2-CC,rcp45,2006,6.990676153846154
HadGEM2-CC,rcp45,2007,6.749702307692307
HadGEM2-CC,rcp45,2008,6.836899384615384
HadGEM2-CC,rcp45,2009,7.001732
HadGEM2-CC,rcp45,2010,7.466498615384615
HadGEM2-CC,rcp45,2011,7.525476307692308
HadGEM2-CC,rcp45,2012,7.493730153846155
HadGEM2-CC,rcp45,2013,7.11182076923077
HadGEM2-CC,rcp45,2014,7.588290153846154
HadGEM2-CC,rcp45,2015,7.885761230769232
HadGEM2-CC,rcp45,2016,7.461898923076923
HadGEM2-CC,rcp45,2017,7.540462615384615
HadGEM2-CC,rcp45,2018,7.476662461538462
HadGEM2-CC,rcp45,2019,7.598903076923078
HadGEM2-CC,rcp45,2020,7.667295846153846
HadGEM2-CC,rcp45,2021,7.2957860000000005
HadGEM2-CC,rcp45,2022,7.278714307692308
HadGEM2-CC,rcp45,2023,7.155872615384616
HadGEM2-CC,rcp45,2024,7.886114307692307
HadGEM2-CC,rcp45,2025,8.183805538461538
HadGEM2-CC,rcp45,2026,7.511885846153846
HadGEM2-CC,rcp45,2027,7.813133538461538
HadGEM2-CC,rcp45,2028,8.08064723076923
HadGEM2-CC,rcp45,2029,7.844015076923077
HadGEM2-CC,rcp45,2030,7.491406153846153
HadGEM2-CC,rcp45,2031,8.007163384615383
HadGEM2-CC,rcp45,2032,7.863007692307693
HadGEM2-CC,rcp45,2033,7.784594769230769
HadGEM2-CC,rcp45,2034,7.54485076923077
HadGEM2-CC,rcp45,2035,7.461104153846152
HadGEM2-CC,rcp45,2036,8.110869692307693
HadGEM2-ES,rcp45,2006,7.065743692307691
HadGEM2-ES,rcp45,2007,7.946309692307692
HadGEM2-ES,rcp45,2008,7.536948923076922
HadGEM2-ES,rcp45,2009,7.71905676923077
HadGEM2-ES,rcp45,2010,7.300627076923077
HadGEM2-ES,rcp45,2011,7.423060615384615
HadGEM2-ES,rcp45,2012,7.190600923076922
HadGEM2-ES,rcp45,2013,7.348500461538462
HadGEM2-ES,rcp45,2014,7.55045369230769
HadGEM2-ES,rcp45,2015,7.745306307692307
HadGEM2-ES,rcp45,2016,7.489569692307692
HadGEM2-ES,rcp45,2017,7.704081230769231
HadGEM2-ES,rcp45,2018,7.851476923076923
HadGEM2-ES,rcp45,2019,7.77088
HadGEM2-ES,rcp45,2020,7.424273230769232
HadGEM2-ES,rcp45,2021,7.724801692307693
HadGEM2-ES,rcp45,2022,7.792569076923077
HadGEM2-ES,rcp45,2023,8.131882307692308
HadGEM2-ES,rcp45,2024,7.898393076923077
HadGEM2-ES,rcp45,2025,7.7828427692307685
HadGEM2-ES,rcp45,2026,7.5388990769230775
HadGEM2-ES,rcp45,2027,7.410197846153846
HadGEM2-ES,rcp45,2028,7.878095846153847
HadGEM2-ES,rcp45,2029,7.713568461538461
HadGEM2-ES,rcp45,2030,8.065322153846154
HadGEM2-ES,rcp45,2031,7.348912615384614
HadGEM2-ES,rcp45,2032,7.713507230769231
HadGEM2-ES,rcp45,2033,8.34761323076923
HadGEM2-ES,rcp45,2034,7.801185846153847
HadGEM2-ES,rcp45,2035,8.122734615384616
HadGEM2-ES,rcp45,2036,7.784720615384615
inmcm4,rcp45,2006,7.21009923076923
inmcm4,rcp45,2007,6.9599727692307685
inmcm4,rcp45,2008,6.659395846153846
inmcm4,rcp45,2009,7.1358753846153835
inmcm4,rcp45,2010,7.221820461538461
inmcm4,rcp45,2011,7.358543384615385
inmcm4,rcp45,2012,7.019236923076922
inmcm4,rcp45,2013,7.029253846153845
inmcm4,rcp45,2014,6.905472461538461
inmcm4,rcp45,2015,7.729629076923078
inmcm4,rcp45,2016,7.470383692307692
inmcm4,rcp45,2017,6.884423076923077
inmcm4,rcp45,2018,6.564987384615384
inmcm4,rcp45,2019,7.29411676923077
inmcm4,rcp45,2020,7.099214
inmcm4,rcp45,2021,7.279359538461537
inmcm4,rcp45,2022,7.266384769230769
inmcm4,rcp45,2023,6.891115538461538
inmcm4,rcp45,2024,7.299880461538462
inmcm4,rcp45,2025,7.335159999999999
inmcm4,rcp45,2026,7.148081230769231
inmcm4,rcp45,2027,7.133081846153846
inmcm4,rcp45,2028,7.330019846153846
inmcm4,rcp45,2029,7.60712876923077
inmcm4,rcp45,2030,7.476578153846153
inmcm4,rcp45,2031,7.235308769230769
inmcm4,rcp45,2032,6.929796461538461
inmcm4,rcp45,2033,7.638459538461537
inmcm4,rcp45,2034,7.293555076923077
inmcm4,rcp45,2035,7.619178615384615
inmcm4,rcp45,2036,7.202194307692308
IPSL-CM5A-LR,rcp45,2006,7.293024769230769
IPSL-CM5A-LR,rcp45,2007,7.190353999999999
IPSL-CM5A-LR,rcp45,2008,7.250792769230768
IPSL-CM5A-LR,rcp45,2009,7.291377692307692
IPSL-CM5A-LR,rcp45,2010,7.477022615384615
IPSL-CM5A-LR,rcp45,2011,7.896481384615384
IPSL-CM5A-LR,rcp45,2012,7.101460923076923
IPSL-CM5A-LR,rcp45,2013,7.652191692307693
IPSL-CM5A-LR,rcp45,2014,7.702299538461538
IPSL-CM5A-LR,rcp45,2015,7.477684307692307
IPSL-CM5A-LR,rcp45,2016,7.431905384615385
IPSL-CM5A-LR,rcp45,2017,7.627827230769231
IPSL-CM5A-LR,rcp45,2018,7.442624153846155
IPSL-CM5A-LR,rcp45,2019,7.370073846153846
IPSL-CM5A-LR,rcp45,2020,7.3496289230769225
IPSL-CM5A-LR,rcp45,2021,7.768107538461539
IPSL-CM5A-LR,rcp45,2022,7.62638
IPSL-CM5A-LR,rcp45,2023,8.076727230769231
IPSL-CM5A-LR,rcp45,2024,7.626922307692308
IPSL-CM5A-LR,rcp45,2025,7.315731538461538
IPSL-CM5A-LR,rcp45,2026,7.7859261538461535
IPSL-CM5A-LR,rcp45,2027,8.051809384615385
IPSL-CM5A-LR,rcp45,2028,8.099646769230768
IPSL-CM5A-LR,rcp45,2029,7.76412723076923
IPSL-CM5A-LR,rcp45,2030,8.361955384615385
IPSL-CM5A-LR,rcp45,2031,8.263016
IPSL-CM5A-LR,rcp45,2032,7.707074769230768
IPSL-CM5A-LR,rcp45,2033,8.146271846153846
IPSL-CM5A-LR,rcp45,2034,8.323699538461538
IPSL-CM5A-LR,rcp45,2035,8.044611076923077
IPSL-CM5A-LR,rcp45,2036,8.380148153846154
IPSL-CM5A-MR,rcp45,2006,7.361543230769231
IPSL-CM5A-MR,rcp45,2007,7.463655538461538
IPSL-CM5A-MR,rcp45,2008,7.300267538461538
IPSL-CM5A-MR,rcp45,2009,7.375602307692307
IPSL-CM5A-MR,rcp45,2010,7.337411384615384
IPSL-CM5A-MR,rcp45,2011,7.632213999999999
IPSL-CM5A-MR,rcp45,2012,7.344392461538461
IPSL-CM5A-MR,rcp45,2013,7.230908615384615
IPSL-CM5A-MR,rcp45,2014,7.614687076923077
IPSL-CM5A-MR,rcp45,2015,7.534449846153846
IPSL-CM5A-MR,rcp45,2016,7.188618
IPSL-CM5A-MR,rcp45,2017,7.909740153846153
IPSL-CM5A-MR,rcp45,2018,7.623524615384616
IPSL-CM5A-MR,rcp45,2019,7.445196461538462
IPSL-CM5A-MR,rcp45,2020,7.584635076923077
IPSL-CM5A-MR,rcp45,2021,7.794189692307691
IPSL-CM5A-MR,rcp45,2022,7.766077692307692
IPSL-CM5A-MR,rcp45,2023,7.471357538461538
IPSL-CM5A-MR,rcp45,2024,7.484137846153845
IPSL-CM5A-MR,rcp45,2025,7.967850615384616
IPSL-CM5A-MR,rcp45,2026,7.863323384615385
IPSL-CM5A-MR,rcp45,2027,7.755784307692306
IPSL-CM5A-MR,rcp45,2028,7.411508461538461
IPSL-CM5A-MR,rcp45,2029,7.521833384615385
IPSL-CM5A-MR,rcp45,2030,8.084444
IPSL-CM5A-MR,rcp45,2031,7.9811423076923065
IPSL-CM5A-MR,rcp45,2032,7.9476847692307695
IPSL-CM5A-MR,rcp45,2033,7.647049692307692
IPSL-CM5A-MR,rcp45,2034,8.238069692307691
IPSL-CM5A-MR,rcp45,2035,7.6090898461538465
IPSL-CM5A-MR,rcp45,2036,7.900811692307691
IPSL-CM5B-LR,rcp45,2006,7.063483076923076
IPSL-CM5B-LR,rcp45,2007,7.142910307692308
IPSL-CM5B-LR,rcp45,2008,8.20071476923077
IPSL-CM5B-LR,rcp45,2009,7.189209076923077
IPSL-CM5B-LR,rcp45,2010,7.435782615384616
IPSL-CM5B-LR,rcp45,2011,6.894088461538461
IPSL-CM5B-LR,rcp45,2012,6.891874153846153
IPSL-CM5B-LR,rcp45,2013,7.2085873846153845
IPSL-CM5B-LR,rcp45,2014,7.006609230769231
IPSL-CM5B-LR,rcp45,2015,7.4394698461538455
IPSL-CM5B-LR,rcp45,2016,7.496040923076923
IPSL-CM5B-LR,rcp45,2017,7.501121384615384
IPSL-CM5B-LR,rcp45,2018,7.232060153846152
IPSL-CM5B-LR,rcp45,2019,7.195099846153846
IPSL-CM5B-LR,rcp45,2020,7.8330558461538455
IPSL-CM5B-LR,rcp45,2021,7.373028153846154
IPSL-CM5B-LR,rcp45,2022,7.320865846153846
IPSL-CM5B-LR,rcp45,2023,6.978240153846154
IPSL-CM5B-LR,rcp45,2024,7.369603076923077
IPSL-CM5B-LR,rcp45,2025,7.558713846153846
IPSL-CM5B-LR,rcp45,2026,7.515427076923076
IPSL-CM5B-LR,rcp45,2027,7.7798641538461535
IPSL-CM5B-LR,rcp45,2028,7.544422307692307
IPSL-CM5B-LR,rcp45,2029,7.649929230769231
IPSL-CM5B-LR,rcp45,2030,7.443152923076923
IPSL-CM5B-LR,rcp45,2031,7.538799076923077
IPSL-CM5B-LR,rcp45,2032,7.2628358461538465
IPSL-CM5B-LR,rcp45,2033,7.401725846153847
IPSL-CM5B-LR,rcp45,2034,7.642453846153845
IPSL-CM5B-LR,rcp45,2035,7.307345846153845
IPSL-CM5B-LR,rcp45,2036,7.839328461538462
MIROC-ESM-CHEM,rcp45,2006,7.379181230769231
MIROC-ESM-CHEM,rcp45,2007,7.320520307692308
MIROC-ESM-CHEM,rcp45,2008,7.574530461538462
MIROC-ESM-CHEM,rcp45,2009,7.333506615384616
MIROC-ESM-CHEM,rcp45,2010,7.441216
MIROC-ESM-CHEM,rcp45,2011,7.541629846153846
MIROC-ESM-CHEM,rcp45,2012,7.738537384615384
MIROC-ESM-CHEM,rcp45,2013,7.5973056923076925
MIROC-ESM-CHEM,rcp45,2014,7.623076153846154
MIROC-ESM-CHEM,rcp45,2015,7.653117230769231
MIROC-ESM-CHEM,rcp45,2016,7.510908153846153
MIROC-ESM-CHEM,rcp45,2017,7.523418461538461
MIROC-ESM-CHEM,rcp45,2018,7.183883692307693
MIROC-ESM-CHEM,rcp45,2019,7.616730923076922
MIROC-ESM-CHEM,rcp45,2020,7.564837692307691
MIROC-ESM-CHEM,rcp45,2021,7.605402923076922
MIROC-ESM-CHEM,rcp45,2022,7.724058769230768
MIROC-ESM-CHEM,rcp45,2023,7.52908276923077
MIROC-ESM-CHEM,rcp45,2024,7.92846723076923
MIROC-ESM-CHEM,rcp45,2025,7.671335384615385
MIROC-ESM-CHEM,rcp45,2026,7.638164
MIROC-ESM-CHEM,rcp45,2027,7.749845846153846
MIROC-ESM-CHEM,rcp45,2028,7.679549538461538
MIROC-ESM-CHEM,rcp45,2029,7.805580307692307
MIROC-ESM-CHEM,rcp45,2030,8.082776615384615
MIROC-ESM-CHEM,rcp45,2031,7.887161384615384
MIROC-ESM-CHEM,rcp45,2032,7.567950769230769
MIROC-ESM-CHEM,rcp45,2033,8.001940153846153
MIROC-ESM-CHEM,rcp45,2034,8.215600307692307
MIROC-ESM-CHEM,rcp45,2035,7.703151538461537
MIROC-ESM-CHEM,rcp45,2036,7.628583538461539
MIROC-ESM,rcp45,2006,7.781481384615384
MIROC-ESM,rcp45,2007,7.589624923076923
MIROC-ESM,rcp45,2008,7.187128153846153
MIROC-ESM,rcp45,2009,7.628863538461538
MIROC-ESM,rcp45,2010,6.900859846153846
MIROC-ESM,rcp45,2011,7.485036307692307
MIROC-ESM,rcp45,2012,7.651041538461538
MIROC-ESM,rcp45,2013,7.453309846153847
MIROC-ESM,rcp45,2014,7.729308
MIROC-ESM,rcp45,2015,7.880090615384615
MIROC-ESM,rcp45,2016,7.41718246153846
MIROC-ESM,rcp45,2017,7.609467846153846
MIROC-ESM,rcp45,2018,7.300291846153846
MIROC-ESM,rcp45,2019,7.448543076923077
MIROC-ESM,rcp45,2020,7.978827384615385
MIROC-ESM,rcp45,2021,7.643568307692306
MIROC-ESM,rcp45,2022,7.995664923076922
MIROC-ESM,rcp45,2023,7.763738153846154
MIROC-ESM,rcp45,2024,7.751057076923077
MIROC-ESM,rcp45,2025,7.831001384615384
MIROC-ESM,rcp45,2026,7.983100923076923
MIROC-ESM,rcp45,2027,8.070678461538462
MIROC-ESM,rcp45,2028,8.093677692307692
MIROC-ESM,rcp45,2029,8.216724307692306
MIROC-ESM,rcp45,2030,7.932275538461539
MIROC-ESM,rcp45,2031,8.096182461538461
MIROC-ESM,rcp45,2032,8.462649384615384
MIROC-ESM,rcp45,2033,8.015587384615383
MIROC-ESM,rcp45,2034,8.356220307692308
MIROC-ESM,rcp45,2035,8.467483076923076
MIROC-ESM,rcp45,2036,8.334467230769231
MIROC5,rcp45,2006,7.061429076923078
MIROC5,rcp45,2007,6.812341384615384
MIROC5,rcp45,2008,6.944877230769231
MIROC5,rcp45,2009,7.334554153846153
MIROC5,rcp45,2010,7.793916769230769
MIROC5,rcp45,2011,7.150331230769231
MIROC5,rcp45,2012,7.256817076923077
MIROC5,rcp45,2013,7.357378769230769
MIROC5,rcp45,2014,7.1179636923076925
MIROC5,rcp45,2015,7.406927846153846
MIROC5,rcp45,2016,7.830966923076924
MIROC5,rcp45,2017,7.185969076923077
MIROC5,rcp45,2018,6.945922153846152
MIROC5,rcp45,2019,6.962865384615384
MIROC5,rcp45,2020,7.880853999999999
MIROC5,rcp45,2021,7.94985723076923
MIROC5,rcp45,2022,6.76076523076923
MIROC5,rcp45,2023,6.596682461538462
MIROC5,rcp45,2024,7.40422476923077
MIROC5,rcp45,2025,8.404325538461539
MIROC5,rcp45,2026,7.629412461538461
MIROC5,rcp45,2027,7.643778153846154
MIROC5,rcp45,2028,7.3513687692307705
MIROC5,rcp45,2029,6.627793846153846
MIROC5,rcp45,2030,7.316690461538461
MIROC5,rcp45,2031,8.108354307692307
MIROC5,rcp45,2032,8.491437076923077
MIROC5,rcp45,2033,8.283718615384615
MIROC5,rcp45,2034,7.6730821538461536
MIROC5,rcp45,2035,7.1446633846153835
MIROC5,rcp45,2036,7.749661076923077
MPI-ESM-LR,rcp45,2006,6.931674769230769
MPI-ESM-LR,rcp45,2007,7.364312461538462
MPI-ESM-LR,rcp45,2008,7.141267538461538
MPI-ESM-LR,rcp45,2009,7.539459692307692
MPI-ESM-LR,rcp45,2010,7.4524416923076915
MPI-ESM-LR,rcp45,2011,7.750518307692308
MPI-ESM-LR,rcp45,2012,7.497266
MPI-ESM-LR,rcp45,2013,7.607665846153846
MPI-ESM-LR,rcp45,2014,7.340871999999999
MPI-ESM-LR,rcp45,2015,7.098571692307691
MPI-ESM-LR,rcp45,2016,7.997001846153846
MPI-ESM-LR,rcp45,2017,7.876965999999999
MPI-ESM-LR,rcp45,2018,7.205370153846154
MPI-ESM-LR,rcp45,2019,6.66591676923077
MPI-ESM-LR,rcp45,2020,7.342628923076924
MPI-ESM-LR,rcp45,2021,7.592973846153846
MPI-ESM-LR,rcp45,2022,7.580178153846153
MPI-ESM-LR,rcp45,2023,7.622041692307693
MPI-ESM-LR,rcp45,2024,7.452012615384614
MPI-ESM-LR,rcp45,2025,7.998973538461539
MPI-ESM-LR,rcp45,2026,7.288952307692307
MPI-ESM-LR,rcp45,2027,7.533387692307692
MPI-ESM-LR,rcp45,2028,7.592577692307692
MPI-ESM-LR,rcp45,2029,7.633573999999999
MPI-ESM-LR,rcp45,2030,6.923638
MPI-ESM-LR,rcp45,2031,7.227866307692309
MPI-ESM-LR,rcp45,2032,7.93166246153846
MPI-ESM-LR,rcp45,2033,8.587553692307692
MPI-ESM-LR,rcp45,2034,7.961796923076924
MPI-ESM-LR,rcp45,2035,7.344868307692307
MPI-ESM-LR,rcp45,2036,7.780795230769232
MPI-ESM-MR,rcp45,2006,7.429495076923077
MPI-ESM-MR,rcp45,2007,7.868856307692307
MPI-ESM-MR,rcp45,2008,7.610961846153845
MPI-ESM-MR,rcp45,2009,7.406259692307692
MPI-ESM-MR,rcp45,2010,7.059035384615384
MPI-ESM-MR,rcp45,2011,7.8079293846153845
MPI-ESM-MR,rcp45,2012,8.262767076923078
MPI-ESM-MR,rcp45,2013,7.464413384615384
MPI-ESM-MR,rcp45,2014,7.63939276923077
MPI-ESM-MR,rcp45,2015,7.356773846153845
MPI-ESM-MR,rcp45,2016,8.13526446153846
MPI-ESM-MR,rcp45,2017,7.653955076923076
MPI-ESM-MR,rcp45,2018,7.934887076923077
MPI-ESM-MR,rcp45,2019,7.5320058461538455
MPI-ESM-MR,rcp45,2020,7.475600307692307
MPI-ESM-MR,rcp45,2021,7.538006923076923
MPI-ESM-MR,rcp45,2022,7.934598769230769
MPI-ESM-MR,rcp45,2023,7.8128192307692315
MPI-ESM-MR,rcp45,2024,7.4338078461538455
MPI-ESM-MR,rcp45,2025,7.525743846153847
MPI-ESM-MR,rcp45,2026,8.48104123076923
MPI-ESM-MR,rcp45,2027,7.733142769230768
MPI-ESM-MR,rcp45,2028,7.799610153846155
MPI-ESM-MR,rcp45,2029,7.845758
MPI-ESM-MR,rcp45,2030,7.731631076923077
MPI-ESM-MR,rcp45,2031,7.5750487692307695
MPI-ESM-MR,rcp45,2032,7.908031230769232
MPI-ESM-MR,rcp45,2033,7.993007076923077
MPI-ESM-MR,rcp45,2034,8.039442769230769
MPI-ESM-MR,rcp45,2035,7.758911076923077
MPI-ESM-MR,rcp45,2036,7.221321692307692
MRI-CGCM3,rcp45,2006,7.091367846153846
MRI-CGCM3,rcp45,2007,7.094032000000001
MRI-CGCM3,rcp45,2008,7.149044307692308
MRI-CGCM3,rcp45,2009,6.739856769230769
MRI-CGCM3,rcp45,2010,7.087058307692308
