model,scenario,year,gen_count
MIROC-ESM-CHEM,rcp26,2013,7.6227719999999985
MIROC-ESM-CHEM,rcp26,2014,7.825616461538462
MIROC-ESM-CHEM,rcp26,2015,7.614152923076924
MIROC-ESM-CHEM,rcp26,2016,8.14718846153846
MIROC-ESM-CHEM,rcp26,2017,8.000036153846153
MIROC-ESM-CHEM,rcp26,2018,8.102546923076922
MIROC-ESM-CHEM,rcp26,2019,8.012005076923076
MIROC-ESM-CHEM,rcp26,2020,7.572974307692306
MIROC-ESM-CHEM,rcp26,2021,7.923624153846154
MIROC-ESM-CHEM,rcp26,2022,7.8497533846153855
MIROC-ESM-CHEM,rcp26,2023,8.276414615384615
MIROC-ESM-CHEM,rcp26,2024,8.027146615384616
MIROC-ESM-CHEM,rcp26,2025,8.076157076923076
MIROC-ESM-CHEM,rcp26,2026,7.782694307692307
MIROC-ESM-CHEM,rcp26,2027,8.135846461538462
MIROC-ESM-CHEM,rcp26,2028,8.473139538461538
MIROC-ESM-CHEM,rcp26,2029,8.295414615384615
MIROC-ESM-CHEM,rcp26,2030,8.003631230769232
MIROC-ESM-CHEM,rcp26,2031,8.113613076923077
MIROC-ESM-CHEM,rcp26,2032,8.406886769230768
MIROC-ESM-CHEM,rcp26,2033,8.188863076923077
MIROC-ESM-CHEM,rcp26,2034,8.234804615384615
MIROC-ESM-CHEM,rcp26,2035,8.366294153846153
MIROC-ESM-CHEM,rcp26,2036,8.03085876923077
MIROC-ESM,rcp26,2006,7.266894307692307
MIROC-ESM,rcp26,2007,7.594267538461539
MIROC-ESM,rcp26,2008,7.257155999999999
MIROC-ESM,rcp26,2009,7.32926276923077
MIROC-ESM,rcp26,2010,7.022307230769231
MIROC-ESM,rcp26,2011,7.029324461538461
MIROC-ESM,rcp26,2012,7.622684461538461
MIROC-ESM,rcp26,2013,7.6778516923076925
MIROC-ESM,rcp26,2014,7.079314769230768
MIROC-ESM,rcp26,2015,7.093957076923076
MIROC-ESM,rcp26,2016,7.439354
MIROC-ESM,rcp26,2017,7.846511538461539
MIROC-ESM,rcp26,2018,7.83167076923077
MIROC-ESM,rcp26,2019,7.491855384615385
MIROC-ESM,rcp26,2020,7.8522909230769224
MIROC-ESM,rcp26,2021,7.686410769230768
MIROC-ESM,rcp26,2022,7.852648615384616
MIROC-ESM,rcp26,2023,8.163573384615386
MIROC-ESM,rcp26,2024,8.165029538461537
MIROC-ESM,rcp26,2025,8.06452846153846
MIROC-ESM,rcp26,2026,7.683653230769231
MIROC-ESM,rcp26,2027,7.877285846153847
MIROC-ESM,rcp26,2028,7.98142676923077
MIROC-ESM,rcp26,2029,7.998911692307692
MIROC-ESM,rcp26,2030,8.34447753846154
MIROC-ESM,rcp26,2031,8.016106307692308
MIROC-ESM,rcp26,2032,8.324174769230769
MIROC-ESM,rcp26,2033,7.910022307692308
MIROC-ESM,rcp26,2034,8.16606276923077
MIROC-ESM,rcp26,2035,8.234528
MIROC-ESM,rcp26,2036,8.559233384615384
MIROC5,rcp26,2006,7.234400615384614
MIROC5,rcp26,2007,6.615781076923077
MIROC5,rcp26,2008,7.36607
MIROC5,rcp26,2009,7.158743538461538
MIROC5,rcp26,2010,7.227587846153846
MIROC5,rcp26,2011,7.009299076923075
MIROC5,rcp26,2012,7.545011692307692
MIROC5,rcp26,2013,7.37800246153846
MIROC5,rcp26,2014,7.614939230769231
MIROC5,rcp26,2015,7.572226769230768
MIROC5,rcp26,2016,7.798517692307692
MIROC5,rcp26,2017,7.341436
MIROC5,rcp26,2018,6.997165076923077
MIROC5,rcp26,2019,7.001687076923076
MIROC5,rcp26,2020,6.866358153846153
MIROC5,rcp26,2021,7.102521076923076
MIROC5,rcp26,2022,7.898079384615386
MIROC5,rcp26,2023,7.825686769230769
MIROC5,rcp26,2024,7.586061230769231
MIROC5,rcp26,2025,7.195186
MIROC5,rcp26,2026,7.329463384615385
MIROC5,rcp26,2027,7.78675476923077
MIROC5,rcp26,2028,7.710738307692306
MIROC5,rcp26,2029,7.876188461538463
MIROC5,rcp26,2030,7.395674153846155
MIROC5,rcp26,2031,7.081188769230769
MIROC5,rcp26,2032,7.228591692307693
MIROC5,rcp26,2033,7.546654153846154
MIROC5,rcp26,2034,7.243313692307692
MIROC5,rcp26,2035,7.8676661538461525
MIROC5,rcp26,2036,8.607196461538463
MPI-ESM-LR,rcp26,2006,7.0661256923076925
MPI-ESM-LR,rcp26,2007,7.424541692307693
MPI-ESM-LR,rcp26,2008,7.781555076923077
MPI-ESM-LR,rcp26,2009,6.582052307692307
MPI-ESM-LR,rcp26,2010,7.55824123076923
MPI-ESM-LR,rcp26,2011,7.569118923076924
MPI-ESM-LR,rcp26,2012,7.312416615384616
MPI-ESM-LR,rcp26,2013,7.198606615384615
MPI-ESM-LR,rcp26,2014,7.727627076923077
MPI-ESM-LR,rcp26,2015,8.493681230769232
MPI-ESM-LR,rcp26,2016,7.312403076923077
MPI-ESM-LR,rcp26,2017,6.9448258461538455
MPI-ESM-LR,rcp26,2018,7.809152
MPI-ESM-LR,rcp26,2019,6.732216307692307
MPI-ESM-LR,rcp26,2020,7.558258153846154
MPI-ESM-LR,rcp26,2021,7.594222307692307
MPI-ESM-LR,rcp26,2022,7.100722769230769
MPI-ESM-LR,rcp26,2023,7.641214923076922
MPI-ESM-LR,rcp26,2024,7.712499384615385
MPI-ESM-LR,rcp26,2025,7.793957538461538
MPI-ESM-LR,rcp26,2026,7.936479538461538
MPI-ESM-LR,rcp26,2027,8.079411384615387
MPI-ESM-LR,rcp26,2028,7.714727384615385
MPI-ESM-LR,rcp26,2029,7.8658586153846155
MPI-ESM-LR,rcp26,2030,8.101975076923075
MPI-ESM-LR,rcp26,2031,7.768066461538462
MPI-ESM-LR,rcp26,2032,8.252913692307692
MPI-ESM-LR,rcp26,2033,7.290830153846154
MPI-ESM-LR,rcp26,2034,7.304287846153845
MPI-ESM-LR,rcp26,2035,7.43014723076923
MPI-ESM-LR,rcp26,2036,7.937963076923076
MPI-ESM-MR,rcp26,2006,7.888670615384615
MPI-ESM-MR,rcp26,2007,8.424727230769232
MPI-ESM-MR,rcp26,2008,7.903072461538462
MPI-ESM-MR,rcp26,2009,7.425322307692308
MPI-ESM-MR,rcp26,2010,7.244003384615385
MPI-ESM-MR,rcp26,2011,7.493849999999999
MPI-ESM-MR,rcp26,2012,7.303264
MPI-ESM-MR,rcp26,2013,7.7054406153846156
MPI-ESM-MR,rcp26,2014,8.24081923076923
MPI-ESM-MR,rcp26,2015,7.7972047692307695
MPI-ESM-MR,rcp26,2016,8.437139076923078
MPI-ESM-MR,rcp26,2017,7.514056307692307
MPI-ESM-MR,rcp26,2018,7.956799846153846
MPI-ESM-MR,rcp26,2019,7.763096307692308
MPI-ESM-MR,rcp26,2020,8.500267384615384
MPI-ESM-MR,rcp26,2021,7.857100769230769
MPI-ESM-MR,rcp26,2022,7.811033538461539
MPI-ESM-MR,rcp26,2023,7.575958153846154
MPI-ESM-MR,rcp26,2024,7.78162523076923
MPI-ESM-MR,rcp26,2025,7.290438615384615
MPI-ESM-MR,rcp26,2026,8.364977230769231
MPI-ESM-MR,rcp26,2027,8.299173230769231
MPI-ESM-MR,rcp26,2028,8.02422246153846
MPI-ESM-MR,rcp26,2029,7.716050923076923
MPI-ESM-MR,rcp26,2030,7.877185999999999
MPI-ESM-MR,rcp26,2031,7.885503692307693
MPI-ESM-MR,rcp26,2032,7.783851384615385
MPI-ESM-MR,rcp26,2033,7.763172000000001
MPI-ESM-MR,rcp26,2034,8.145294153846153
MPI-ESM-MR,rcp26,2035,7.482837076923078
MPI-ESM-MR,rcp26,2036,8.227268307692308
MRI-CGCM3,rcp26,2006,6.817580615384615
MRI-CGCM3,rcp26,2007,7.1410944615384615
MRI-CGCM3,rcp26,2008,7.1550315384615395
MRI-CGCM3,rcp26,2009,6.831935692307693
MRI-CGCM3,rcp26,2010,7.372379538461538
MRI-CGCM3,rcp26,2011,7.016458461538462
MRI-CGCM3,rcp26,2012,7.327071538461538
MRI-CGCM3,rcp26,2013,7.458883230769231
MRI-CGCM3,rcp26,2014,7.2343
MRI-CGCM3,rcp26,2015,7.568709846153846
MRI-CGCM3,rcp26,2016,7.3237686153846155
MRI-CGCM3,rcp26,2017,7.394532307692308
MRI-CGCM3,rcp26,2018,7.350789230769231
MRI-CGCM3,rcp26,2019,7.590683538461539
MRI-CGCM3,rcp26,2020,7.316543384615383
MRI-CGCM3,rcp26,2021,7.279560615384615
MRI-CGCM3,rcp26,2022,7.422390615384615
MRI-CGCM3,rcp26,2023,7.177229846153845
MRI-CGCM3,rcp26,2024,7.152512769230769
MRI-CGCM3,rcp26,2025,7.195366307692308
MRI-CGCM3,rcp26,2026,7.394714153846153
MRI-CGCM3,rcp26,2027,7.366257999999999
MRI-CGCM3,rcp26,2028,7.2377323076923075
MRI-CGCM3,rcp26,2029,7.624644615384616
MRI-CGCM3,rcp26,2030,7.237902461538461
MRI-CGCM3,rcp26,2031,7.237070615384615
MRI-CGCM3,rcp26,2032,7.221177076923077
MRI-CGCM3,rcp26,2033,6.925539846153845
MRI-CGCM3,rcp26,2034,7.449171384615385
MRI-CGCM3,rcp26,2035,7.369520769230769
MRI-CGCM3,rcp26,2036,7.473384769230769
NorESM1-M,rcp26,2006,7.286796000000001
NorESM1-M,rcp26,2007,6.898116461538462
NorESM1-M,rcp26,2008,6.908141076923076
NorESM1-M,rcp26,2009,7.685768461538461
NorESM1-M,rcp26,2010,7.50466
NorESM1-M,rcp26,2011,7.601345846153847
NorESM1-M,rcp26,2012,7.015717230769231
NorESM1-M,rcp26,2013,7.260087076923076
NorESM1-M,rcp26,2014,7.6853676923076915
NorESM1-M,rcp26,2015,7.216965538461538
NorESM1-M,rcp26,2016,7.736617538461539
NorESM1-M,rcp26,2017,7.635286307692309
NorESM1-M,rcp26,2018,7.809118
NorESM1-M,rcp26,2019,7.412944923076922
NorESM1-M,rcp26,2020,7.560647076923076
NorESM1-M,rcp26,2021,7.565393076923076
NorESM1-M,rcp26,2022,7.457119076923076
NorESM1-M,rcp26,2023,7.761455384615385
NorESM1-M,rcp26,2024,7.564587076923075
NorESM1-M,rcp26,2025,7.441203692307693
NorESM1-M,rcp26,2026,7.364720307692307
NorESM1-M,rcp26,2027,7.696940153846153
NorESM1-M,rcp26,2028,7.9831101538461535
NorESM1-M,rcp26,2029,7.352393076923078
NorESM1-M,rcp26,2030,7.184142307692307
NorESM1-M,rcp26,2031,7.289507230769232
NorESM1-M,rcp26,2032,7.447827076923078
NorESM1-M,rcp26,2033,7.310225538461538
NorESM1-M,rcp26,2034,7.289047692307691
NorESM1-M,rcp26,2035,7.7201330769230765
NorESM1-M,rcp26,2036,8.136933846153845
ACCESS1-0,rcp45,2006,7.248911384615385
ACCESS1-0,rcp45,2007,7.463847538461539
ACCESS1-0,rcp45,2008,7.737799692307693
ACCESS1-0,rcp45,2009,7.374969846153846
ACCESS1-0,rcp45,2010,7.9737933846153854
ACCESS1-0,rcp45,2011,7.116131076923077
ACCESS1-0,rcp45,2012,8.123843384615384
ACCESS1-0,rcp45,2013,7.663540153846153
ACCESS1-0,rcp45,2014,7.636594461538461
ACCESS1-0,rcp45,2015,7.3390650769230765
ACCESS1-0,rcp45,2016,8.264473538461539
ACCESS1-0,rcp45,2017,7.771304307692307
ACCESS1-0,rcp45,2018,7.034897384615384
ACCESS1-0,rcp45,2019,7.703970615384615
ACCESS1-0,rcp45,2020,7.622990769230769
ACCESS1-0,rcp45,2021,7.824158923076923
ACCESS1-0,rcp45,2022,7.677581999999999
ACCESS1-0,rcp45,2023,7.654283230769231
ACCESS1-0,rcp45,2024,7.632311538461539
ACCESS1-0,rcp45,2025,7.728321999999999
ACCESS1-0,rcp45,2026,7.551684615384616
ACCESS1-0,rcp45,2027,7.71737523076923
ACCESS1-0,rcp45,2028,7.429891846153845
ACCESS1-0,rcp45,2029,7.548035692307693
ACCESS1-0,rcp45,2030,7.717759692307691
ACCESS1-0,rcp45,2031,8.173116923076924
ACCESS1-0,rcp45,2032,8.316123076923077
ACCESS1-0,rcp45,2033,8.428350615384614
ACCESS1-0,rcp45,2034,7.866652
ACCESS1-0,rcp45,2035,8.161787076923076
ACCESS1-0,rcp45,2036,7.990723846153847
ACCESS1-3,rcp45,2006,6.991132923076923
ACCESS1-3,rcp45,2007,6.861431538461539
ACCESS1-3,rcp45,2008,6.762147384615385
ACCESS1-3,rcp45,2009,7.014224461538461
ACCESS1-3,rcp45,2010,7.327167538461539
ACCESS1-3,rcp45,2011,6.6390815384615385
ACCESS1-3,rcp45,2012,6.959836615384615
ACCESS1-3,rcp45,2013,7.527787692307692
ACCESS1-3,rcp45,2014,7.2908539999999995
ACCESS1-3,rcp45,2015,7.513224923076923
ACCESS1-3,rcp45,2016,7.137786461538462
ACCESS1-3,rcp45,2017,7.29087123076923
ACCESS1-3,rcp45,2018,7.501772615384614
ACCESS1-3,rcp45,2019,7.447215692307692
ACCESS1-3,rcp45,2020,7.297092
ACCESS1-3,rcp45,2021,6.94920646153846
ACCESS1-3,rcp45,2022,7.27421476923077
ACCESS1-3,rcp45,2023,7.438883846153845
ACCESS1-3,rcp45,2024,6.988532
ACCESS1-3,rcp45,2025,7.659813692307692
ACCESS1-3,rcp45,2026,7.047554923076922
ACCESS1-3,rcp45,2027,7.8154243076923064
ACCESS1-3,rcp45,2028,7.833080307692309
ACCESS1-3,rcp45,2029,7.3988429230769235
ACCESS1-3,rcp45,2030,7.775386769230769
ACCESS1-3,rcp45,2031,7.632787384615385
ACCESS1-3,rcp45,2032,7.0542803076923075
ACCESS1-3,rcp45,2033,7.792953384615386
ACCESS1-3,rcp45,2034,7.292745999999999
ACCESS1-3,rcp45,2035,7.205036615384615
ACCESS1-3,rcp45,2036,7.10034446153846
bcc-csm1-1-m,rcp45,2006,7.66651123076923
bcc-csm1-1-m,rcp45,2007,6.882277538461538
bcc-csm1-1-m,rcp45,2008,7.831023076923077
bcc-csm1-1-m,rcp45,2009,7.468754153846152
bcc-csm1-1-m,rcp45,2010,6.834659538461538
bcc-csm1-1-m,rcp45,2011,7.301077692307692
bcc-csm1-1-m,rcp45,2012,7.1988336923076925
bcc-csm1-1-m,rcp45,2013,6.999183076923077
bcc-csm1-1-m,rcp45,2014,7.48923323076923
bcc-csm1-1-m,rcp45,2015,7.455363692307692
bcc-csm1-1-m,rcp45,2016,7.693253230769231
bcc-csm1-1-m,rcp45,2017,8.071149692307692
bcc-csm1-1-m,rcp45,2018,7.9994527692307695
bcc-csm1-1-m,rcp45,2019,7.493343230769231
bcc-csm1-1-m,rcp45,2020,7.374930615384615
bcc-csm1-1-m,rcp45,2021,6.992964923076922
bcc-csm1-1-m,rcp45,2022,7.674981230769232
bcc-csm1-1-m,rcp45,2023,7.825843384615384
bcc-csm1-1-m,rcp45,2024,7.954588461538462
bcc-csm1-1-m,rcp45,2025,8.050891230769231
bcc-csm1-1-m,rcp45,2026,7.908266
bcc-csm1-1-m,rcp45,2027,7.485918153846154
bcc-csm1-1-m,rcp45,2028,7.83142553846154
bcc-csm1-1-m,rcp45,2029,7.440355538461539
bcc-csm1-1-m,rcp45,2030,7.380928615384614
bcc-csm1-1-m,rcp45,2031,7.5870426153846156
bcc-csm1-1-m,rcp45,2032,7.58709723076923
bcc-csm1-1-m,rcp45,2033,7.912618307692307
bcc-csm1-1-m,rcp45,2034,7.3162706153846155
bcc-csm1-1-m,rcp45,2035,8.130815846153846
bcc-csm1-1-m,rcp45,2036,7.793604615384616
bcc-csm1-1,rcp45,2006,7.531969692307691
bcc-csm1-1,rcp45,2007,8.030074461538462
bcc-csm1-1,rcp45,2008,8.156080000000001
bcc-csm1-1,rcp45,2009,8.254411384615384
bcc-csm1-1,rcp45,2010,7.586438153846154
bcc-csm1-1,rcp45,2011,7.784125692307691
bcc-csm1-1,rcp45,2012,7.114273692307691
bcc-csm1-1,rcp45,2013,8.020219384615384
bcc-csm1-1,rcp45,2014,8.031137692307691
bcc-csm1-1,rcp45,2015,7.860862615384615
bcc-csm1-1,rcp45,2016,7.396383846153846
bcc-csm1-1,rcp45,2017,7.709723846153846
bcc-csm1-1,rcp45,2018,7.838628461538462
bcc-csm1-1,rcp45,2019,8.000514615384615
bcc-csm1-1,rcp45,2020,7.46533723076923
bcc-csm1-1,rcp45,2021,7.61817046153846
bcc-csm1-1,rcp45,2022,8.007360153846152
bcc-csm1-1,rcp45,2023,7.932265692307693
bcc-csm1-1,rcp45,2024,8.240163538461537
bcc-csm1-1,rcp45,2025,7.960835538461538
bcc-csm1-1,rcp45,2026,7.965360307692308
bcc-csm1-1,rcp45,2027,8.210877692307692
bcc-csm1-1,rcp45,2028,7.135945384615384
bcc-csm1-1,rcp45,2029,7.193554461538462
bcc-csm1-1,rcp45,2030,7.815514
bcc-csm1-1,rcp45,2031,7.288818
bcc-csm1-1,rcp45,2032,8.724815076923077
bcc-csm1-1,rcp45,2033,8.26930523076923
bcc-csm1-1,rcp45,2034,7.658186461538462
bcc-csm1-1,rcp45,2035,8.451707076923077
bcc-csm1-1,rcp45,2036,7.63765523076923
BNU-ESM,rcp45,2006,7.174444
BNU-ESM,rcp45,2007,7.540575076923076
BNU-ESM,rcp45,2008,7.234385692307693
BNU-ESM,rcp45,2009,6.983311538461539
BNU-ESM,rcp45,2010,6.933055076923077
BNU-ESM,rcp45,2011,7.606291076923077
BNU-ESM,rcp45,2012,7.43287723076923
BNU-ESM,rcp45,2013,7.563439230769232
BNU-ESM,rcp45,2014,7.851104461538461
BNU-ESM,rcp45,2015,7.644892307692307
BNU-ESM,rcp45,2016,7.227417692307692
BNU-ESM,rcp45,2017,7.78687323076923
BNU-ESM,rcp45,2018,7.379488461538461
BNU-ESM,rcp45,2019,7.6419535384615385
BNU-ESM,rcp45,2020,7.491119999999999
BNU-ESM,rcp45,2021,7.232697076923077
BNU-ESM,rcp45,2022,7.295528923076924
BNU-ESM,rcp45,2023,7.439325846153845
BNU-ESM,rcp45,2024,7.203076923076923
BNU-ESM,rcp45,2025,7.732632307692307
BNU-ESM,rcp45,2026,7.5775475384615385
BNU-ESM,rcp45,2027,7.871249692307692
BNU-ESM,rcp45,2028,7.7454867692307685
BNU-ESM,rcp45,2029,7.907345846153845
BNU-ESM,rcp45,2030,7.725168923076923
BNU-ESM,rcp45,2031,7.443230153846153
BNU-ESM,rcp45,2032,7.480638153846154
BNU-ESM,rcp45,2033,7.291346461538462
BNU-ESM,rcp45,2034,7.855580923076923
BNU-ESM,rcp45,2035,7.985905692307693
BNU-ESM,rcp45,2036,7.105881076923077
CanESM2,rcp45,2006,7.883099999999999
CanESM2,rcp45,2007,7.471570000000001
CanESM2,rcp45,2008,7.127457538461538
CanESM2,rcp45,2009,6.920749076923077
CanESM2,rcp45,2010,7.5058573846153855
CanESM2,rcp45,2011,7.712071384615385
CanESM2,rcp45,2012,8.018263999999999
CanESM2,rcp45,2013,6.967341076923076
CanESM2,rcp45,2014,6.993224615384615
CanESM2,rcp45,2015,7.5440393846153855
CanESM2,rcp45,2016,6.87014523076923
CanESM2,rcp45,2017,7.303389846153847
CanESM2,rcp45,2018,7.360770615384614
CanESM2,rcp45,2019,7.389098
CanESM2,rcp45,2020,7.584625538461539
CanESM2,rcp45,2021,7.552347538461538
CanESM2,rcp45,2022,7.712448615384615
CanESM2,rcp45,2023,7.406163692307692
CanESM2,rcp45,2024,7.870813384615383
CanESM2,rcp45,2025,7.417709692307692
CanESM2,rcp45,2026,7.387172153846154
CanESM2,rcp45,2027,7.626755846153848
CanESM2,rcp45,2028,7.721780153846154
CanESM2,rcp45,2029,7.966400153846153
CanESM2,rcp45,2030,7.809317538461539
CanESM2,rcp45,2031,7.882283846153846
CanESM2,rcp45,2032,7.837633538461539
CanESM2,rcp45,2033,8.112740769230768
CanESM2,rcp45,2034,8.015881076923076
CanESM2,rcp45,2035,7.549283384615385
CanESM2,rcp45,2036,7.751754769230769
CCSM4,rcp45,2006,7.086410615384614
CCSM4,rcp45,2007,7.382166153846153
CCSM4,rcp45,2008,7.142346923076922
CCSM4,rcp45,2009,6.924077692307692
CCSM4,rcp45,2010,7.426569846153845
CCSM4,rcp45,2011,7.125112
CCSM4,rcp45,2012,6.752761384615384
CCSM4,rcp45,2013,7.27168676923077
CCSM4,rcp45,2014,6.876096153846153
CCSM4,rcp45,2015,7.371618923076922
CCSM4,rcp45,2016,7.819067538461539
CCSM4,rcp45,2017,7.015326923076922
CCSM4,rcp45,2018,7.398484307692306
CCSM4,rcp45,2019,7.298333846153845
CCSM4,rcp45,2020,7.004938153846154
CCSM4,rcp45,2021,7.0069923076923075
CCSM4,rcp45,2022,7.945852769230769
CCSM4,rcp45,2023,7.536616
CCSM4,rcp45,2024,7.275054
CCSM4,rcp45,2025,7.396613076923077
CCSM4,rcp45,2026,7.189064461538463
CCSM4,rcp45,2027,7.462993384615385
CCSM4,rcp45,2028,6.97456523076923
CCSM4,rcp45,2029,7.030465846153845
CCSM4,rcp45,2030,7.786133076923077
CCSM4,rcp45,2031,6.7245441538461534
CCSM4,rcp45,2032,7.367379692307693
CCSM4,rcp45,2033,7.360179076923076
CCSM4,rcp45,2034,7.947509076923077
CCSM4,rcp45,2035,7.423036923076923
CCSM4,rcp45,2036,7.944646615384616
CESM1-BGC,rcp45,2006,7.541393538461538
CESM1-BGC,rcp45,2007,7.414958307692308
CESM1-BGC,rcp45,2008,7.253500307692306
CESM1-BGC,rcp45,2009,7.136183076923078
CESM1-BGC,rcp45,2010,6.949921692307692
CESM1-BGC,rcp45,2011,7.2158521538461535
CESM1-BGC,rcp45,2012,7.712528307692308
CESM1-BGC,rcp45,2013,6.912566923076922
CESM1-BGC,rcp45,2014,6.908487384615384
CESM1-BGC,rcp45,2015,7.787258615384616
CESM1-BGC,rcp45,2016,7.522291999999999
CESM1-BGC,rcp45,2017,7.294847538461538
CESM1-BGC,rcp45,2018,7.972928
CESM1-BGC,rcp45,2019,7.648332769230769
CESM1-BGC,rcp45,2020,7.91881076923077
CESM1-BGC,rcp45,2021,7.71055323076923
CESM1-BGC,rcp45,2022,7.4348635384615385
CESM1-BGC,rcp45,2023,7.23765723076923
CESM1-BGC,rcp45,2024,7.627742461538461
CESM1-BGC,rcp45,2025,7.228184
CESM1-BGC,rcp45,2026,7.593495692307691
CESM1-BGC,rcp45,2027,7.667344461538462
CESM1-BGC,rcp45,2028,7.1311613846153845
CESM1-BGC,rcp45,2029,7.604508000000001
CESM1-BGC,rcp45,2030,7.291823076923076
CESM1-BGC,rcp45,2031,7.1454886153846155
CESM1-BGC,rcp45,2032,7.982585384615385
CESM1-BGC,rcp45,2033,7.688606615384616
CESM1-BGC,rcp45,2034,7.13081123076923
CESM1-BGC,rcp45,2035,6.934162615384615
CESM1-BGC,rcp45,2036,7.354854769230769
CESM1-CAM5,rcp45,2006,6.791827076923077
CESM1-CAM5,rcp45,2007,7.27138523076923
CESM1-CAM5,rcp45,2008,7.077147692307692
CESM1-CAM5,rcp45,2009,7.216077384615384
CESM1-CAM5,rcp45,2010,7.335110153846154
CESM1-CAM5,rcp45,2011,7.3584352307692305
CESM1-CAM5,rcp45,2012,6.7251213846153854
CESM1-CAM5,rcp45,2013,6.824779076923076
CESM1-CAM5,rcp45,2014,7.143104
CESM1-CAM5,rcp45,2015,7.365684307692306
CESM1-CAM5,rcp45,2016,7.131423999999999
CESM1-CAM5,rcp45,2017,6.857746461538462
CESM1-CAM5,rcp45,2018,7.505123230769231
CESM1-CAM5,rcp45,2019,6.930322
CESM1-CAM5,rcp45,2020,7.361162769230769
CESM1-CAM5,rcp45,2021,7.560438
CESM1-CAM5,rcp45,2022,7.55764923076923
CESM1-CAM5,rcp45,2023,7.048727384615385
CESM1-CAM5,rcp45,2024,7.438229384615384
CESM1-CAM5,rcp45,2025,7.584377846153847
CESM1-CAM5,rcp45,2026,7.545654615384614
CESM1-CAM5,rcp45,2027,6.9938280000000015
CESM1-CAM5,rcp45,2028,7.213218769230768
CESM1-CAM5,rcp45,2029,7.6952983076923065
CESM1-CAM5,rcp45,2030,7.872796461538461
CESM1-CAM5,rcp45,2031,7.6469647692307685
CESM1-CAM5,rcp45,2032,7.199274923076922
CESM1-CAM5,rcp45,2033,7.922008307692308
CESM1-CAM5,rcp45,2034,7.864776153846153
CESM1-CAM5,rcp45,2035,7.876796615384614
CESM1-CAM5,rcp45,2036,7.585130769230769
CMCC-CMS,rcp45,2006,7.398862307692308
CMCC-CMS,rcp45,2007,6.936669230769232
CMCC-CMS,rcp45,2008,6.844028461538461
CMCC-CMS,rcp45,2009,6.425863846153846
CMCC-CMS,rcp45,2010,8.035758307692308
CMCC-CMS,rcp45,2011,7.754003692307692
CMCC-CMS,rcp45,2012,7.289903538461539
CMCC-CMS,rcp45,2013,7.876882461538461
CMCC-CMS,rcp45,2014,7.642568000000001
CMCC-CMS,rcp45,2015,7.069219384615384
CMCC-CMS,rcp45,2016,8.142585692307692
CMCC-CMS,rcp45,2017,7.840788307692307
CMCC-CMS,rcp45,2018,7.783154615384616
CMCC-CMS,rcp45,2019,7.73376923076923
CMCC-CMS,rcp45,2020,7.9872218461538464
CMCC-CMS,rcp45,2021,7.848739538461537
CMCC-CMS,rcp45,2022,7.101902307692309
CMCC-CMS,rcp45,2023,6.949411384615384
CMCC-CMS,rcp45,2024,7.9624179999999996
CMCC-CMS,rcp45,2025,7.634488461538461
CMCC-CMS,rcp45,2026,7.704351999999999
CMCC-CMS,rcp45,2027,7.87684723076923
CMCC-CMS,rcp45,2028,7.639863384615384
CMCC-CMS,rcp45,2029,7.319397692307692
CMCC-CMS,rcp45,2030,7.793082153846154
CMCC-CMS,rcp45,2031,7.747808307692307
CMCC-CMS,rcp45,2032,7.208937846153847
CMCC-CMS,rcp45,2033,8.719528769230768
CMCC-CMS,rcp45,2034,7.622506153846152
CMCC-CMS,rcp45,2035,7.755510461538462
CMCC-CMS,rcp45,2036,8.585466307692307
CMCC-CM,rcp45,2006,6.994831076923076
CMCC-CM,rcp45,2007,7.239725692307693
CMCC-CM,rcp45,2008,7.1856906153846145
CMCC-CM,rcp45,2009,7.0370796923076915
CMCC-CM,rcp45,2010,7.1348295384615374
CMCC-CM,rcp45,2011,6.897931076923076
CMCC-CM,rcp45,2012,7.196716153846154
CMCC-CM,rcp45,2013,7.108319846153846
CMCC-CM,rcp45,2014,7.099656307692308
CMCC-CM,rcp45,2015,7.155011384615385
CMCC-CM,rcp45,2016,7.423799846153846
CMCC-CM,rcp45,2017,7.358887692307692
CMCC-CM,rcp45,2018,7.32130276923077
CMCC-CM,rcp45,2019,7.514340923076922
CMCC-CM,rcp45,2020,7.155512923076922
CMCC-CM,rcp45,2021,7.099414923076924
CMCC-CM,rcp45,2022,7.025200615384615
CMCC-CM,rcp45,2023,7.362180461538462
CMCC-CM,rcp45,2024,7.152919230769229
CMCC-CM,rcp45,2025,7.209380615384615
CMCC-CM,rcp45,2026,7.743307230769231
CMCC-CM,rcp45,2027,7.7672099999999995
CMCC-CM,rcp45,2028,7.631021692307693
CMCC-CM,rcp45,2029,7.712217846153846
CMCC-CM,rcp45,2030,7.484102461538461
CMCC-CM,rcp45,2031,7.518097384615384
CMCC-CM,rcp45,2032,7.216025384615383
CMCC-CM,rcp45,2033,7.437134461538461
CMCC-CM,rcp45,2034,7.3745987692307695
CMCC-CM,rcp45,2035,7.356430153846153
CMCC-CM,rcp45,2036,7.639894615384616
CNRM-CM5,rcp45,2006,6.79866523076923
CNRM-CM5,rcp45,2007,7.016202000000001
CNRM-CM5,rcp45,2008,7.529322923076923
CNRM-CM5,rcp45,2009,7.3651159999999996
CNRM-CM5,rcp45,2010,7.027055384615384
CNRM-CM5,rcp45,2011,7.382302461538462
CNRM-CM5,rcp45,2012,7.047893692307692
