LON,LAT,rx1day_5yr,rx1day_10yr,rx1day_25yr,rx1day_75yr,rx1day_100yr,rx1day_200yr,rx2day_5yr,rx2day_10yr,rx2day_25yr,rx2day_75yr,rx2day_100yr,rx2day_200yr,rx3day_5yr,rx3day_10yr,rx3day_25yr,rx3day_75yr,rx3day_100yr,rx3day_200yr,rx4day_5yr,rx4day_10yr,rx4day_25yr,rx4day_75yr,rx4day_100yr,rx4day_200yr,rx5day_5yr,rx5day_10yr,rx5day_25yr,rx5day_75yr,rx5day_100yr,rx5day_200yr
121.45,25.1,26.71952858,36.27553835,42.65917777,47.29491675,52.45891864,57.11492544,30.46435108,41.82913566,54.82335348,60.39241153,65.07164089,69.12373519,31.56772657,37.38562784,43.12666152,48.33422856,55.4007967,62.12554518,33.25792073,39.06141021,45.84733958,50.15074957,53.08011871,55.51747594,33.83861009,38.67685322,47.66563032,53.03698107,54.40779773,55.56778979
121.45,25.15,28.31487919,35.23520487,41.27076684,45.13692858,49.27292095,53.12884898,30.71383305,39.6705439,49.20179603,54.32924311,57.82112096,62.06738395,31.77765044,35.99930244,41.1162638,45.05866477,50.79116162,55.99033039,31.14918212,40.99152217,44.78795506,47.44935572,48.59806552,49.57978061,31.31016634,38.14283006,54.12224502,55.48869094,56.59384651,57.51095623
121.5,25.05,27.42308719,34.88319505,41.38416156,45.16445175,48.22308691,50.98214431,33.29214158,39.69033734,48.9386576,54.56687786,59.32287837,63.40040916,32.77710252,37.71833006,49.52643992,55.66434937,61.21771532,66.2807585,32.55167302,38.07950256,39.90675994,40.58829547,43.7781513,52.41021724,33.17187593,39.68698998,44.69400126,46.69422711,48.32348844,49.28434692
121.5,25.1,26.37290826,37.26480483,44.92098677,51.22570299,56.55580284,61.13069214,32.44913044,43.40878325,52.33806678,57.21916938,63.02031194,68.22505401,32.80568107,40.12260535,48.66184208,54.37819697,59.5663189,64.30919275,32.35551408,39.78711866,43.73506854,44.74713896,49.66721507,54.4034135,36.55730305,41.86521967,46.74386902,51.36509099,52.12556572,52.75242313
121.5,25.15,24.18283641,31.35395057,43.08721576,50.55873875,52.29651819,53.67954531,29.69924918,35.94363076,42.57664185,47.98271876,51.37272284,54.36297318,33.7689433,33.11923157,48.22078835,54.92223514,57.92677963,60.57294899,33.29009437,34.52973108,38.15627,43.24603198,48.04100448,52.31302268,34.59451198,40.58659232,44.42718473,51.06486887,56.92820146,62.15714161
121.5,25.2,23.8150331,28.48052329,39.81613724,47.14167883,53.60322931,55.79346006,31.49133869,37.86889503,40.96243623,47.857722,51.17039272,54.08813337,34.30787883,35.0501513,46.09278233,55.80926293,58.98309511,61.1249798,33.84827358,37.03321661,41.23510932,46.16485063,51.72452583,56.69674597,35.41924716,43.70719743,47.49484601,51.45383556,57.9182999,63.81107598
121.5,25,27.33980015,32.57506983,41.24171378,45.2952993,48.63204597,51.87562788,31.51503587,40.043637,46.16220183,50.97315508,54.9514398,57.83611147,32.91968267,37.2121144,46.25585697,52.31053974,57.80903046,63.92943166,30.62820783,39.50971327,43.36459196,44.68385218,50.26000121,55.43242165,31.00562382,36.13328293,41.97366257,44.97957939,47.36235782,49.29498407
121.55,24.95,29.12499187,34.85870143,40.94021156,43.72339315,46.11144085,48.20449512,31.51744414,37.67114463,44.29760832,47.75024177,47.15536696,48.80290615,34.60796341,39.0433196,41.27009701,48.20540811,54.43647981,60.06513216,31.39091988,35.76022041,39.75341257,39.34836002,47.71985525,52.93696411,33.66441254,39.88045996,38.18400968,39.14022497,40.59282381,45.55472302
121.55,25.05,30.04162817,33.57801407,37.71634156,39.93923298,42.1284094,44.1389988,32.78350066,41.05860229,43.86495875,46.85320802,49.26756025,51.45960604,34.8694674,40.92083224,55.39664246,62.61256661,67.8919236,71.14263756,32.00446711,40.17367892,40.58806543,41.1960099,48.95721,59.07010175,34.06244265,40.92309013,41.80198202,42.15983139,42.45346346,43.31471539
121.55,25.1,28.23301424,31.51374975,40.71700349,42.02580326,46.4651453,50.42227967,31.73946593,38.79718491,45.92722831,50.23451614,53.88587345,57.0375202,34.44914096,44.46428653,55.02175316,62.11705819,68.47863684,74.19488589,31.83898563,42.72053526,39.04537895,45.53294593,51.66920907,57.42950509,36.26564366,39.04443387,43.43768481,43.91272937,44.56755664,44.79899482
