LON,LAT,rx1day_5yr,rx1day_10yr,rx1day_25yr,rx1day_75yr,rx1day_100yr,rx1day_200yr,rx2day_5yr,rx2day_10yr,rx2day_25yr,rx2day_75yr,rx2day_100yr,rx2day_200yr,rx3day_5yr,rx3day_10yr,rx3day_25yr,rx3day_75yr,rx3day_100yr,rx3day_200yr,rx4day_5yr,rx4day_10yr,rx4day_25yr,rx4day_75yr,rx4day_100yr,rx4day_200yr,rx5day_5yr,rx5day_10yr,rx5day_25yr,rx5day_75yr,rx5day_100yr,rx5day_200yr
121.45,25.1,18.27841751,21.24958818,24.31427037,24.73009159,26.43472501,27.88612997,18.34688118,19.39606907,20.58654703,21.60203108,22.60310514,23.55677289,21.87093247,22.27719697,20.72315679,20.66543545,21.83431136,23.32577411,24.57994562,23.64042639,22.39894636,21.74689642,22.02664483,22.79350355,23.71439169,24.50301134,24.30837214,22.91850699,21.21981896,22.17822967
121.45,25.15,17.77537639,21.34984268,24.04672392,23.74132302,24.33215817,25.43669393,19.0895701,18.9297717,19.58063884,19.8979759,20.0832084,20.18615591,22.3925735,21.41322119,21.14290395,23.35981486,23.52599031,25.09615149,25.71309313,23.11296977,20.29552848,18.5585869,19.52037157,21.2921956,23.76910986,19.25278501,20.17772158,22.6650774,22.480888,21.59295289
121.5,25.05,19.28403968,23.90750691,28.09964861,28.28331514,30.44359393,32.45687821,20.27861967,19.66039746,21.45744438,24.1557935,28.26800753,27.3809155,22.74341388,27.00583153,27.41993132,27.26112318,27.89147042,27.71400701,22.80604967,27.2233932,25.11107467,28.42948787,26.24541059,26.92969394,24.52473629,26.98727415,25.60225228,24.33572558,26.85937757,25.28801897
121.5,25.1,20.28925177,23.69223403,25.97322155,27.3423673,28.50599754,29.40747637,19.06393587,20.56221918,20.98663176,21.84917671,23.10185734,25.38457206,21.57620128,22.62339693,22.19056586,25.16670773,27.69529337,28.6909407,24.31367197,24.8988371,24.62673609,25.58379121,27.90305421,28.04484952,23.41367719,25.02087232,24.43778237,23.75916855,24.6544473,26.58526891
121.5,25.15,17.44821479,19.4451471,23.76621053,23.60404593,23.14521875,23.94458272,17.00489163,20.04151219,16.11817406,14.67722575,12.54629317,12.3961758,20.49573521,20.02888219,18.0847834,16.59017032,15.19195862,13.91415242,20.56686209,18.47260736,15.88969083,19.86545785,21.58652754,19.72648322,23.99885145,18.83679078,16.62198174,18.11412782,20.49233604,21.00779491
121.5,25,17.6308484,21.89112244,26.47971294,29.30986492,30.96712432,32.79156121,20.78308798,21.00086233,20.23429614,22.87987994,24.57868147,23.85831305,22.91913657,24.28790509,24.66598445,25.88861268,24.73680037,25.34244904,23.79615022,24.35632273,25.40417136,24.81551657,23.02230241,23.06022237,23.60672588,27.13205811,27.15561938,27.13854056,27.12040213,27.06238216
121.5,25.2,16.47775108,18.01628577,19.62688887,20.89795133,22.09843887,23.21656992,16.96901428,21.42009239,17.22936721,16.30508298,17.97611313,16.38762899,18.11566361,18.95929832,21.35688649,19.50781662,21.2373754,20.44266764,21.93741319,20.07367997,18.04355534,21.30607491,24.21258442,26.83050987,22.42235317,20.67748148,18.24965797,18.51933442,18.21401314,18.05263971
121.55,24.95,17.98339297,22.27551354,24.7001377,25.36366498,27.68578406,28.89943384,20.15699546,18.76116321,20.27729705,21.39753687,20.65651891,21.41004464,22.15943342,23.35619204,22.15070162,24.9848931,25.24427064,24.03872835,22.01435592,25.13490038,25.100647,25.06701003,24.88561047,24.7149044,21.6814963,23.85124647,25.1989054,27.36451186,26.88690985,26.42533786
121.55,25.05,20.17946501,25.03729946,26.45948587,25.67562458,26.86444573,29.50240491,19.08253641,19.49999555,22.67693461,24.33069336,24.15011489,24.53323236,23.07317447,22.30165276,22.19602751,23.41919381,23.77607671,22.89342993,22.96142118,23.34874085,24.30766524,23.93642356,24.21713729,24.59541566,23.82234525,25.62815274,23.99595975,24.15226407,23.73514971,24.73108703
121.55,25.1,19.38827639,23.48270667,24.33870548,24.81413671,25.19870303,25.51956307,18.90802059,18.50037665,18.20868448,21.77279309,22.87826993,20.95487166,23.25863732,20.57455951,24.48502751,23.55460568,21.15689979,20.74678149,22.61376481,22.88402585,25.36684368,24.27501196,22.95630585,24.48611552,25.38698529,24.31655916,22.86740515,22.73960569,23.2434038,26.61053681
