LON,LAT,rx1day_5yr,rx1day_10yr,rx1day_25yr,rx1day_75yr,rx1day_100yr,rx1day_200yr,rx2day_5yr,rx2day_10yr,rx2day_25yr,rx2day_75yr,rx2day_100yr,rx2day_200yr,rx3day_5yr,rx3day_10yr,rx3day_25yr,rx3day_75yr,rx3day_100yr,rx3day_200yr,rx4day_5yr,rx4day_10yr,rx4day_25yr,rx4day_75yr,rx4day_100yr,rx4day_200yr,rx5day_5yr,rx5day_10yr,rx5day_25yr,rx5day_75yr,rx5day_100yr,rx5day_200yr
121.55,25.15,-5.510071732,-7.531489788,-11.18196948,-13.75482791,-15.96861143,-18.09899623,-5.172016718,-5.300703716,-10.75937427,-15.14538081,-18.80283064,-21.93993616,-8.005298188,-9.36633394,-15.4007622,-18.18409935,-20.65818281,-22.75207982,-9.630403338,-11.45078105,-15.81868583,-18.31310991,-20.39319591,-22.16391701,-9.541431346,-12.2018488,-15.71264454,-18.13749254,-20.15583177,-21.87470131
121.55,25.2,-2.087893703,-3.51279475,-6.812825108,-9.319523718,-11.98128223,-14.29595914,-4.004969697,-4.100586086,-7.911598887,-11.82012172,-15.13897598,-18.20160513,-7.661084352,-8.074794448,-12.5560729,-16.89843007,-20.45962011,-22.95253457,-9.776220781,-10.72476387,-16.27230397,-19.19531917,-21.62031896,-23.67209966,-9.101709072,-12.40241319,-16.03257852,-19.17062169,-21.77513535,-23.9779124
121.55,25,-3.642080115,-4.223537345,-8.529424425,-11.24274397,-13.4459577,-15.2853478,-1.489860527,-2.216254945,-5.416504026,-8.558529802,-11.53844492,-14.11584386,-3.476633714,-3.363587124,-8.372408635,-11.30004536,-13.72418629,-15.77533366,-4.631742694,-6.58763371,-12.4088784,-15.72165701,-18.10878462,-20.15751048,-4.473952018,-8.089130247,-13.18455439,-16.41459673,-19.14245272,-21.48802234
121.6,24.95,-2.703660513,-2.183104283,-6.081926675,-8.437307407,-10.37545267,-12.01457848,-3.89571462,-1.728182525,-2.680610921,-5.53735966,-8.34224908,-10.74423335,-5.323829199,-4.118300791,-6.509207455,-8.025370025,-9.29114908,-11.14094624,-5.450773508,-7.96546095,-11.54780735,-13.60996993,-16.29338343,-18.44450543,-5.686097524,-9.654306983,-13.05690278,-15.43442765,-17.96203801,-20.13284356
121.6,25.05,-3.355478115,-4.858928113,-8.096192991,-10.59590859,-13.14854751,-15.36791339,-1.402536132,-3.137234501,-7.587284487,-11.62430524,-15.15585534,-17.84205253,-3.663110413,-5.657738648,-11.83299842,-15.4033709,-18.43254432,-21.36238681,-4.878436633,-9.913685327,-15.01783721,-18.39912838,-21.236454,-23.66073682,-4.873144202,-10.3670945,-15.25280561,-18.95413114,-22.05895599,-24.71106269
121.6,25.1,-3.369083544,-5.651222142,-8.997429946,-11.80774625,-14.26311828,-16.79972928,-2.420295382,-4.538399592,-9.411233779,-13.66455874,-17.48727175,-19.58937862,-4.870727033,-7.606925338,-14.45233836,-16.91597852,-19.65658223,-21.98364629,-6.471239399,-10.61636708,-15.40012944,-18.59589309,-21.26461043,-23.53488611,-6.097584882,-10.84679442,-15.42839027,-18.8574221,-21.71720219,-24.1463664
121.6,25.15,-4.437321764,-7.722429971,-11.94047603,-14.44440111,-17.01113706,-19.33858637,-5.693540494,-4.568350817,-11.01425876,-15.64371336,-17.01887067,-18.07939479,-8.478854158,-8.69889254,-15.58686244,-18.74663211,-21.14390034,-23.58470579,-10.41542532,-12.05084641,-16.87237856,-19.28628162,-21.27424893,-23.3296902,-9.864703446,-12.95202959,-16.25840776,-18.57782271,-20.48606829,-22.09576913
121.6,25.2,-3.641849636,-6.932961995,-8.809948458,-10.86953394,-12.7499399,-14.46481724,-4.191196312,-5.2681241,-11.15575653,-15.83965919,-17.85117834,-18.92700686,-8.678291849,-9.585552735,-15.65863618,-19.78613981,-22.45603882,-25.1400994,-10.27177871,-12.94104245,-18.2954216,-21.2967329,-23.76810524,-26.15385513,-9.243310516,-12.00368546,-16.93825203,-20.05338565,-22.64140265,-24.99074778
121.6,25,-3.56354883,-4.727001391,-8.389598202,-10.44036502,-12.10832059,-13.50668556,-1.380880379,-2.694352895,-5.876515584,-9.75267141,-13.06220193,-15.09336376,-3.59608356,-4.147922067,-8.681670744,-11.76227231,-14.32187885,-16.55639831,-4.185151728,-8.255609093,-13.6570724,-16.7344038,-19.14669202,-21.21400061,-4.416979209,-10.22171118,-13.92183668,-17.07874458,-19.73695399,-22.01632943
121.65,25.05,-5.236145272,-5.732663112,-7.896567394,-9.974412752,-11.78755844,-13.44318634,-5.366171521,-4.964168339,-10.36868497,-14.0484994,-17.35094288,-18.33610402,-6.729402702,-7.457997898,-13.09242081,-16.34813117,-19.19187905,-21.03971919,-8.40672011,-9.905488137,-15.29559541,-17.80085964,-19.89651517,-21.68214606,-8.122787935,-11.41975199,-15.33325433,-17.64623272,-19.58387138,-21.42912085
121.65,25.1,-6.183470183,-6.942765947,-9.729010384,-11.70957369,-13.6131939,-15.55579987,-6.19180928,-5.747314427,-10.81330783,-14.9288326,-17.08900544,-18.0180431,-8.510526786,-8.270536074,-13.96828988,-18.01643527,-20.5842301,-22.43674282,-10.33194192,-11.38705139,-16.59959141,-19.1124222,-21.1886325,-23.03984613,-9.543538193,-11.94032122,-16.04862963,-18.6512138,-20.80703178,-22.62737065
121.65,25,-3.532166621,-5.760980236,-7.547912885,-9.471590201,-11.37512726,-13.0526284,-2.989956279,-2.674947141,-6.904870083,-10.68225276,-13.81620284,-14.58304436,-5.184223698,-4.667213717,-9.356753092,-12.96059062,-15.95213514,-18.4828405,-6.754099826,-8.915113814,-14.17955921,-16.52556613,-18.49494295,-20.18009874,-7.1335431,-11.24653921,-13.8937711,-16.35527573,-18.42701185,-20.20377541
