organism,scenario,bio_year,season_group,ensemble_dd_share,ensemble_seasonal_dd,n_models
Aedes albopictus,rcp45,2015,Nov-Apr,37.13469794144818,2274.836985430319,27
Aedes albopictus,rcp45,2016,May-Oct,62.59163907413353,3852.9517923736507,27
Aedes albopictus,rcp45,2016,Nov-Apr,37.40836092586647,2305.139853974351,27
Aedes albopictus,rcp45,2017,May-Oct,63.64895367457871,3890.686381638115,27
Aedes albopictus,rcp45,2017,Nov-Apr,36.35104632542128,2228.4155920867383,27
Aedes albopictus,rcp45,2018,May-Oct,63.055419115164575,3863.5923326009597,27
Aedes albopictus,rcp45,2018,Nov-Apr,36.944580884835425,2267.47717748406,27
Aedes albopictus,rcp45,2019,May-Oct,62.855399510789,3842.487620797509,27
Aedes albopictus,rcp45,2019,Nov-Apr,37.144600489211,2272.6922586235073,27
Aedes albopictus,rcp45,2020,May-Oct,63.149598113033434,3874.887279477741,27
Aedes albopictus,rcp45,2020,Nov-Apr,36.850401886966566,2265.937282646604,27
Aedes albopictus,rcp45,2021,May-Oct,63.031192701568614,3871.597214902883,27
Aedes albopictus,rcp45,2021,Nov-Apr,36.96880729843139,2275.4248996716033,27
Aedes albopictus,rcp45,2022,May-Oct,63.40860466806886,3885.7980453795053,27
Aedes albopictus,rcp45,2022,Nov-Apr,36.59139533193114,2248.073773104008,27
Aedes albopictus,rcp45,2023,May-Oct,63.2079206961644,3842.6429773362875,27
Aedes albopictus,rcp45,2023,Nov-Apr,36.7920793038356,2244.351237010927,27
Aedes albopictus,rcp45,2024,May-Oct,62.86464109149336,3886.8745715213777,27
Aedes albopictus,rcp45,2024,Nov-Apr,37.13535890850664,2300.280835470781,27
Aedes albopictus,rcp45,2025,May-Oct,63.12840474051985,3923.025480800104,27
Aedes albopictus,rcp45,2025,Nov-Apr,36.87159525948015,2296.0033330455444,27
Aedes albopictus,rcp45,2026,May-Oct,62.803940555487216,3907.0813485969475,27
Aedes albopictus,rcp45,2026,Nov-Apr,37.19605944451279,2316.592098185044,27
Aedes albopictus,rcp45,2027,May-Oct,63.0980279226572,3914.997056052814,27
Aedes albopictus,rcp45,2027,Nov-Apr,36.9019720773428,2295.5348074250196,27
Aedes albopictus,rcp45,2028,May-Oct,63.503233313934984,3938.898093219599,27
Aedes albopictus,rcp45,2028,Nov-Apr,36.496766686065016,2267.5703763439574,27
Aedes albopictus,rcp45,2029,May-Oct,62.78180189899751,3891.5318948054523,27
Aedes albopictus,rcp45,2029,Nov-Apr,37.21819810100249,2311.834925603396,27
Aedes albopictus,rcp45,2030,May-Oct,62.971818433392976,3939.109010287646,27
Aedes albopictus,rcp45,2030,Nov-Apr,37.02818156660703,2321.3144693802765,27
Aedes albopictus,rcp45,2031,May-Oct,62.807470320884846,3926.7866145276016,27
Aedes albopictus,rcp45,2031,Nov-Apr,37.192529679115154,2330.322793622022,27
Aedes albopictus,rcp45,2032,May-Oct,62.45570206862199,3966.6269180385393,27
Aedes albopictus,rcp45,2032,Nov-Apr,37.54429793137802,2392.070453276784,27
Aedes albopictus,rcp45,2033,May-Oct,62.84733801670001,3965.122881020147,27
Aedes albopictus,rcp45,2033,Nov-Apr,37.15266198329999,2349.638398305649,27
Aedes albopictus,rcp45,2034,May-Oct,62.80623332434494,3960.470958606067,27
Aedes albopictus,rcp45,2034,Nov-Apr,37.19376667565506,2351.1831552418425,27
Aedes albopictus,rcp45,2035,May-Oct,62.85240255669173,3949.880612622912,27
Aedes albopictus,rcp45,2035,Nov-Apr,37.14759744330828,2341.818110342149,27
Aedes albopictus,rcp60,2006,May-Oct,63.16184950863943,3814.0587356427036,15
Aedes albopictus,rcp60,2006,Nov-Apr,36.83815049136057,2228.068063188681,15
Aedes albopictus,rcp60,2007,May-Oct,62.1488109662412,3712.525992725262,15
Aedes albopictus,rcp60,2007,Nov-Apr,37.8511890337588,2260.7376253584243,15
Aedes albopictus,rcp60,2008,May-Oct,62.480499908022736,3835.469101094939,15
Aedes albopictus,rcp60,2008,Nov-Apr,37.519500091977264,2305.526957962896,15
Aedes albopictus,rcp60,2009,May-Oct,62.07110071745449,3811.8750977581117,15
Aedes albopictus,rcp60,2009,Nov-Apr,37.92889928254551,2333.883478438686,15
Aedes albopictus,rcp60,2010,May-Oct,62.647617694760626,3809.990112479497,15
Aedes albopictus,rcp60,2010,Nov-Apr,37.352382305239374,2274.515968369477,15
Aedes albopictus,rcp60,2011,May-Oct,62.66976875887074,3822.141789259437,15
Aedes albopictus,rcp60,2011,Nov-Apr,37.33023124112926,2278.1762376110582,15
Aedes albopictus,rcp60,2012,May-Oct,63.07863159170715,3814.318953321866,15
Aedes albopictus,rcp60,2012,Nov-Apr,36.92136840829285,2238.468381035246,15
Aedes albopictus,rcp60,2013,May-Oct,63.42410957749571,3842.406554751606,15
Aedes albopictus,rcp60,2013,Nov-Apr,36.57589042250429,2220.8350762995233,15
Aedes albopictus,rcp60,2014,May-Oct,63.41033595373869,3852.9926360022746,15
Aedes albopictus,rcp60,2014,Nov-Apr,36.58966404626131,2227.888413565127,15
Aedes albopictus,rcp60,2015,May-Oct,62.58950415583636,3811.3121751655676,15
Aedes albopictus,rcp60,2015,Nov-Apr,37.41049584416364,2281.539871876575,15
Aedes albopictus,rcp60,2016,May-Oct,62.41544659285231,3813.6169397675576,15
Aedes albopictus,rcp60,2016,Nov-Apr,37.584553407147695,2301.824489965193,15
Aedes albopictus,rcp60,2017,May-Oct,62.87901165758174,3861.964568215599,15
Aedes albopictus,rcp60,2017,Nov-Apr,37.12098834241826,2282.549941632546,15
Aedes albopictus,rcp60,2018,May-Oct,63.17726775822539,3820.101737858602,15
Aedes albopictus,rcp60,2018,Nov-Apr,36.82273224177461,2232.9607693019125,15
Aedes albopictus,rcp60,2019,May-Oct,63.90277558845575,3819.99186142949,15
Aedes albopictus,rcp60,2019,Nov-Apr,36.09722441154425,2162.1571061224563,15
Aedes albopictus,rcp60,2020,May-Oct,62.792131191588076,3823.0623972806166,15
Aedes albopictus,rcp60,2020,Nov-Apr,37.207868808411924,2268.6475478274715,15
Aedes albopictus,rcp60,2021,May-Oct,62.86036313544689,3851.18897832949,15
Aedes albopictus,rcp60,2021,Nov-Apr,37.13963686455311,2279.7128890337895,15
Aedes albopictus,rcp60,2022,May-Oct,62.2572364150512,3851.9887740919116,15
Aedes albopictus,rcp60,2022,Nov-Apr,37.7427635849488,2341.808176744961,15
Aedes albopictus,rcp60,2023,May-Oct,62.64507289225719,3912.965017729313,15
Aedes albopictus,rcp60,2023,Nov-Apr,37.35492710774281,2339.60342637545,15
Aedes albopictus,rcp60,2024,May-Oct,62.585996346456724,3881.119723654584,15
Aedes albopictus,rcp60,2024,Nov-Apr,37.414003653543276,2327.335913577663,15
Aedes albopictus,rcp60,2025,May-Oct,63.31395425059689,3871.4121818405342,15
Aedes albopictus,rcp60,2025,Nov-Apr,36.686045749403114,2247.022970504901,15
Aedes albopictus,rcp60,2026,May-Oct,62.199227376052214,3867.275555684134,15
Aedes albopictus,rcp60,2026,Nov-Apr,37.80077262394778,2353.0322804276557,15
Aedes albopictus,rcp60,2027,May-Oct,62.61543777113335,3903.74829490211,15
Aedes albopictus,rcp60,2027,Nov-Apr,37.38456222886665,2336.338608567259,15
Aedes albopictus,rcp60,2028,May-Oct,63.49312474057623,3946.0022085795063,15
Aedes albopictus,rcp60,2028,Nov-Apr,36.50687525942377,2272.7195141569337,15
Aedes albopictus,rcp60,2029,May-Oct,63.02671508862815,3855.1553347184176,15
Aedes albopictus,rcp60,2029,Nov-Apr,36.97328491137185,2264.7426273371984,15
Aedes albopictus,rcp60,2030,May-Oct,62.62495701803879,3874.5035980604316,15
Aedes albopictus,rcp60,2030,Nov-Apr,37.375042981961215,2314.7822302046325,15
Aedes albopictus,rcp60,2031,May-Oct,62.98413008481914,3861.330467871273,15
Aedes albopictus,rcp60,2031,Nov-Apr,37.01586991518086,2273.4394576913564,15
Aedes albopictus,rcp60,2032,May-Oct,62.78346131935,3904.484830247775,15
Aedes albopictus,rcp60,2032,Nov-Apr,37.216538680650004,2317.144493277004,15
Aedes albopictus,rcp60,2033,May-Oct,62.19142683133348,3898.004576626932,15
Aedes albopictus,rcp60,2033,Nov-Apr,37.80857316866652,2374.7233117300007,15
Aedes albopictus,rcp60,2034,May-Oct,62.008611862306594,3880.6497446087737,15
Aedes albopictus,rcp60,2034,Nov-Apr,37.991388137693406,2378.0690046572304,15
Aedes albopictus,rcp60,2035,May-Oct,62.75021703882534,3878.84559495365,15
Aedes albopictus,rcp60,2035,Nov-Apr,37.24978296117466,2309.7171198898204,15
Aedes albopictus,rcp85,2006,May-Oct,63.23456945200993,3817.7002776868844,30
Aedes albopictus,rcp85,2006,Nov-Apr,36.76543054799007,2224.7904297501896,30
Aedes albopictus,rcp85,2007,May-Oct,62.7400864902811,3787.199092272108,30
Aedes albopictus,rcp85,2007,Nov-Apr,37.2599135097189,2254.277529731029,30
Aedes albopictus,rcp85,2008,May-Oct,63.40888826564849,3806.0467370343767,30
Aedes albopictus,rcp85,2008,Nov-Apr,36.59111173435151,2201.2589518265822,30
Aedes albopictus,rcp85,2009,May-Oct,62.61186202760578,3798.9889157927437,30
Aedes albopictus,rcp85,2009,Nov-Apr,37.38813797239422,2271.4164276922816,30
Aedes albopictus,rcp85,2010,May-Oct,63.10459306001682,3832.0634278397656,30
Aedes albopictus,rcp85,2010,Nov-Apr,36.89540693998318,2245.399811718882,30
Aedes albopictus,rcp85,2011,May-Oct,63.389540527474914,3804.8912857829405,30
Aedes albopictus,rcp85,2011,Nov-Apr,36.610459472525086,2203.344997491448,30
Aedes albopictus,rcp85,2012,May-Oct,63.02853136423568,3810.604467147146,30
Aedes albopictus,rcp85,2012,Nov-Apr,36.97146863576432,2237.199564138158,30
Aedes albopictus,rcp85,2013,May-Oct,62.481420775106514,3807.1961534778816,30
Aedes albopictus,rcp85,2013,Nov-Apr,37.518579224893486,2295.1043733287456,30
Aedes albopictus,rcp85,2014,May-Oct,63.35298544649605,3840.7770141207698,30
Aedes albopictus,rcp85,2014,Nov-Apr,36.64701455350395,2227.387861229965,30
Aedes albopictus,rcp85,2015,May-Oct,63.19239129637564,3823.785282401464,30
Aedes albopictus,rcp85,2015,Nov-Apr,36.80760870362436,2229.996332818986,30
Aedes albopictus,rcp85,2016,May-Oct,63.04168196711799,3850.5932819976156,30
Aedes albopictus,rcp85,2016,Nov-Apr,36.95831803288201,2262.8594692321717,30
Aedes albopictus,rcp85,2017,May-Oct,63.310152870984,3842.7877315388646,30
Aedes albopictus,rcp85,2017,Nov-Apr,36.689847129016,2231.0590943404322,30
Aedes albopictus,rcp85,2018,May-Oct,63.004041843448235,3825.97930961467,30
Aedes albopictus,rcp85,2018,Nov-Apr,36.995958156551765,2252.8039238442184,30
Aedes albopictus,rcp85,2019,May-Oct,62.63768506282191,3812.486421176382,30
Aedes albopictus,rcp85,2019,Nov-Apr,37.36231493717809,2275.9438245034917,30
Aedes albopictus,rcp85,2020,May-Oct,62.617330526538154,3813.816356026508,30
Aedes albopictus,rcp85,2020,Nov-Apr,37.38266947346184,2281.0356543940175,30
Aedes albopictus,rcp85,2021,May-Oct,62.37678943543663,3846.6455849701038,30
Aedes albopictus,rcp85,2021,Nov-Apr,37.62321056456337,2326.6128297280698,30
Aedes albopictus,rcp85,2022,May-Oct,62.88363711240133,3848.309664223557,30
Aedes albopictus,rcp85,2022,Nov-Apr,37.11636288759867,2276.195227430454,30
Aedes albopictus,rcp85,2023,May-Oct,62.63731065063941,3887.17183942978,30
Aedes albopictus,rcp85,2023,Nov-Apr,37.36268934936059,2322.221700889368,30
Aedes albopictus,rcp85,2024,May-Oct,62.989764170131394,3841.9074497239267,30
Aedes albopictus,rcp85,2024,Nov-Apr,37.010235829868606,2260.8832179279057,30
Aedes albopictus,rcp85,2025,May-Oct,62.50541606070657,3877.031898751093,30
Aedes albopictus,rcp85,2025,Nov-Apr,37.494583939293435,2330.6806725487677,30
Aedes albopictus,rcp85,2026,May-Oct,62.947334947074836,3894.0407214512024,30
Aedes albopictus,rcp85,2026,Nov-Apr,37.052665052925164,2297.291674594466,30
Aedes albopictus,rcp85,2027,May-Oct,62.681890933444585,3877.4222440173935,30
Aedes albopictus,rcp85,2027,Nov-Apr,37.31810906655541,2314.6997067430275,30
Aedes albopictus,rcp85,2028,May-Oct,62.61899481268588,3891.024881385415,30
Aedes albopictus,rcp85,2028,Nov-Apr,37.38100518731412,2326.659272158368,30
Aedes albopictus,rcp85,2029,May-Oct,62.359108583039955,3898.5598884842484,30
Aedes albopictus,rcp85,2029,Nov-Apr,37.640891416960045,2359.50573970171,30
Aedes albopictus,rcp85,2030,May-Oct,62.97587100482421,3925.8410430481085,30
Aedes albopictus,rcp85,2030,Nov-Apr,37.02412899517579,2312.6212266654306,30
Aedes albopictus,rcp85,2031,May-Oct,63.103882155618535,3897.280798060379,30
Aedes albopictus,rcp85,2031,Nov-Apr,36.896117844381465,2287.0802952628464,30
Aedes albopictus,rcp85,2032,May-Oct,62.367509181499834,3884.8273115802326,30
Aedes albopictus,rcp85,2032,Nov-Apr,37.63249081850016,2347.6975556681728,30
Aedes albopictus,rcp85,2033,May-Oct,62.440597165226315,3920.5330340266983,30
Aedes albopictus,rcp85,2033,Nov-Apr,37.559402834773685,2361.5434214756383,30
Aedes albopictus,rcp85,2034,May-Oct,62.94582529539058,3898.855415805161,30
Aedes albopictus,rcp85,2034,Nov-Apr,37.05417470460942,2299.9818056711074,30
Aedes albopictus,rcp85,2035,May-Oct,62.91578418998723,3898.416948005987,30
Aedes albopictus,rcp85,2035,Nov-Apr,37.08421581001277,2303.131013505354,30
Cockroach,historical,2004,May-Oct,77.34448991430706,2002.0647250698014,31
Cockroach,historical,2004,Nov-Apr,22.65551008569293,587.1335349162863,31
Cockroach,rcp26,2006,May-Oct,77.62283992651092,2010.0270027544877,20
Cockroach,rcp26,2006,Nov-Apr,22.377160073489073,586.1336120933453,20
Cockroach,rcp26,2007,May-Oct,76.53297844791548,1978.3785084757703,20
Cockroach,rcp26,2007,Nov-Apr,23.467021552084525,612.702510654712,20
Cockroach,rcp26,2008,May-Oct,76.24256953173168,2028.128719665614,20
Cockroach,rcp26,2008,Nov-Apr,23.75743046826833,637.3572005995518,20
Cockroach,rcp26,2009,May-Oct,77.38222131989373,2027.3986553515438,20
Cockroach,rcp26,2009,Nov-Apr,22.617778680106262,596.5292302522188,20
Cockroach,rcp26,2010,May-Oct,76.61053841854533,2026.4514857152003,20
Cockroach,rcp26,2010,Nov-Apr,23.38946158145467,621.8797729056382,20
Cockroach,rcp26,2011,May-Oct,75.59066003785652,2034.2132998813177,20
Cockroach,rcp26,2011,Nov-Apr,24.409339962143473,661.4999652074451,20
Cockroach,rcp26,2012,May-Oct,75.93915420018378,2081.5675778433624,20
Cockroach,rcp26,2012,Nov-Apr,24.060845799816217,665.2943167742462,20
Cockroach,rcp26,2013,May-Oct,75.79358666846142,2028.0406056274292,20
Cockroach,rcp26,2013,Nov-Apr,24.20641333153859,650.4933785536634,20
Cockroach,rcp26,2014,May-Oct,75.85289165368279,2100.284863785905,20
Cockroach,rcp26,2014,Nov-Apr,24.14710834631721,677.2205945591022,20
Cockroach,rcp26,2015,May-Oct,75.71329362896515,2100.113554174079,20
Cockroach,rcp26,2015,Nov-Apr,24.286706371034846,679.6659184801204,20
Cockroach,rcp26,2016,May-Oct,76.89900120099011,2136.4369431157147,20
Cockroach,rcp26,2016,Nov-Apr,23.100998799009894,648.7916729427607,20
Cockroach,rcp26,2017,May-Oct,76.10420414013885,2114.2090413949054,20
Cockroach,rcp26,2017,Nov-Apr,23.89579585986115,671.5141030811693,20
Cockroach,rcp26,2018,May-Oct,74.60230399946003,2082.55228629067,20
Cockroach,rcp26,2018,Nov-Apr,25.397696000539963,720.3799476911905,20
Cockroach,rcp26,2019,May-Oct,75.39198272300969,2089.545630385127,20
Cockroach,rcp26,2019,Nov-Apr,24.608017276990314,688.9254347132647,20
Cockroach,rcp26,2020,May-Oct,76.21996336170527,2071.765208244117,20
Cockroach,rcp26,2020,Nov-Apr,23.78003663829474,650.5925396434372,20
Cockroach,rcp26,2021,May-Oct,75.32056437256358,2088.517598605999,20
Cockroach,rcp26,2021,Nov-Apr,24.679435627436423,689.4452961776608,20
Cockroach,rcp26,2022,May-Oct,74.73327310710269,2099.8535964939247,20
Cockroach,rcp26,2022,Nov-Apr,25.266726892897317,719.9581135412509,20
Cockroach,rcp26,2023,May-Oct,75.75365717760458,2180.957839100781,20
Cockroach,rcp26,2023,Nov-Apr,24.24634282239542,706.0554842968917,20
Cockroach,rcp26,2024,May-Oct,75.65086188882296,2130.9692005600587,20
Cockroach,rcp26,2024,Nov-Apr,24.349138111177034,695.6883487719431,20
Cockroach,rcp26,2025,May-Oct,75.35009209289537,2138.5684401316294,20
Cockroach,rcp26,2025,Nov-Apr,24.64990790710464,710.4681804542531,20
Cockroach,rcp26,2026,May-Oct,74.87606559087938,2135.75110864797,20
Cockroach,rcp26,2026,Nov-Apr,25.12393440912062,721.6211610949831,20
Cockroach,rcp26,2027,May-Oct,74.23905625136972,2161.064059498893,20
Cockroach,rcp26,2027,Nov-Apr,25.76094374863028,757.4534816408948,20
Cockroach,rcp26,2028,May-Oct,73.8160599702617,2134.416074756789,20
Cockroach,rcp26,2028,Nov-Apr,26.183940029738302,761.6623671797886,20
Cockroach,rcp26,2029,May-Oct,74.6290879466786,2146.3121588677805,20
Cockroach,rcp26,2029,Nov-Apr,25.370912053321415,739.6807514289552,20
Cockroach,rcp26,2030,May-Oct,76.09056917949013,2160.478983426209,20
Cockroach,rcp26,2030,Nov-Apr,23.90943082050987,685.5453578767571,20
Cockroach,rcp26,2031,May-Oct,74.87594362369344,2181.653499947853,20
Cockroach,rcp26,2031,Nov-Apr,25.124056376306555,740.3583296992665,20
Cockroach,rcp26,2032,May-Oct,75.25809066093937,2196.7951397037205,20
Cockroach,rcp26,2032,Nov-Apr,24.741909339060626,738.6707900361966,20
Cockroach,rcp26,2033,May-Oct,75.71921293381145,2195.03754604093,20
Cockroach,rcp26,2033,Nov-Apr,24.28078706618855,716.6798184400452,20
Cockroach,rcp26,2034,May-Oct,74.62087434471526,2191.6647475678583,20
Cockroach,rcp26,2034,Nov-Apr,25.37912565528474,762.9718170002224,20
Cockroach,rcp26,2035,May-Oct,73.57013844934099,2196.9610454502995,20
Cockroach,rcp26,2035,Nov-Apr,26.429861550659005,795.7628342087131,20
Cockroach,rcp45,2006,May-Oct,76.66763314794204,2015.054945632471,27
Cockroach,rcp45,2006,Nov-Apr,23.332366852057955,620.8300856830531,27
Cockroach,rcp45,2007,May-Oct,77.42989882371242,2022.2970325217773,27
Cockroach,rcp45,2007,Nov-Apr,22.57010117628758,594.3735149248477,27
Cockroach,rcp45,2008,May-Oct,76.67577611720047,2047.9547784347583,27
Cockroach,rcp45,2008,Nov-Apr,23.324223882799522,630.8205284238779,27
Cockroach,rcp45,2009,May-Oct,76.60323081673316,1991.4007225934056,27
Cockroach,rcp45,2009,Nov-Apr,23.396769183266834,613.6366024887104,27
Cockroach,rcp45,2010,May-Oct,76.96462519755552,2045.83289680407,27
Cockroach,rcp45,2010,Nov-Apr,23.03537480244447,616.1728151827068,27
Cockroach,rcp45,2011,May-Oct,77.17444695436676,2036.984518296211,27
Cockroach,rcp45,2011,Nov-Apr,22.82555304563325,609.270720171672,27
Cockroach,rcp45,2012,May-Oct,76.89504265538997,2032.2222334428895,27
Cockroach,rcp45,2012,Nov-Apr,23.104957344610035,613.8555303632427,27
Cockroach,rcp45,2013,May-Oct,75.86345498888608,2031.1452551083275,27
Cockroach,rcp45,2013,Nov-Apr,24.13654501111392,652.6039568857368,27
Cockroach,rcp45,2014,May-Oct,76.08660910181827,2061.554805383797,27
Cockroach,rcp45,2014,Nov-Apr,23.913390898181724,654.6722999392122,27
Cockroach,rcp45,2015,May-Oct,76.25457826528582,2055.227792396118,27
Cockroach,rcp45,2015,Nov-Apr,23.745421734714196,650.3108727093208,27
Cockroach,rcp45,2016,May-Oct,75.37545711932728,2068.1517923736506,27
Cockroach,rcp45,2016,Nov-Apr,24.62454288067272,678.0792661908567,27
Cockroach,rcp45,2017,May-Oct,77.34868960720935,2105.886381638115,27
Cockroach,rcp45,2017,Nov-Apr,22.651310392790645,623.8784891451236,27
Cockroach,rcp45,2018,May-Oct,76.37575953576139,2078.7923326009595,27
Cockroach,rcp45,2018,Nov-Apr,23.62424046423861,648.8624865957063,27
Cockroach,rcp45,2019,May-Oct,76.14102461242796,2057.6876207975088,27
Cockroach,rcp45,2019,Nov-Apr,23.858975387572034,648.1154527326472,27
Cockroach,rcp45,2020,May-Oct,76.54402821008888,2090.08727947774,27
Cockroach,rcp45,2020,Nov-Apr,23.455971789911114,648.7799849264018,27
Cockroach,rcp45,2021,May-Oct,75.994441018559,2086.797214902883,27
Cockroach,rcp45,2021,Nov-Apr,24.005558981440988,664.3312231614349,27
Cockroach,rcp45,2022,May-Oct,76.92325195921075,2101.089272231357,27
Cockroach,rcp45,2022,Nov-Apr,23.07674804078926,636.9733005516849,27
Cockroach,rcp45,2023,May-Oct,76.3172761588154,2057.8429773362873,27
Cockroach,rcp45,2023,Nov-Apr,23.682723841184586,646.8843932482331,27
Cockroach,rcp45,2024,May-Oct,75.83199273045612,2102.074571521378,27
Cockroach,rcp45,2024,Nov-Apr,24.16800726954389,677.3907052965743,27
Cockroach,rcp45,2025,May-Oct,76.07669046631146,2138.225480800104,27
Cockroach,rcp45,2025,Nov-Apr,23.923309533688528,677.4873101820046,27
Cockroach,rcp45,2026,May-Oct,75.53176066682038,2122.2813485969473,27
Cockroach,rcp45,2026,Nov-Apr,24.46823933317962,690.3864487258585,27
Cockroach,rcp45,2027,May-Oct,76.31268408370514,2130.197056052814,27
Cockroach,rcp45,2027,Nov-Apr,23.68731591629487,668.507576683712,27
Cockroach,rcp45,2028,May-Oct,76.75462546806628,2154.098093219599,27
Cockroach,rcp45,2028,Nov-Apr,23.24537453193372,656.475386196332,27
Cockroach,rcp45,2029,May-Oct,75.75106111069908,2106.731894805452,27
Cockroach,rcp45,2029,Nov-Apr,24.248938889300916,681.8613790601028,27
Cockroach,rcp45,2030,May-Oct,75.98002680519086,2154.309010287646,27
Cockroach,rcp45,2030,Nov-Apr,24.019973194809136,688.0470647185307,27
Cockroach,rcp45,2031,May-Oct,75.47498258399281,2141.9866145276014,27
Cockroach,rcp45,2031,Nov-Apr,24.525017416007184,701.5666799799925,27
Cockroach,rcp45,2032,May-Oct,74.92477352441075,2181.826918038539,27
Cockroach,rcp45,2032,Nov-Apr,25.075226475589254,741.6174055987499,27
Cockroach,rcp45,2033,May-Oct,75.77132956401763,2180.361291359653,27
Cockroach,rcp45,2033,Nov-Apr,24.228670435982366,705.7619966633496,27
Cockroach,rcp45,2034,May-Oct,75.5982206821616,2175.670958606067,27
Cockroach,rcp45,2034,Nov-Apr,24.401779317838404,709.115507926391,27
Cockroach,rcp45,2035,May-Oct,75.75947216812071,2165.140333301924,27
Cockroach,rcp45,2035,Nov-Apr,24.24052783187929,703.1327341463563,27
Cockroach,rcp60,2006,May-Oct,76.48919752544582,2029.2587356427034,15
Cockroach,rcp60,2006,Nov-Apr,23.510802474554186,627.5028966791501,15
Cockroach,rcp60,2007,May-Oct,75.07777936056695,1927.7780805030393,15
Cockroach,rcp60,2007,Nov-Apr,24.922220639433053,639.6828399806521,15
Cockroach,rcp60,2008,May-Oct,75.70694571438327,2050.706184983828,15
Cockroach,rcp60,2008,Nov-Apr,24.293054285616723,660.1952770028457,15
Cockroach,rcp60,2009,May-Oct,74.7053911297075,2027.0750977581115,15
Cockroach,rcp60,2009,Nov-Apr,25.294608870292503,692.9355126876998,15
Cockroach,rcp60,2010,May-Oct,75.9894795589424,2025.2309444239409,15
Cockroach,rcp60,2010,Nov-Apr,24.01052044105759,643.9890205730525,15
Cockroach,rcp60,2011,May-Oct,75.51830289262766,2037.450813148325,15
Cockroach,rcp60,2011,Nov-Apr,24.481697107372337,662.152830408073,15
Cockroach,rcp60,2012,May-Oct,76.46202641508948,2029.5189533218654,15
Cockroach,rcp60,2012,Nov-Apr,23.53797358491051,634.019726842123,15
Cockroach,rcp60,2013,May-Oct,77.11308964725775,2057.633651973828,15
Cockroach,rcp60,2013,Nov-Apr,22.886910352742255,616.6728822289351,15
Cockroach,rcp60,2014,May-Oct,77.22266026967989,2068.1926360022744,15
Cockroach,rcp60,2014,Nov-Apr,22.777339730320104,614.9249208097292,15
Cockroach,rcp60,2015,May-Oct,75.71152622987395,2026.5121751655672,15
Cockroach,rcp60,2015,Nov-Apr,24.288473770126036,655.6139981004391,15
Cockroach,rcp60,2016,May-Oct,75.117411327521,2028.9069369897798,15
Cockroach,rcp60,2016,Nov-Apr,24.882588672479,679.91811596234,15
Cockroach,rcp60,2017,May-Oct,76.19533485868305,2077.164568215599,15
Cockroach,rcp60,2017,Nov-Apr,23.804665141316953,652.3782071858597,15
Cockroach,rcp60,2018,May-Oct,76.88448317392331,2035.5076284141574,15
Cockroach,rcp60,2018,Nov-Apr,23.1155168260767,620.990679307827,15
Cockroach,rcp60,2019,May-Oct,78.22375274116024,2035.267446707268,15
Cockroach,rcp60,2019,Nov-Apr,21.776247258839764,570.6753082057828,15
Cockroach,rcp60,2020,May-Oct,75.88234782007869,2038.2623972806166,15
Cockroach,rcp60,2020,Nov-Apr,24.117652179921308,652.6673257623975,15
Cockroach,rcp60,2021,May-Oct,75.95969029251984,2066.38897832949,15
Cockroach,rcp60,2021,Nov-Apr,24.040309707480166,658.2770050415654,15
Cockroach,rcp60,2022,May-Oct,74.59752993553938,2067.1887740919115,15
Cockroach,rcp60,2022,Nov-Apr,25.40247006446061,712.4566770075832,15
Cockroach,rcp60,2023,May-Oct,75.01361944484327,2128.1650177293127,15
Cockroach,rcp60,2023,Nov-Apr,24.986380555156735,718.6593915397257,15
Cockroach,rcp60,2024,May-Oct,75.3585232919676,2096.319723654584,15
Cockroach,rcp60,2024,Nov-Apr,24.64147670803241,695.002501321125,15
Cockroach,rcp60,2025,May-Oct,77.03215923182384,2086.711265729423,15
Cockroach,rcp60,2025,Nov-Apr,22.967840768176156,626.8286867019561,15
Cockroach,rcp60,2026,May-Oct,75.01012188131585,2082.4755556841333,15
Cockroach,rcp60,2026,Nov-Apr,24.989878118684143,697.9266033216143,15
Cockroach,rcp60,2027,May-Oct,75.16164180472563,2118.94829490211,15
Cockroach,rcp60,2027,Nov-Apr,24.83835819527436,706.6799021167114,15
Cockroach,rcp60,2028,May-Oct,76.87934195501978,2161.202208579506,15
Cockroach,rcp60,2028,Nov-Apr,23.120658044980225,655.0354534940292,15
Cockroach,rcp60,2029,May-Oct,76.01801271338735,2070.3553347184175,15
Cockroach,rcp60,2029,Nov-Apr,23.98198728661265,655.6909274791713,15
Cockroach,rcp60,2030,May-Oct,75.25196429042792,2089.7035980604314,15
Cockroach,rcp60,2030,Nov-Apr,24.74803570957208,689.7289738905635,15
Cockroach,rcp60,2031,May-Oct,76.16787638617134,2076.530467871273,15
Cockroach,rcp60,2031,Nov-Apr,23.832123613828664,653.599905579173,15
Cockroach,rcp60,2032,May-Oct,76.079882751142,2119.709451081108,15
Cockroach,rcp60,2032,Nov-Apr,23.920117248857995,671.1689343924888,15
Cockroach,rcp60,2033,May-Oct,74.75154886355614,2113.2045766269316,15
Cockroach,rcp60,2033,Nov-Apr,25.248451136443855,720.2160407861685,15
Cockroach,rcp60,2034,May-Oct,74.46489657152958,2095.8497446087736,15
Cockroach,rcp60,2034,Nov-Apr,25.53510342847043,719.4723102849919,15
Cockroach,rcp60,2035,May-Oct,75.6321009673593,2094.04559495365,15
